Weeks,Focal,Estimate,l95,u95
12,invader,-0.11311345282023173,-1.4294546839117572,1.300733804583487
12,first-year comp.,-2.983026719032862,-5.8990800351161,-0.04694972947092424
12,adult comp.,-1.472226423934896,-7.247979726457743,4.508569551242658
16,invader,0.4922579027353334,-2.9478411879253485,3.8004029300594766
16,first-year comp.,-3.651000200201594,-9.225045160114576,1.9725167731422744
16,adult comp.,8.400203477639467,-3.0920065224748328,19.782593954431604
