time,species,N,virulence
100,Conidia,1105584.3185147964,0.004242424242424242
100,Susceptible annual,14444.005494259725,0.004545454545454545
100,Infected annual,9366.032704277612,0.004545454545454545
100,Annual,23810.03819853734,0.004545454545454545
100,Perennial first-year,0.020822748567166913,0.004545454545454545
100,Perennial adult,0.013766298173121827,0.004545454545454545
100,Litter,829.9526941937797,0.004545454545454545
100,Annual biomass,303.0109323491664,0.004545454545454545
100,Perennial first-year biomass,4.89049441204345e-6,0.004545454545454545
100,Perennial adult biomass,0.0010484446454194047,0.004545454545454545
100,Annual susceptible biomass,0.9141378090551484,0.004545454545454545
100,Perennial first-year susceptible biomass,8.169548381462401e-11,0.004545454545454545
100,Perennial adult susceptible biomass,9.657063677220336e-8,0.004545454545454545
100,Annual infected biomass,302.09679454011126,0.004545454545454545
100,Perennial first-year infected biomass,4.890412716559635e-6,0.004545454545454545
100,Perennial adult infected biomass,0.0010483480747826325,0.004545454545454545
100,Conidia,1131398.5642345082,0.004545454545454545
100,Susceptible annual,13718.559877789683,0.0048484848484848485
100,Infected annual,8898.340841199015,0.0048484848484848485
100,Annual,22616.900718988698,0.0048484848484848485
100,Perennial first-year,0.02246966763981677,0.0048484848484848485
100,Perennial adult,0.014867006729201765,0.0048484848484848485
100,Litter,809.772783604546,0.0048484848484848485
100,Annual biomass,287.82766622504863,0.0048484848484848485
100,Perennial first-year biomass,5.349366618880765e-6,0.0048484848484848485
100,Perennial adult biomass,0.0011322748790287788,0.0048484848484848485
100,Annual susceptible biomass,0.8335427799957529,0.0048484848484848485
100,Perennial first-year susceptible biomass,9.022132614601669e-11,0.0048484848484848485
100,Perennial adult susceptible biomass,1.0261770460955576e-7,0.0048484848484848485
100,Annual infected biomass,286.9941234450529,0.0048484848484848485
100,Perennial first-year infected biomass,5.349276397554619e-6,0.0048484848484848485
100,Perennial adult infected biomass,0.0011321722613241692,0.0048484848484848485
100,Conidia,1151301.426458452,0.0048484848484848485
100,Susceptible annual,13008.04682144943,0.005151515151515152
100,Infected annual,8439.802998509986,0.005151515151515152
100,Annual,21447.849819959418,0.005151515151515152
100,Perennial first-year,0.024368604946131092,0.005151515151515152
100,Perennial adult,0.016137224372078682,0.005151515151515152
100,Litter,788.51630372673,0.005151515151515152
100,Annual biomass,272.95068982700616,0.005151515151515152
100,Perennial first-year biomass,5.88242663206655e-6,0.005151515151515152
100,Perennial adult biomass,0.001229014966265288,0.005151515151515152
100,Annual susceptible biomass,0.76065226494228,0.005151515151515152
100,Perennial first-year susceptible biomass,1.0055692650084991e-10,0.005151515151515152
100,Perennial adult susceptible biomass,1.1014985712388611e-7,0.005151515151515152
100,Annual infected biomass,272.1900375620639,0.005151515151515152
100,Perennial first-year infected biomass,5.8823260751400495e-6,0.005151515151515152
100,Perennial adult infected biomass,0.001228904816408164,0.005151515151515152
100,Conidia,1165501.8792439862,0.005151515151515152
100,Susceptible annual,12312.811584679088,0.005454545454545455
100,Infected annual,7990.731203019662,0.005454545454545455
100,Annual,20303.54278769875,0.005454545454545455
100,Perennial first-year,0.0265579608087998,0.005454545454545455
100,Perennial adult,0.017603020774007782,0.005454545454545455
100,Litter,766.2556460528546,0.005454545454545455
100,Annual biomass,258.3884798467039,0.005454545454545455
100,Perennial first-year biomass,6.50225286466059e-6,0.005454545454545455
100,Perennial adult biomass,0.001340650379762163,0.005454545454545455
100,Annual susceptible biomass,0.6943600562290726,0.005454545454545455
100,Perennial first-year susceptible biomass,1.1306678381461374e-10,0.005454545454545455
100,Perennial adult susceptible biomass,1.193831431602413e-7,0.005454545454545455
100,Annual infected biomass,257.6941197904748,0.005454545454545455
100,Perennial first-year infected biomass,6.502139797876775e-6,0.005454545454545455
100,Perennial adult infected biomass,0.0013405309966190028,0.005454545454545455
100,Conidia,1174207.6047011388,0.005454545454545455
100,Susceptible annual,11633.195714319409,0.005757575757575757
100,Infected annual,7551.416981372572,0.005757575757575757
100,Annual,19184.61269569198,0.005757575757575757
100,Perennial first-year,0.029083403474401727,0.005757575757575757
100,Perennial adult,0.019295435138581164,0.005757575757575757
100,Litter,743.061496324659,0.005757575757575757
100,Annual biomass,244.14915698595922,0.005757575757575757
100,Perennial first-year biomass,7.223952245630973e-6,0.005757575757575757
100,Perennial adult biomass,0.0014695450728781751,0.005757575757575757
100,Annual susceptible biomass,0.633793332654534,0.005757575757575757
100,Perennial first-year susceptible biomass,1.2821461404580983e-10,0.005757575757575757
100,Perennial adult susceptible biomass,1.3059876617063822e-7,0.005757575757575757
100,Annual infected biomass,243.5153636533047,0.005757575757575757
100,Perennial first-year infected biomass,7.223824031016927e-6,0.005757575757575757
100,Perennial adult infected biomass,0.0014694144741120045,0.005757575757575757
100,Conidia,1177621.6081245171,0.005757575757575757
100,Susceptible annual,10969.537686890038,0.006060606060606061
100,Infected annual,7122.136028831694,0.006060606060606061
100,Annual,18091.673715721732,0.006060606060606061
100,Perennial first-year,0.03199925361790794,0.006060606060606061
100,Perennial adult,0.021251431714763864,0.006060606060606061
100,Litter,719.0034417153457,0.006060606060606061
100,Annual biomass,230.24050332032056,0.006060606060606061
100,Perennial first-year biomass,8.065686055955554e-6,0.006060606060606061
100,Perennial adult biomass,0.0016185142518809468,0.006060606060606061
100,Annual susceptible biomass,0.5782540206522242,0.006060606060606061
100,Perennial first-year susceptible biomass,1.465903081175813e-10,0.006060606060606061
100,Perennial adult susceptible biomass,1.441606642055629e-7,0.006060606060606061
100,Annual infected biomass,229.66224929966833,0.006060606060606061
100,Perennial first-year infected biomass,8.065539465647436e-6,0.006060606060606061
100,Perennial adult infected biomass,0.0016183700912167412,0.006060606060606061
100,Conidia,1175944.7844817375,0.006060606060606061
100,Susceptible annual,10322.157076703788,0.006363636363636364
100,Infected annual,6703.141375791537,0.006363636363636364
100,Annual,17025.298452495324,0.006363636363636364
100,Perennial first-year,0.03537017201905636,0.006363636363636364
100,Perennial adult,0.023515066419801285,0.006363636363636364
100,Litter,694.1494411049969,0.006363636363636364
100,Annual biomass,216.66987056322748,0.006363636363636364
100,Perennial first-year biomass,9.049320261266965e-6,0.006363636363636364
100,Perennial adult biomass,0.0017909132262338115,0.006363636363636364
100,Annual susceptible biomass,0.5271764731923838,0.006363636363636364
100,Perennial first-year susceptible biomass,1.6876474473952836e-10,0.006363636363636364
100,Perennial adult susceptible biomass,1.605110508272247e-7,0.006363636363636364
100,Annual infected biomass,216.1426940900351,0.006363636363636364
100,Perennial first-year infected biomass,9.049151496522225e-6,0.006363636363636364
100,Perennial adult infected biomass,0.0017907527151829843,0.006363636363636364
100,Conidia,1169375.1130172235,0.006363636363636364
100,Susceptible annual,9691.360228664862,0.006666666666666666
100,Infected annual,6294.669637145223,0.006666666666666666
100,Annual,15986.029865810084,0.006666666666666666
100,Perennial first-year,0.0392731921692514,0.006666666666666666
100,Perennial adult,0.026138894326653835,0.006666666666666666
100,Litter,668.5659093162623,0.006666666666666666
100,Annual biomass,203.44404244993973,0.006666666666666666
100,Perennial first-year biomass,1.0201216886317763e-5,0.006666666666666666
100,Perennial adult biomass,0.001990744603183963,0.006666666666666666
100,Annual susceptible biomass,0.4800956630162432,0.006666666666666666
100,Perennial first-year susceptible biomass,1.9624590782984803e-10,0.006666666666666666
100,Perennial adult susceptible biomass,1.8030546637898617e-7,0.006666666666666666
100,Annual infected biomass,202.9639467869235,0.006666666666666666
100,Perennial first-year infected biomass,1.0201020640409933e-5,0.006666666666666666
100,Perennial adult infected biomass,0.001990564297717584,0.006666666666666666
100,Conidia,1158107.4214536373,0.006666666666666666
100,Susceptible annual,9077.433920898928,0.0069696969696969695
100,Infected annual,5896.9382349454745,0.0069696969696969695
100,Annual,14974.372155844401,0.0069696969696969695
100,Perennial first-year,0.04380016864998309,0.0069696969696969695
100,Perennial adult,0.029185667428761726,0.0069696969696969695
100,Litter,642.3181315549461,0.0069696969696969695
100,Annual biomass,190.56964364047892,0.0069696969696969695
100,Perennial first-year biomass,1.1553202901780624e-5,0.0069696969696969695
100,Perennial adult biomass,0.002222787589943507,0.0069696969696969695
100,Annual susceptible biomass,0.4366270185001042,0.0069696969696969695
100,Perennial first-year susceptible biomass,2.2972573214367908e-10,0.0069696969696969695
100,Perennial adult susceptible biomass,2.042322683262765e-7,0.0069696969696969695
100,Annual infected biomass,190.1330166219788,0.0069696969696969695
100,Perennial first-year infected biomass,1.155297317604848e-5,0.0069696969696969695
100,Perennial adult infected biomass,0.002222583357675181,0.0069696969696969695
100,Conidia,1142335.4719094634,0.0069696969696969695
100,Susceptible annual,8480.64394571298,0.007272727272727273
100,Infected annual,5510.146242153669,0.007272727272727273
100,Annual,13990.790187866649,0.007272727272727273
100,Perennial first-year,0.04906077515996036,0.007272727272727273
100,Perennial adult,0.032730417147254595,0.007272727272727273
100,Litter,615.469769825444,0.007272727272727273
100,Annual biomass,178.05241844787955,0.007272727272727273
100,Perennial first-year biomass,1.3143768370185502e-5,0.007272727272727273
100,Perennial adult biomass,0.0024927565979489495,0.007272727272727273
100,Annual susceptible biomass,0.3964454488147737,0.007272727272727273
100,Perennial first-year susceptible biomass,2.7098498782635125e-10,0.007272727272727273
100,Perennial adult susceptible biomass,2.332760298162824e-7,0.007272727272727273
100,Annual infected biomass,177.65597299906477,0.007272727272727273
100,Perennial first-year infected biomass,1.3143497385197676e-5,0.007272727272727273
100,Perennial adult infected biomass,0.0024925233219191332,0.007272727272727273
100,Conidia,1122250.1673072232,0.007272727272727273
100,Susceptible annual,7901.233880720031,0.007575757575757576
100,Infected annual,5134.474386863927,0.007575757575757576
100,Annual,13035.70826758396,0.007575757575757576
100,Perennial first-year,0.05518607632288221,0.007575757575757576
100,Perennial adult,0.03686294045618945,0.007575757575757576
100,Litter,588.083166282788,0.007575757575757576
100,Annual biomass,165.89787680542264,0.007575757575757576
100,Perennial first-year biomass,1.5019520018265714e-5,0.007575757575757576
100,Perennial adult biomass,0.002807490586769792,0.007575757575757576
100,Annual susceptible biomass,0.359275974204337,0.007575757575757576
100,Perennial first-year susceptible biomass,3.2210201898004356e-10,0.007575757575757576
100,Perennial adult susceptible biomass,2.686718880355425e-7,0.007575757575757576
100,Annual infected biomass,165.5386008312183,0.007575757575757576
100,Perennial first-year infected biomass,1.5019197916246734e-5,0.007575757575757576
100,Perennial adult infected biomass,0.0028072219148817567,0.007575757575757576
100,Conidia,1098040.8122340313,0.007575757575757576
100,Susceptible annual,7339.419809220811,0.00787878787878788
100,Infected annual,4770.082396778654,0.00787878787878788
100,Annual,12109.502205999464,0.00787878787878788
100,Perennial first-year,0.06233290186645293,0.00787878787878788
100,Perennial adult,0.04169084880957117,0.00787878787878788
100,Litter,560.2191315585687,0.00787878787878788
100,Annual biomass,154.11077330019813,0.00787878787878788
100,Perennial first-year biomass,1.7236982737380502e-5,0.00787878787878788
100,Perennial adult biomass,0.0031751852711376254,0.00787878787878788
100,Annual susceptible biomass,0.3248813343079746,0.00787878787878788
100,Perennial first-year susceptible biomass,3.8579645383492157e-10,0.00787878787878788
100,Perennial adult susceptible biomass,3.1201830444100437e-7,0.00787878787878788
100,Annual infected biomass,153.78589196589016,0.00787878787878788
100,Perennial first-year infected biomass,1.7236596940926667e-5,0.00787878787878788
100,Perennial adult infected biomass,0.0031748732528331844,0.00787878787878788
100,Conidia,1069894.7009108723,0.00787878787878788
100,Susceptible annual,6795.394530490103,0.008181818181818182
100,Infected annual,4417.112345400182,0.008181818181818182
100,Annual,11212.506875890285,0.008181818181818182
100,Perennial first-year,0.07068904998718971,0.008181818181818182
100,Perennial adult,0.04734320429253505,0.008181818181818182
100,Litter,531.9372018322474,0.008181818181818182
100,Annual biomass,142.6953980244393,0.008181818181818182
100,Perennial first-year biomass,1.9864780787809862e-5,0.008181818181818182
100,Perennial adult biomass,0.003605670051112139,0.008181818181818182
100,Annual susceptible biomass,0.2930555016017138,0.008181818181818182
100,Perennial first-year susceptible biomass,4.6565308951281156e-10,0.008181818181818182
100,Perennial adult susceptible biomass,3.6539212666664156e-7,0.008181818181818182
100,Annual infected biomass,142.40234252283759,0.008181818181818182
100,Perennial first-year infected biomass,1.986431513472035e-5,0.008181818181818182
100,Perennial adult infected biomass,0.0036053046589854722,0.008181818181818182
100,Conidia,1037998.1799048446,0.008181818181818182
100,Susceptible annual,6269.322138890609,0.008484848484848484
100,Infected annual,4075.685692961067,0.008484848484848484
100,Annual,10345.007831851675,0.008484848484848484
100,Perennial first-year,0.080479632767731707,0.008484848484848484
100,Perennial adult,0.053974960439920616,0.008484848484848484
100,Litter,503.29532759384176,0.008484848484848484
100,Annual biomass,131.65537308301833,0.008484848484848484
100,Perennial first-year biomass,2.2986336069711437e-5,0.008484848484848484
100,Perennial adult biomass,0.004110746225913395,0.008484848484848484
100,Annual susceptible biomass,0.26361708675162276,0.008484848484848484
100,Perennial first-year susceptible biomass,5.664355417207118e-10,0.008484848484848484
100,Perennial adult susceptible biomass,4.315179768918029e-7,0.008484848484848484
100,Annual infected biomass,131.3917559962667,0.008484848484848484
100,Perennial first-year infected biomass,2.2985769634169717e-5,0.008484848484848484
100,Perennial adult infected biomass,0.004110314707936503,0.008484848484848484
100,Conidia,1002535.4372205052,0.008484848484848484
100,Susceptible annual,5761.341115169462,0.008787878787878787
100,Infected annual,3745.90548565285,0.008787878787878787
100,Annual,9507.246600822313,0.008787878787878787
100,Perennial first-year,0.09197461961880761,0.008787878787878787
100,Perennial adult,0.06177225437929265,0.008787878787878787
100,Litter,474.35031599672345,0.008787878787878787
