time,species,N,virulence
100,Annual biomass,120.99376035643733,0.008787878787878787
100,Perennial first-year biomass,2.6703131854336282e-5,0.008787878787878787
100,Perennial adult biomass,0.004704590044831751,0.008787878787878787
100,Annual susceptible biomass,0.23640489906205175,0.008787878787878787
100,Perennial first-year susceptible biomass,6.945137357062961e-10,0.008787878787878787
100,Perennial adult susceptible biomass,5.140349201189498e-7,0.008787878787878787
100,Annual infected biomass,120.75735545737528,0.008787878787878787
100,Perennial first-year infected biomass,2.6702437340600576e-5,0.008787878787878787
100,Perennial adult infected biomass,0.004704076009911632,0.008787878787878787
100,Conidia,963689.9936504455,0.008787878787878787
100,Susceptible annual,5271.55620139724,0.00909090909090909
100,Infected annual,3427.851527016227,0.00909090909090909
100,Annual,8699.407728413467,0.00909090909090909
100,Perennial first-year,0.10549791770965651,0.00909090909090909
100,Perennial adult,0.07095879264654979,0.00909090909090909
100,Litter,445.1572776003261,0.00909090909090909
100,Annual biomass,110.71292131673161,0.00909090909090909
100,Perennial first-year biomass,3.1138716087694274e-5,0.00909090909090909
100,Perennial adult biomass,0.005404239052511382,0.00909090909090909
100,Annual susceptible biomass,0.21127399974935201,0.00909090909090909
100,Perennial first-year susceptible biomass,8.585775238418572e-10,0.00909090909090909
100,Perennial adult susceptible biomass,6.176531249461187e-7,0.00909090909090909
100,Annual infected biomass,110.50164731698226,0.00909090909090909
100,Perennial first-year infected biomass,3.113785751017043e-5,0.00909090909090909
100,Perennial adult infected biomass,0.005403621399386436,0.00909090909090909
100,Conidia,921643.6369487108,0.00909090909090909
100,Susceptible annual,4800.047219556869,0.009393939393939394
100,Infected annual,3121.5862449308306,0.009393939393939394
100,Annual,7921.6334644877,0.009393939393939394
100,Perennial first-year,0.1214381356344497,0.009393939393939394
100,Perennial adult,0.08180343827173601,0.009393939393939394
100,Litter,415.77020219287635,0.009393939393939394
100,Annual biomass,100.8146785626288,0.009393939393939394
100,Perennial first-year biomass,3.6443528129676605e-5,0.009393939393939394
100,Perennial adult biomass,0.006230169923266101,0.009393939393939394
100,Annual susceptible biomass,0.18809310324022022,0.009393939393939394
100,Perennial first-year susceptible biomass,1.0703723293920236e-9,0.009393939393939394
100,Perennial adult susceptible biomass,7.490717803416286e-7,0.009393939393939394
100,Annual infected biomass,100.62658545938858,0.009393939393939394
100,Perennial first-year infected biomass,3.644245775734721e-5,0.009393939393939394
100,Perennial adult infected biomass,0.00622942085148576,0.009393939393939394
100,Conidia,876577.5755509922,0.009393939393939394
100,Susceptible annual,4346.865024042367,0.009696969696969697
100,Infected annual,2827.152289561011,0.009696969696969697
100,Annual,7174.017313603377,0.009696969696969697
100,Perennial first-year,0.14026133886854567,0.009696969696969697
100,Perennial adult,0.09462922721073255,0.009696969696969697
100,Litter,386.2417802256183,0.009696969696969697
100,Annual biomass,91.30021123534532,0.009696969696969697
100,Perennial first-year biomass,4.280074079745046e-5,0.009696969696969697
100,Perennial adult biomass,0.007206985154729567,0.009696969696969697
100,Annual susceptible biomass,0.16674183011507182,0.009696969696969697
100,Perennial first-year susceptible biomass,1.3464158841260164e-9,0.009696969696969697
100,Perennial adult susceptible biomass,9.169009592318103e-7,0.009696969696969697
100,Annual infected biomass,91.13346940523024,0.009696969696969697
100,Perennial first-year infected biomass,4.279939438156633e-5,0.009696969696969697
100,Perennial adult infected biomass,0.007206068253770335,0.009696969696969697
100,Conidia,828672.0904297297,0.009696969696969697
100,Susceptible annual,3912.028568280672,0.01
100,Infected annual,2544.5707518991867,0.01
100,Annual,6456.599320179859,0.01
100,Perennial first-year,0.16252588922997993,0.01
100,Perennial adult,0.10982389397918396,0.01
100,Litter,356.62333974602836,0.01
100,Annual biomass,82.17004163676074,0.01
100,Perennial first-year biomass,5.043322722099577e-5,0.01
100,Perennial adult biomass,0.008364214702715046,0.01
100,Annual susceptible biomass,0.14710901392417952,0.01
100,Perennial first-year susceptible biomass,1.709623206085011e-9,0.01
100,Perennial adult susceptible biomass,1.1337721806409934e-6,0.01
100,Annual infected biomass,82.02293262283656,0.01
100,Perennial first-year infected biomass,5.043151759778969e-5,0.01
100,Perennial adult infected biomass,0.008363080930534405,0.01
100,Conidia,778106.7380121876,0.01
100,Susceptible annual,3495.531961405453,0.010303030303030303
100,Infected annual,2273.8458619931193,0.010303030303030303
100,Annual,5769.377823398572,0.010303030303030303
100,Perennial first-year,0.18889953381928049,0.010303030303030303
100,Perennial adult,0.12785203389049388,0.010303030303030303
100,Litter,326.96543279710426,0.010303030303030303
100,Annual biomass,73.42416174423784,0.010303030303030303
100,Perennial first-year biomass,5.961178030838758e-5,0.010303030303030303
100,Perennial adult biomass,0.00973724226024589,0.010303030303030303
100,Annual susceptible biomass,0.12909134455760807,0.010303030303030303
100,Perennial first-year susceptible biomass,2.192921903188482e-9,0.010303030303030303
100,Perennial adult susceptible biomass,1.4170665790964876e-6,0.010303030303030303
100,Annual infected biomass,73.29507039968023,0.010303030303030303
100,Perennial first-year infected biomass,5.9609587386484393e-5,0.010303030303030303
100,Perennial adult infected biomass,0.009735825193666793,0.010303030303030303
100,Conidia,725061.519220452,0.010303030303030303
100,Susceptible annual,3097.3443797236323,0.010606060606060607
100,Infected annual,2014.9650723645775,0.010606060606060607
100,Annual,5112.30945208821,0.010606060606060607
100,Perennial first-year,0.2201783675298351,0.010606060606060607
100,Perennial adult,0.14926867467806776,0.010606060606060607
100,Litter,297.3177700616286,0.010606060606060607
100,Annual biomass,65.06200003490798,0.010606060606060607
100,Perennial first-year biomass,7.066458849857982e-5,0.010606060606060607
100,Perennial adult biomass,0.011368338875633974,0.010606060606060607
100,Annual susceptible biomass,0.11259199588667457,0.010606060606060607
100,Perennial first-year susceptible biomass,2.8441947150595077e-9,0.010606060606060607
100,Perennial adult susceptible biomass,1.7919629826945727e-6,0.010606060606060607
100,Annual infected biomass,64.949408039021307,0.010606060606060607
100,Perennial first-year infected biomass,7.066174430386476e-5,0.010606060606060607
100,Perennial adult infected biomass,0.01136654691265128,0.010606060606060607
100,Conidia,669716.7631340056,0.010606060606060607
100,Susceptible annual,2717.4133137231415,0.01090909090909091
100,Infected annual,1767.901174786764,0.01090909090909091
100,Annual,4485.3144885099055,0.01090909090909091
100,Perennial first-year,0.25730718377542694,0.01090909090909091
100,Perennial adult,0.17473393428412873,0.01090909090909091
100,Litter,267.7299768664358,0.01090909090909091
100,Annual biomass,57.08255460185232,0.01090909090909091
100,Perennial first-year biomass,8.398785503249612e-5,0.01090909090909091
100,Perennial adult biomass,0.013307779293270455,0.01090909090909091
100,Annual susceptible biomass,0.09752005971601818,0.01090909090909091
100,Perennial first-year susceptible biomass,3.734766516110487e-9,0.01090909090909091
100,Perennial adult susceptible biomass,2.295601494655547e-6,0.01090909090909091
100,Annual infected biomass,56.985034542136304,0.01090909090909091
100,Perennial first-year infected biomass,8.398412026598001e-5,0.01090909090909091
100,Perennial adult infected biomass,0.0133054836917758,0.01090909090909091
100,Conidia,612255.2628048736,0.01090909090909091
100,Susceptible annual,2355.6718268451023,0.011212121212121211
100,Infected annual,1532.6171598020405,0.011212121212121211
100,Annual,3888.288986647143,0.011212121212121211
100,Perennial first-year,0.3013985405021389,0.011212121212121211
100,Perennial adult,0.20502696382744787,0.011212121212121211
100,Litter,238.2521279641166,0.011212121212121211
100,Annual biomass,49.48449737905953,0.011212121212121211
100,Perennial first-year biomass,1.0005673306626392e-4,0.011212121212121211
100,Perennial adult biomass,0.01561490385346921,0.011212121212121211
100,Annual susceptible biomass,0.08378970267949626,0.011212121212121211
100,Perennial first-year susceptible biomass,4.9738732928628505e-9,0.011212121212121211
100,Perennial adult susceptible biomass,2.984383636838589e-6,0.011212121212121211
100,Annual infected biomass,49.40070767638004,0.011212121212121211
100,Perennial first-year infected biomass,1.0005175919297106e-4,0.011212121212121211
100,Perennial adult infected biomass,0.015611919469832371,0.011212121212121211
100,Conidia,552863.4561912211,0.011212121212121211
100,Susceptible annual,2012.0529687383425,0.011515151515151515
100,Infected annual,1309.0755981908824,0.011515151515151515
100,Annual,3321.1285669292247,0.011515151515151515
100,Perennial first-year,0.35374673263548184,0.011515151515151515
100,Perennial adult,0.24105653942504215,0.011515151515151515
100,Litter,208.9367098465292,0.011515151515151515
100,Annual biomass,42.26650513183496,0.011515151515151515
100,Perennial first-year biomass,1.1943512784902143e-4,0.011515151515151515
100,Perennial adult biomass,0.01835892516820323,0.011515151515151515
100,Annual susceptible biomass,0.07132012367179641,0.011515151515151515
100,Perennial first-year susceptible biomass,6.734667093978249e-9,0.011515151515151515
100,Perennial adult susceptible biomass,3.947032871300105e-6,0.011515151515151515
100,Annual infected biomass,42.195185008163165,0.011515151515151515
100,Perennial first-year infected biomass,1.1942839318192745e-4,0.011515151515151515
100,Perennial adult infected biomass,0.01835497813533193,0.011515151515151515
100,Conidia,491736.3491498873,0.011515151515151515
100,Susceptible annual,1686.5100599756458,0.011818181818181818
100,Infected annual,1097.2519530381628,0.011818181818181818
100,Annual,2783.7620130138084,0.011818181818181818
100,Perennial first-year,0.4158250484003042,0.011818181818181818
100,Perennial adult,0.28386030566067233,0.011818181818181818
100,Litter,179.8410758321607,0.011818181818181818
100,Annual biomass,35.42768126460723,0.011818181818181818
100,Perennial first-year biomass,1.427800410243877e-4,0.011818181818181818
100,Perennial adult biomass,0.02161887050348218,0.011818181818181818
100,Annual susceptible biomass,0.060035449720551526,0.011818181818181818
100,Perennial first-year susceptible biomass,9.303824237449129e-9,0.011818181818181818
100,Perennial adult susceptible biomass,5.329474530701289e-6,0.011818181818181818
100,Annual infected biomass,35.36764581488668,0.011818181818181818
100,Perennial first-year infected biomass,1.4277073720015025e-4,0.011818181818181818
100,Perennial adult infected biomass,0.02161354102895148,0.011818181818181818
100,Conidia,429084.05927232985,0.011818181818181818
100,Susceptible annual,1379.0703946603558,0.012121212121212121
100,Infected annual,897.1695219657697,0.012121212121212121
100,Annual,2276.2399166261257,0.012121212121212121
100,Perennial first-year,0.4892426595847175,0.012121212121212121
100,Perennial adult,0.3345762161610827,0.012121212121212121
100,Litter,151.03424029356233,0.012121212121212121
100,Annual biomass,28.96865973611754,0.012121212121212121
100,Perennial first-year biomass,1.7083090909693365e-4,0.012121212121212121
100,Perennial adult biomass,0.025481406686632544,0.012121212121212121
100,Annual susceptible biomass,0.0498656526095651,0.012121212121212121
100,Perennial first-year susceptible biomass,1.318346569959732e-8,0.012121212121212121
100,Perennial adult susceptible biomass,7.3858415748535855e-6,0.012121212121212121
100,Annual infected biomass,28.918794083507976,0.012121212121212121
100,Perennial first-year infected biomass,1.7081772563123406e-4,0.012121212121212121
100,Perennial adult infected biomass,0.02547402084505769,0.012121212121212121
100,Conidia,365149.07084712014,0.012121212121212121
100,Susceptible annual,1089.941120057396,0.012424242424242424
100,Infected annual,708.9685198028237,0.012424242424242424
100,Annual,1798.9096398602196,0.012424242424242424
100,Perennial first-year,0.5755999866847259,0.012424242424242424
100,Perennial adult,0.3943436657857477,0.012424242424242424
100,Litter,122.61035939211101,0.012424242424242424
100,Annual biomass,22.89387353490344,0.012424242424242424
100,Perennial first-year biomass,2.0435931508162522e-4,0.012424242424242424
100,Perennial adult biomass,0.030033310309618946,0.012424242424242424
100,Annual susceptible biomass,0.04074879968545986,0.012424242424242424
100,Perennial first-year susceptible biomass,1.932104989725309e-8,0.012424242424242424
100,Perennial adult susceptible biomass,1.0594040459683401e-5,0.012424242424242424
100,Annual infected biomass,22.853124735217982,0.012424242424242424
100,Perennial first-year infected biomass,2.0433999403172797e-4,0.012424242424242424
100,Perennial adult infected biomass,0.030022716269159262,0.012424242424242424
100,Conidia,300241.1736640439,0.012424242424242424
100,Susceptible annual,819.7936807451839,0.012727272727272728
100,Infected annual,533.0913787529768,0.012727272727272728
100,Annual,1352.8850594981607,0.012727272727272728
100,Perennial first-year,0.6760791249245677,0.012727272727272728
100,Perennial adult,0.46402034989600544,0.012727272727272728
100,Litter,94.72527487468011,0.012727272727272728
100,Annual biomass,17.217482160062087,0.012727272727272728
100,Perennial first-year biomass,2.4401157001942956e-4,0.012727272727272728
100,Perennial adult biomass,0.0353399036615343,0.012727272727272728
100,Annual susceptible biomass,0.032637362980370455,0.012727272727272728
100,Perennial first-year susceptible biomass,2.969696756549827e-8,0.012727272727272728
100,Perennial adult susceptible biomass,1.594906317102518e-5,0.012727272727272728
100,Annual infected biomass,17.184844797081716,0.012727272727272728
100,Perennial first-year infected biomass,2.4398187305186406e-4,0.012727272727272728
100,Perennial adult infected biomass,0.03532395459836327,0.012727272727272728
100,Conidia,234832.04109294567,0.012727272727272728
100,Susceptible annual,570.6070006402998,0.013030303030303031
100,Infected annual,370.8322045896674,0.013030303030303031
100,Annual,941.4392052299672,0.013030303030303031
100,Perennial first-year,0.7902705984330095,0.013030303030303031
100,Perennial adult,0.5433665182475569,0.013030303030303031
100,Litter,67.70534521549577,0.013030303030303031
100,Annual biomass,11.981163371146948,0.013030303030303031
100,Perennial first-year biomass,2.898355313089804e-4,0.013030303030303031
100,Perennial adult biomass,0.04138292730496696,0.013030303030303031
100,Annual susceptible biomass,0.02551776593850974,0.013030303030303031
100,Perennial first-year susceptible biomass,4.907876151603917e-8,0.013030303030303031
100,Perennial adult susceptible biomass,2.5841834691946175e-5,0.013030303030303031
100,Annual infected biomass,11.955645605208439,0.013030303030303031
100,Perennial first-year infected biomass,2.8978645254746434e-4,0.013030303030303031
100,Perennial adult infected biomass,0.041357085470275015,0.013030303030303031
100,Conidia,169837.71600313063,0.013030303030303031
100,Susceptible annual,348.7176118619898,0.013333333333333332
100,Infected annual,226.32424233130124,0.013333333333333332
100,Annual,575.041854193291,0.013333333333333332
100,Perennial first-year,0.9126281460752929,0.013333333333333332
100,Perennial adult,0.6285690759763414,0.013333333333333332
100,Litter,42.44469126056508,0.013333333333333332
100,Annual biomass,7.318186004846258,0.013333333333333332
100,Perennial first-year biomass,3.3979879667457824e-4,0.013333333333333332
100,Perennial adult biomass,0.04787197499980712,0.013333333333333332
100,Annual susceptible biomass,0.019480221577008905,0.013333333333333332
100,Perennial first-year susceptible biomass,9.128457606005997e-8,0.013333333333333332
100,Perennial adult susceptible biomass,4.719216314245933e-5,0.013333333333333332
100,Annual infected biomass,7.2987057832692495,0.013333333333333332
100,Perennial first-year infected biomass,3.397075120985182e-4,0.013333333333333332
100,Perennial adult infected biomass,0.04782478283666466,0.013333333333333332
100,Conidia,107653.33951411872,0.013333333333333332
100,Susceptible annual,175.97615924790153,0.013636363636363636
100,Infected annual,113.80967251624276,0.013636363636363636
100,Annual,289.7858317641443,0.013636363636363636
100,Perennial first-year,1.0236408651471942,0.013636363636363636
100,Perennial adult,0.7060276145423137,0.013636363636363636
100,Litter,21.89134416742578,0.013636363636363636
100,Annual biomass,3.687655517195091,0.013636363636363636
100,Perennial first-year biomass,3.8586803118984583e-4,0.013636363636363636
100,Perennial adult biomass,0.05377123629577894,0.013636363636363636
100,Annual susceptible biomass,0.014967708154491,0.013636363636363636
100,Perennial first-year susceptible biomass,1.9999726590222595e-7,0.013636363636363636
100,Perennial adult susceptible biomass,1.0184236944458386e-4,0.013636363636363636
100,Annual infected biomass,3.6726878090406,0.013636363636363636
100,Perennial first-year infected biomass,3.856680339239436e-4,0.013636363636363636
100,Perennial adult infected biomass,0.05366939392633436,0.013636363636363636
100,Conidia,56051.04915978892,0.013636363636363636
100,Susceptible annual,87.05785909366583,0.013939393939393939
100,Infected annual,55.89269453042808,0.013939393939393939
100,Annual,142.9505536240939,0.013939393939393939
100,Perennial first-year,1.0934422452063481,0.013939393939393939
100,Perennial adult,0.7547454451522974,0.013939393939393939
100,Litter,10.981864338293384,0.013939393939393939
100,Annual biomass,1.819007799229341,0.013939393939393939
100,Perennial first-year biomass,4.1490196943034683e-4,0.013939393939393939
100,Perennial adult biomass,0.05748159822439172,0.013939393939393939
100,Annual susceptible biomass,0.012657542232569874,0.013939393939393939
100,Perennial first-year susceptible biomass,4.2693883975803695e-7,0.013939393939393939
100,Perennial adult susceptible biomass,2.1548145004088304e-4,0.013939393939393939
100,Annual infected biomass,1.806350256996771,0.013939393939393939
100,Perennial first-year infected biomass,4.144750305905888e-4,0.013939393939393939
100,Perennial adult infected biomass,0.05726611677435084,0.013939393939393939
100,Conidia,28306.913323132205,0.013939393939393939
100,Susceptible annual,54.70927804055796,0.014242424242424242
100,Infected annual,34.82875001415801,0.014242424242424242
100,Annual,89.53802805471597,0.014242424242424242
100,Perennial first-year,1.1261181847239017,0.014242424242424242
100,Perennial adult,0.7775191739852096,0.014242424242424242
100,Litter,6.964278553674035,0.014242424242424242
100,Annual biomass,1.1392987054967156,0.014242424242424242
100,Perennial first-year biomass,4.283394730462445e-4,0.014242424242424242
100,Perennial adult biomass,0.0592160509981747,0.014242424242424242
100,Annual susceptible biomass,0.01174269542818207,0.014242424242424242
100,Perennial first-year susceptible biomass,6.925774318038689e-7,0.014242424242424242
100,Perennial adult susceptible biomass,3.4806720941096825e-4,0.014242424242424242
100,Annual infected biomass,1.1275560100685336,0.014242424242424242
100,Perennial first-year infected biomass,4.2764689561444063e-4,0.014242424242424242
100,Perennial adult infected biomass,0.058867983788763734,0.014242424242424242
100,Conidia,18038.36968841334,0.014242424242424242
100,Susceptible annual,40.34855918454328,0.014545454545454545
100,Infected annual,25.483572945070968,0.014545454545454545
100,Annual,65.83213212961425,0.014545454545454545
100,Perennial first-year,1.1428148868235577,0.014545454545454545
100,Perennial adult,0.7891465150867606,0.014545454545454545
100,Litter,5.176853361748975,0.014545454545454545
100,Annual biomass,0.8376045046466526,0.014545454545454545
100,Perennial first-year biomass,4.351603985111604e-4,0.014545454545454545
100,Perennial adult biomass,0.060101592148387006,0.014545454545454545
100,Annual susceptible biomass,0.011265274263198566,0.014545454545454545
100,Perennial first-year susceptible biomass,9.434166507415716e-7,0.014545454545454545
100,Perennial adult susceptible biomass,4.7288611342610753e-4,0.014545454545454545
100,Annual infected biomass,0.826339230383454,0.014545454545454545
100,Perennial first-year infected biomass,4.3421698186041883e-4,0.014545454545454545
100,Perennial adult infected biomass,0.0596287060349609,0.014545454545454545
100,Conidia,13464.891091956164,0.014545454545454545
100,Susceptible annual,32.27254114030068,0.014848484848484849
100,Infected annual,20.232473257728362,0.014848484848484849
100,Annual,52.50501439802905,0.014848484848484849
100,Perennial first-year,1.1529244887583259,0.014848484848484849
100,Perennial adult,0.7961838645674916,0.014848484848484849
100,Litter,4.171537519440428,0.014848484848484849
100,Annual biomass,0.6679971861106525,0.014848484848484849
100,Perennial first-year biomass,4.39276885088853e-4,0.014848484848484849
100,Perennial adult biomass,0.06063755841093794,0.014848484848484849
100,Annual susceptible biomass,0.010944271909230419,0.014848484848484849
100,Perennial first-year susceptible biomass,1.1781229697669184e-6,0.014848484848484849
100,Perennial adult susceptible biomass,5.893516149108949e-4,0.014848484848484849
100,Annual infected biomass,0.6570529142014221,0.014848484848484849
100,Perennial first-year infected biomass,4.380987621190861e-4,0.014848484848484849
100,Perennial adult infected biomass,0.06004820679602704,0.014848484848484849
100,Conidia,10892.052450659861,0.014848484848484849
100,Susceptible annual,27.04656905423233,0.015151515151515152
100,Infected annual,16.837700085992495,0.015151515151515152
100,Annual,43.88426914022482,0.015151515151515152
100,Perennial first-year,1.1598015162697544,0.015151515151515152
100,Perennial adult,0.8009697104735182,0.015151515151515152
100,Litter,3.521047796049871,0.015151515151515152
100,Annual biomass,0.5582863109177858,0.015151515151515152
100,Perennial first-year biomass,4.420709714080482e-4,0.015151515151515152
100,Perennial adult biomass,0.061002049608998535,0.015151515151515152
100,Annual susceptible biomass,0.010697767609132103,0.015151515151515152
100,Perennial first-year susceptible biomass,1.400426298993698e-6,0.015151515151515152
100,Perennial adult susceptible biomass,6.993774948789236e-4,0.015151515151515152
100,Annual infected biomass,0.5475885433086537,0.015151515151515152
100,Perennial first-year infected biomass,4.406705451090545e-4,0.015151515151515152
100,Perennial adult infected biomass,0.06030267211411961,0.015151515151515152
100,Conidia,9227.056799672528,0.015151515151515152
100,Susceptible annual,23.360502021502818,0.015454545454545455
100,Infected annual,14.445683526369013,0.015454545454545455
100,Annual,37.806185547871834,0.015454545454545455
100,Perennial first-year,1.1648500729916251,0.015454545454545455
100,Perennial adult,0.804482322853035,0.015454545454545455
100,Litter,3.0621724987306926,0.015454545454545455
100,Annual biomass,0.4809349849215692,0.015454545454545455
100,Perennial first-year biomass,4.441185160735285e-4,0.015454545454545455
100,Perennial adult biomass,0.06126957102938448,0.015454545454545455
100,Annual susceptible biomass,0.010494373090799425,0.015454545454545455
100,Perennial first-year susceptible biomass,1.613109384458549e-6,0.015454545454545455
100,Perennial adult susceptible biomass,8.043805505582799e-4,0.015454545454545455
100,Annual infected biomass,0.4704406118307698,0.015454545454545455
100,Perennial first-year infected biomass,4.4250540668906995e-4,0.015454545454545455
100,Perennial adult infected biomass,0.0604651904788262,0.015454545454545455
100,Conidia,8052.238486635278,0.015454545454545455
100,Susceptible annual,20.607233721304187,0.01575757575757576
100,Infected annual,12.660904299212621,0.01575757575757576
100,Annual,33.26813802051681,0.01575757575757576
100,Perennial first-year,1.168755670002459,0.01575757575757576
100,Perennial adult,0.8071991764110884,0.01575757575757576
100,Litter,2.7192781510646555,0.01575757575757576
100,Annual biomass,0.42318309884510147,0.01575757575757576
100,Perennial first-year biomass,4.45700015031088e-4,0.01575757575757576
100,Perennial adult biomass,0.061476487262747466,0.01575757575757576
100,Annual susceptible biomass,0.010319356140926161,0.01575757575757576
100,Perennial first-year susceptible biomass,1.8180210741740375e-6,0.01575757575757576
100,Perennial adult susceptible biomass,9.053058008365172e-4,0.01575757575757576
100,Annual infected biomass,0.4128637427041753,0.01575757575757576
100,Perennial first-year infected biomass,4.43881993956914e-4,0.01575757575757576
100,Perennial adult infected biomass,0.06057118146191095,0.01575757575757576
100,Conidia,7174.041752550192,0.01575757575757576
100,Susceptible annual,18.46537594006267,0.01606060606060606
100,Infected annual,11.273997845490255,0.01606060606060606
100,Annual,29.739373785552928,0.01606060606060606
100,Perennial first-year,1.1718935980111256,0.01606060606060606
100,Perennial adult,0.8093816253848624,0.01606060606060606
100,Litter,2.452346955012687,0.01606060606060606
100,Annual biomass,0.37827592846516084,0.01606060606060606
100,Perennial first-year biomass,4.469688150119563e-4,0.01606060606060606
100,Perennial adult biomass,0.061642703111894515,0.01606060606060606
100,Annual susceptible biomass,0.01016474833629799,0.01606060606060606
100,Perennial first-year susceptible biomass,2.0164113916933644e-6,0.01606060606060606
100,Perennial adult susceptible biomass,0.0010027947949438967,0.01606060606060606
100,Annual infected biomass,0.36811118012886285,0.01606060606060606
100,Perennial first-year infected biomass,4.4495240362026295e-4,0.01606060606060606
100,Perennial adult infected biomass,0.06063990831695062,0.01606060606060606
100,Conidia,6490.075203881744,0.01606060606060606
100,Susceptible annual,16.747820172230607,0.016363636363636365
100,Infected annual,10.16308519540173,0.016363636363636365
100,Annual,26.91090536763234,0.016363636363636365
100,Perennial first-year,1.1744876253745493,0.016363636363636365
100,Perennial adult,0.811185485163186,0.016363636363636365
100,Litter,2.2380961765593206,0.016363636363636365
100,Annual biomass,0.34228108993830453,0.016363636363636365
100,Perennial first-year biomass,4.4801626316152564e-4,0.016363636363636365
100,Perennial adult biomass,0.061780085515056836,0.016363636363636365
100,Annual susceptible biomass,0.010025783110300945,0.016363636363636365
100,Perennial first-year susceptible biomass,2.209170061143748e-6,0.016363636363636365
100,Perennial adult susceptible biomass,0.001097308460475191,0.016363636363636365
100,Annual infected biomass,0.3322553068280036,0.016363636363636365
100,Perennial first-year infected biomass,4.458070931003819e-4,0.016363636363636365
100,Perennial adult infected biomass,0.060682777054581645,0.016363636363636365
100,Conidia,5940.780794163313,0.016363636363636365
100,Susceptible annual,15.33784461062726,0.016666666666666666
100,Infected annual,9.252146465927597,0.016666666666666666
100,Annual,24.589991076554856,0.016666666666666666
100,Perennial first-year,1.1766799292746064,0.016666666666666666
100,Perennial adult,0.8127097483892363,0.016666666666666666
100,Litter,2.0620148813304624,0.016666666666666666
100,Annual biomass,0.312745624891846,0.016666666666666666
100,Perennial first-year biomass,4.489003568442167e-4,0.016666666666666666
100,Perennial adult biomass,0.06189617377621932,0.016666666666666666
100,Annual susceptible biomass,0.009899357808259068,0.016666666666666666
100,Perennial first-year susceptible biomass,2.3969348662101564e-6,0.016666666666666666
100,Perennial adult susceptible biomass,0.0011891731455391519,0.016666666666666666
100,Annual infected biomass,0.3028462670835869,0.016666666666666666
100,Perennial first-year infected biomass,4.465034219780065e-4,0.016666666666666666
100,Perennial adult infected biomass,0.060707000630680165,0.016666666666666666
100,Conidia,5489.051590303093,0.016666666666666666
100,Susceptible annual,14.158462699294109,0.016969696969696968
100,Infected annual,8.491047553962995,0.016969696969696968
100,Annual,22.649510253257105,0.016969696969696968
100,Perennial first-year,1.1785657034226769,0.016969696969696968
100,Perennial adult,0.8140206902082827,0.016969696969696968
100,Litter,1.9145382791420977,0.016969696969696968
100,Annual biomass,0.28805171345169617,0.016969696969696968
100,Perennial first-year biomass,4.4965990528398334e-4,0.016969696969696968
100,Perennial adult biomass,0.06199601542670109,0.016969696969696968
100,Annual susceptible biomass,0.009783346729572706,0.016969696969696968
100,Perennial first-year susceptible biomass,2.580200554830629e-6,0.016969696969696968
100,Perennial adult susceptible biomass,0.0012786479081299679,0.016969696969696968
100,Annual infected biomass,0.27826836672212346,0.016969696969696968
100,Perennial first-year infected biomass,4.470797047291527e-4,0.016969696969696968
100,Perennial adult infected biomass,0.060717367518571125,0.016969696969696968
100,Conidia,5110.434525357762,0.016969696969696968
100,Susceptible annual,13.1567155206865,0.017272727272727273
100,Infected annual,7.845307489263849,0.017272727272727273
100,Annual,21.00202300995035,0.017272727272727273
100,Perennial first-year,1.1802113279454463,0.017272727272727273
100,Perennial adult,0.8151645222542772,0.017272727272727273
100,Litter,1.789090763035813,0.017272727272727273
100,Annual biomass,0.2670865406538548,0.017272727272727273
100,Perennial first-year biomass,4.50321955812462e-4,0.017272727272727273
100,Perennial adult biomass,0.06208312995587956,0.017272727272727273
100,Annual susceptible biomass,0.009676211800592971,0.017272727272727273
100,Perennial first-year susceptible biomass,2.7593596856530797e-6,0.017272727272727273
100,Perennial adult susceptible biomass,0.0013659369530348922,0.017272727272727273
100,Annual infected biomass,0.2574103288532618,0.017272727272727273
100,Perennial first-year infected biomass,4.475625961268089e-4,0.017272727272727273
100,Perennial adult infected biomass,0.060717193002844665,0.017272727272727273
100,Conidia,4788.122113934528,0.017272727272727273
100,Susceptible annual,12.294930902883408,0.017575757575757574
100,Infected annual,7.290403500826309,0.017575757575757574
100,Annual,19.585334403709716,0.017575757575757574
100,Perennial first-year,1.1816645648786679,0.017575757575757574
100,Perennial adult,0.8161744929220859,0.017575757575757574
100,Litter,1.6809987658566428,0.017575757575757574
100,Annual biomass,0.24905857598999337,0.017575757575757574
100,Perennial first-year biomass,4.509059602578982e-4,0.017575757575757574
100,Perennial adult biomass,0.0621600495696625,0.017575757575757574
100,Annual susceptible biomass,0.00957679521364091,0.017575757575757574
100,Perennial first-year susceptible biomass,2.934722327187873e-6,0.017575757575757574
100,Perennial adult susceptible biomass,0.0014512031522990812,0.017575757575757574
100,Annual infected biomass,0.23948178077635246,0.017575757575757574
100,Perennial first-year infected biomass,4.479712379307103e-4,0.017575757575757574
100,Perennial adult infected biomass,0.06070884641736342,0.017575757575757574
100,Conidia,4510.172169145572,0.017575757575757574
100,Susceptible annual,11.545510215999773,0.01787878787878788
100,Infected annual,6.808374407393025,0.01787878787878788
100,Annual,18.353884623392798,0.01787878787878788
100,Perennial first-year,1.1829608410683652,0.01787878787878788
100,Perennial adult,0.817075262073975,0.01787878787878788
100,Litter,1.5868405070468774,0.01787878787878788
100,Annual biomass,0.23338799886857697,0.01787878787878788
