Hypothesis,Estimate,Est.Error,CI.Lower,CI.Upper,Evid.Ratio,Post.Prob,Star
(bga) = 0,0.17764674238875644,0.2809648344444328,-0.3691479779885287,0.7239305151462729,NA,NA,
(bga+bga:fungicide) = 0,0.8567248071109493,0.2988484748697445,0.27321745149723137,1.4383170056827905,NA,NA,*
(bga+focs:bga) = 0,-0.1081243584086152,0.30829984717897946,-0.7288535385398345,0.49190212956220086,NA,NA,
(bga+focs:bga+bga:fungicide+focs:bga:fungicide) = 0,0.5384151012750673,0.32492542205903374,-0.09384072234671627,1.1804578063630433,NA,NA,
(bga+foca:bga) = 0,0.30857088905544316,0.465133891164452,-0.5902283513550236,1.219426919405996,NA,NA,
(bga+foca:bga+bga:fungicide+foca:bga:fungicide) = 0,0.9429377655223703,0.5172779884389014,-0.06900080354682907,1.960585389042406,NA,NA,
