time,species,N,alpha_PP
50,Perennial adult susceptible biomass,0.012517575598366193,0.004035869927288731
1,Annual infected biomass,499.2914544271187,0.004035869927288731
2,Annual infected biomass,499.4707242105775,0.004035869927288731
3,Annual infected biomass,499.8892914560298,0.004035869927288731
4,Annual infected biomass,500.06139745248066,0.004035869927288731
5,Annual infected biomass,500.12852564337487,0.004035869927288731
6,Annual infected biomass,500.1544029582555,0.004035869927288731
7,Annual infected biomass,500.1644378654187,0.004035869927288731
8,Annual infected biomass,500.16806074273717,0.004035869927288731
9,Annual infected biomass,500.16962714786257,0.004035869927288731
10,Annual infected biomass,500.17017085352916,0.004035869927288731
11,Annual infected biomass,500.17037696898205,0.004035869927288731
12,Annual infected biomass,500.1704552446584,0.004035869927288731
13,Annual infected biomass,500.17048497414476,0.004035869927288731
14,Annual infected biomass,500.17049625599566,0.004035869927288731
15,Annual infected biomass,500.1705005436105,0.004035869927288731
16,Annual infected biomass,500.1705021840789,0.004035869927288731
17,Annual infected biomass,500.1705028023264,0.004035869927288731
18,Annual infected biomass,500.17050303817877,0.004035869927288731
19,Annual infected biomass,500.170503127384,0.004035869927288731
20,Annual infected biomass,500.1705031609569,0.004035869927288731
21,Annual infected biomass,500.170503172218,0.004035869927288731
22,Annual infected biomass,500.17050317822594,0.004035869927288731
23,Annual infected biomass,500.1705031802163,0.004035869927288731
24,Annual infected biomass,500.1705031809231,0.004035869927288731
25,Annual infected biomass,500.17050318114354,0.004035869927288731
26,Annual infected biomass,500.17050318092356,0.004035869927288731
27,Annual infected biomass,500.1705031810957,0.004035869927288731
28,Annual infected biomass,500.17050318102054,0.004035869927288731
29,Annual infected biomass,500.17050318142526,0.004035869927288731
30,Annual infected biomass,500.17050318093317,0.004035869927288731
31,Annual infected biomass,500.1705031813462,0.004035869927288731
32,Annual infected biomass,500.17050318188876,0.004035869927288731
33,Annual infected biomass,500.17050318157976,0.004035869927288731
34,Annual infected biomass,500.1705031810221,0.004035869927288731
35,Annual infected biomass,500.1705031810935,0.004035869927288731
36,Annual infected biomass,500.17050318125405,0.004035869927288731
37,Annual infected biomass,500.1705031810338,0.004035869927288731
38,Annual infected biomass,500.17050317982023,0.004035869927288731
39,Annual infected biomass,500.1705031814136,0.004035869927288731
40,Annual infected biomass,500.1705031724345,0.004035869927288731
41,Annual infected biomass,500.17050318184437,0.004035869927288731
42,Annual infected biomass,500.1705031820816,0.004035869927288731
43,Annual infected biomass,500.17050318115554,0.004035869927288731
44,Annual infected biomass,500.1705031816121,0.004035869927288731
45,Annual infected biomass,500.17050318188575,0.004035869927288731
46,Annual infected biomass,500.1705031810706,0.004035869927288731
47,Annual infected biomass,500.17050318098217,0.004035869927288731
48,Annual infected biomass,500.17050318142753,0.004035869927288731
49,Annual infected biomass,500.17050318119425,0.004035869927288731
50,Annual infected biomass,500.1705031809372,0.004035869927288731
1,Perennial first-year infected biomass,10.863258417704516,0.004035869927288731
2,Perennial first-year infected biomass,11.427937468812623,0.004035869927288731
3,Perennial first-year infected biomass,10.11950840579921,0.004035869927288731
4,Perennial first-year infected biomass,10.080951030871024,0.004035869927288731
5,Perennial first-year infected biomass,10.08034149855974,0.004035869927288731
6,Perennial first-year infected biomass,10.082853202858777,0.004035869927288731
7,Perennial first-year infected biomass,10.084265631944508,0.004035869927288731
8,Perennial first-year infected biomass,10.084847572122088,0.004035869927288731
9,Perennial first-year infected biomass,10.08510748950877,0.004035869927288731
10,Perennial first-year infected biomass,10.08519967514346,0.004035869927288731
11,Perennial first-year infected biomass,10.085235897168648,0.004035869927288731
12,Perennial first-year infected biomass,10.085249550823578,0.004035869927288731
13,Perennial first-year infected biomass,10.085254724113875,0.004035869927288731
14,Perennial first-year infected biomass,10.08525667510434,0.004035869927288731
15,Perennial first-year infected biomass,10.08525741968298,0.004035869927288731
16,Perennial first-year infected biomass,10.085257712877802,0.004035869927288731
17,Perennial first-year infected biomass,10.085257823706598,0.004035869927288731
18,Perennial first-year infected biomass,10.085257858352222,0.004035869927288731
19,Perennial first-year infected biomass,10.085257874582581,0.004035869927288731
20,Perennial first-year infected biomass,10.085257879436524,0.004035869927288731
21,Perennial first-year infected biomass,10.085257880597375,0.004035869927288731
22,Perennial first-year infected biomass,10.085257888977052,0.004035869927288731
23,Perennial first-year infected biomass,10.085257886778297,0.004035869927288731
24,Perennial first-year infected biomass,10.085257886963376,0.004035869927288731
25,Perennial first-year infected biomass,10.08525788714109,0.004035869927288731
26,Perennial first-year infected biomass,10.085257890545893,0.004035869927288731
27,Perennial first-year infected biomass,10.085257887963811,0.004035869927288731
28,Perennial first-year infected biomass,10.085257889058608,0.004035869927288731
29,Perennial first-year infected biomass,10.085257886047744,0.004035869927288731
30,Perennial first-year infected biomass,10.085257891579088,0.004035869927288731
31,Perennial first-year infected biomass,10.085257886191206,0.004035869927288731
32,Perennial first-year infected biomass,10.085257884175247,0.004035869927288731
33,Perennial first-year infected biomass,10.085257885861395,0.004035869927288731
34,Perennial first-year infected biomass,10.085257891892635,0.004035869927288731
35,Perennial first-year infected biomass,10.085257888166021,0.004035869927288731
36,Perennial first-year infected biomass,10.085257887153478,0.004035869927288731
37,Perennial first-year infected biomass,10.085257889236072,0.004035869927288731
38,Perennial first-year infected biomass,10.085257881994222,0.004035869927288731
39,Perennial first-year infected biomass,10.085257886975143,0.004035869927288731
40,Perennial first-year infected biomass,10.085257876942736,0.004035869927288731
41,Perennial first-year infected biomass,10.08525788518042,0.004035869927288731
42,Perennial first-year infected biomass,10.08525788291199,0.004035869927288731
43,Perennial first-year infected biomass,10.085257890777758,0.004035869927288731
44,Perennial first-year infected biomass,10.0852578852673,0.004035869927288731
45,Perennial first-year infected biomass,10.08525788444665,0.004035869927288731
46,Perennial first-year infected biomass,10.085257890313667,0.004035869927288731
47,Perennial first-year infected biomass,10.085257890178516,0.004035869927288731
48,Perennial first-year infected biomass,10.085257885938773,0.004035869927288731
49,Perennial first-year infected biomass,10.085257887963538,0.004035869927288731
50,Perennial first-year infected biomass,10.085257891222042,0.004035869927288731
1,Perennial adult infected biomass,157.62698207499002,0.004035869927288731
2,Perennial adult infected biomass,141.0536366384987,0.004035869927288731
3,Perennial adult infected biomass,139.8057849471406,0.004035869927288731
4,Perennial adult infected biomass,139.81007775034408,0.004035869927288731
5,Perennial adult infected biomass,139.9494410638936,0.004035869927288731
6,Perennial adult infected biomass,140.02457215109686,0.004035869927288731
7,Perennial adult infected biomass,140.05692246307268,0.004035869927288731
8,Perennial adult infected biomass,140.06949321217277,0.004035869927288731
9,Perennial adult infected biomass,140.07464300667564,0.004035869927288731
10,Perennial adult infected biomass,140.07656465487133,0.004035869927288731
11,Perennial adult infected biomass,140.07728928882622,0.004035869927288731
12,Perennial adult infected biomass,140.07756400414794,0.004035869927288731
13,Perennial adult infected biomass,140.07766825218536,0.004035869927288731
14,Perennial adult infected biomass,140.07770767389397,0.004035869927288731
15,Perennial adult infected biomass,140.0777226635053,0.004035869927288731
16,Perennial adult infected biomass,140.07772850418758,0.004035869927288731
17,Perennial adult infected biomass,140.07773074319167,0.004035869927288731
18,Perennial adult infected biomass,140.07773149280584,0.004035869927288731
19,Perennial adult infected biomass,140.0777317941679,0.004035869927288731
20,Perennial adult infected biomass,140.07773190281145,0.004035869927288731
21,Perennial adult infected biomass,140.07773193218543,0.004035869927288731
22,Perennial adult infected biomass,140.0777320455813,0.004035869927288731
23,Perennial adult infected biomass,140.07773204010996,0.004035869927288731
24,Perennial adult infected biomass,140.07773203422124,0.004035869927288731
25,Perennial adult infected biomass,140.07773203660756,0.004035869927288731
26,Perennial adult infected biomass,140.07773208205023,0.004035869927288731
27,Perennial adult infected biomass,140.0777320579142,0.004035869927288731
28,Perennial adult infected biomass,140.07773206371996,0.004035869927288731
29,Perennial adult infected biomass,140.07773202733625,0.004035869927288731
30,Perennial adult infected biomass,140.0777320915386,0.004035869927288731
31,Perennial adult infected biomass,140.07773203757182,0.004035869927288731
32,Perennial adult infected biomass,140.0777319948389,0.004035869927288731
33,Perennial adult infected biomass,140.0777320116051,0.004035869927288731
34,Perennial adult infected biomass,140.07773209667002,0.004035869927288731
35,Perennial adult infected biomass,140.07773206528316,0.004035869927288731
36,Perennial adult infected biomass,140.07773203954338,0.004035869927288731
37,Perennial adult infected biomass,140.07773206367648,0.004035869927288731
38,Perennial adult infected biomass,140.0777319761548,0.004035869927288731
39,Perennial adult infected biomass,140.07773202074142,0.004035869927288731
40,Perennial adult infected biomass,140.0777319064372,0.004035869927288731
41,Perennial adult infected biomass,140.0777319870571,0.004035869927288731
42,Perennial adult infected biomass,140.07773197936393,0.004035869927288731
43,Perennial adult infected biomass,140.07773207510968,0.004035869927288731
44,Perennial adult infected biomass,140.07773202469147,0.004035869927288731
45,Perennial adult infected biomass,140.07773199654108,0.004035869927288731
46,Perennial adult infected biomass,140.07773207113542,0.004035869927288731
47,Perennial adult infected biomass,140.07773208702022,0.004035869927288731
48,Perennial adult infected biomass,140.07773202998473,0.004035869927288731
49,Perennial adult infected biomass,140.0777320431292,0.004035869927288731
50,Perennial adult infected biomass,140.0777320927794,0.004035869927288731
1,Conidia,5500,0.004035869927288731
2,Conidia,21576.60611690828,0.004035869927288731
3,Conidia,21043.76519887597,0.004035869927288731
4,Conidia,20974.76663232034,0.004035869927288731
5,Conidia,20979.680667028333,0.004035869927288731
6,Conidia,20986.66226625758,0.004035869927288731
7,Conidia,20990.157453259686,0.004035869927288731
8,Conidia,20991.634429389418,0.004035869927288731
9,Conidia,20992.199771015214,0.004035869927288731
10,Conidia,20992.434935199242,0.004035869927288731
11,Conidia,20992.521109158486,0.004035869927288731
12,Conidia,20992.553688285607,0.004035869927288731
13,Conidia,20992.56604254307,0.004035869927288731
14,Conidia,20992.570731215965,0.004035869927288731
15,Conidia,20992.572504338343,0.004035869927288731
16,Conidia,20992.573178946852,0.004035869927288731
17,Conidia,20992.573441592955,0.004035869927288731
18,Conidia,20992.573542214457,0.004035869927288731
19,Conidia,20992.573575415972,0.004035869927288731
20,Conidia,20992.573589189557,0.004035869927288731
21,Conidia,20992.57359406722,0.004035869927288731
22,Conidia,20992.573595455502,0.004035869927288731
23,Conidia,20992.573600888903,0.004035869927288731
24,Conidia,20992.57360028973,0.004035869927288731
25,Conidia,20992.57360005986,0.004035869927288731
26,Conidia,20992.57360019278,0.004035869927288731
27,Conidia,20992.573602408895,0.004035869927288731
28,Conidia,20992.573601087177,0.004035869927288731
29,Conidia,20992.573601464162,0.004035869927288731
30,Conidia,20992.57359964468,0.004035869927288731
31,Conidia,20992.57360290778,0.004035869927288731
32,Conidia,20992.573600049724,0.004035869927288731
33,Conidia,20992.573598127652,0.004035869927288731
34,Conidia,20992.573599087333,0.004035869927288731
35,Conidia,20992.57360318344,0.004035869927288731
36,Conidia,20992.573601395703,0.004035869927288731
37,Conidia,20992.573600257554,0.004035869927288731
38,Conidia,20992.573601513013,0.004035869927288731
39,Conidia,20992.573597234878,0.004035869927288731
40,Conidia,20992.573599601557,0.004035869927288731
41,Conidia,20992.573594381978,0.004035869927288731
42,Conidia,20992.573598115472,0.004035869927288731
43,Conidia,20992.573597479295,0.004035869927288731
44,Conidia,20992.5736022411,0.004035869927288731
45,Conidia,20992.573599452193,0.004035869927288731
46,Conidia,20992.573598252937,0.004035869927288731
47,Conidia,20992.57360200103,0.004035869927288731
48,Conidia,20992.573602532208,0.004035869927288731
49,Conidia,20992.57359970547,0.004035869927288731
50,Conidia,20992.57360054519,0.004035869927288731
1,Annual,44987.520550040725,0.00497899822862387
2,Annual,38404.43316828622,0.00497899822862387
3,Annual,38422.51164543081,0.00497899822862387
4,Annual,38455.99320654414,0.00497899822862387
5,Annual,38469.636297689096,0.00497899822862387
6,Annual,38474.98916659328,0.00497899822862387
7,Annual,38477.052437490565,0.00497899822862387
8,Annual,38477.8497540393,0.00497899822862387
9,Annual,38478.15858467999,0.00497899822862387
10,Annual,38478.25975013959,0.00497899822862387
11,Annual,38478.3044290369,0.00497899822862387
12,Annual,38478.33130477617,0.00497899822862387
13,Annual,38478.32815935895,0.00497899822862387
14,Annual,38478.33004542791,0.00497899822862387
15,Annual,38478.33098416946,0.00497899822862387
16,Annual,38478.33134585852,0.00497899822862387
17,Annual,38478.331990992076,0.00497899822862387
18,Annual,38478.331445113894,0.00497899822862387
19,Annual,38478.331978034425,0.00497899822862387
20,Annual,38478.33156600168,0.00497899822862387
21,Annual,38478.33207442913,0.00497899822862387
22,Annual,38478.33156968059,0.00497899822862387
23,Annual,38478.33156706817,0.00497899822862387
24,Annual,38478.332075799226,0.00497899822862387
25,Annual,38478.33207778097,0.00497899822862387
26,Annual,38478.33206848445,0.00497899822862387
27,Annual,38478.33207949994,0.00497899822862387
28,Annual,38478.34166053754,0.00497899822862387
29,Annual,38478.35092021988,0.00497899822862387
30,Annual,38478.33161165503,0.00497899822862387
31,Annual,38478.332033724284,0.00497899822862387
32,Annual,38478.33155139687,0.00497899822862387
33,Annual,38478.332067526404,0.00497899822862387
34,Annual,38478.331990896484,0.00497899822862387
35,Annual,38478.331568173104,0.00497899822862387
36,Annual,38478.341656689845,0.00497899822862387
37,Annual,38478.33159944407,0.00497899822862387
38,Annual,38478.331972386215,0.00497899822862387
39,Annual,38478.33156232432,0.00497899822862387
40,Annual,38478.33048325386,0.00497899822862387
41,Annual,38478.33206955316,0.00497899822862387
42,Annual,38478.33206862238,0.00497899822862387
43,Annual,38478.33207774396,0.00497899822862387
44,Annual,38478.33207978175,0.00497899822862387
45,Annual,38478.33156948593,0.00497899822862387
46,Annual,38478.34166374974,0.00497899822862387
47,Annual,38478.33150730393,0.00497899822862387
48,Annual,38478.330473286165,0.00497899822862387
49,Annual,38478.33197761133,0.00497899822862387
50,Annual,38478.33207637964,0.00497899822862387
1,Perennial first-year,14325.761300285672,0.00497899822862387
2,Perennial first-year,3078.5727620847683,0.00497899822862387
3,Perennial first-year,2376.732398186524,0.00497899822862387
4,Perennial first-year,2318.418543934229,0.00497899822862387
5,Perennial first-year,2315.3011018091684,0.00497899822862387
6,Perennial first-year,2317.300824411219,0.00497899822862387
7,Perennial first-year,2318.577241325822,0.00497899822862387
8,Perennial first-year,2319.1491083619853,0.00497899822862387
9,Perennial first-year,2319.382096154741,0.00497899822862387
10,Perennial first-year,2319.4668429900184,0.00497899822862387
11,Perennial first-year,2319.5005269968838,0.00497899822862387
12,Perennial first-year,2319.517434124446,0.00497899822862387
13,Perennial first-year,2319.519287242736,0.00497899822862387
14,Perennial first-year,2319.5206853091677,0.00497899822862387
15,Perennial first-year,2319.5213485146332,0.00497899822862387
16,Perennial first-year,2319.5216202530264,0.00497899822862387
17,Perennial first-year,2319.521686108215,0.00497899822862387
18,Perennial first-year,2319.521768116825,0.00497899822862387
19,Perennial first-year,2319.5217189388795,0.00497899822862387
20,Perennial first-year,2319.5217767820027,0.00497899822862387
21,Perennial first-year,2319.521749340356,0.00497899822862387
22,Perennial first-year,2319.521783810218,0.00497899822862387
23,Perennial first-year,2319.5217920478135,0.00497899822862387
24,Perennial first-year,2319.5217525249964,0.00497899822862387
25,Perennial first-year,2319.521739914104,0.00497899822862387
26,Perennial first-year,2319.5217384731764,0.00497899822862387
27,Perennial first-year,2319.5217413253117,0.00497899822862387
28,Perennial first-year,2319.5255818060728,0.00497899822862387
29,Perennial first-year,2319.5295162153056,0.00497899822862387
30,Perennial first-year,2319.5231004632874,0.00497899822862387
31,Perennial first-year,2319.5219336009804,0.00497899822862387
32,Perennial first-year,2319.521804502457,0.00497899822862387
33,Perennial first-year,2319.521747266008,0.00497899822862387
34,Perennial first-year,2319.5217168152967,0.00497899822862387
35,Perennial first-year,2319.521778219112,0.00497899822862387
36,Perennial first-year,2319.525592094938,0.00497899822862387
37,Perennial first-year,2319.5224476577773,0.00497899822862387
38,Perennial first-year,2319.5218199009864,0.00497899822862387
39,Perennial first-year,2319.521791067038,0.00497899822862387
40,Perennial first-year,2319.5217770482527,0.00497899822862387
41,Perennial first-year,2319.5217529608476,0.00497899822862387
42,Perennial first-year,2319.521740903435,0.00497899822862387
43,Perennial first-year,2319.521738013349,0.00497899822862387
44,Perennial first-year,2319.5217412315224,0.00497899822862387
45,Perennial first-year,2319.5217828430887,0.00497899822862387
46,Perennial first-year,2319.5255740424104,0.00497899822862387
47,Perennial first-year,2319.5224533113847,0.00497899822862387
48,Perennial first-year,2319.5218631517887,0.00497899822862387
49,Perennial first-year,2319.521738460105,0.00497899822862387
50,Perennial first-year,2319.521740098317,0.00497899822862387
1,Perennial adult,28043.97422499138,0.00497899822862387
2,Perennial adult,27720.473039275654,0.00497899822862387
3,Perennial adult,26511.23563823141,0.00497899822862387
4,Perennial adult,25319.09363737557,0.00497899822862387
5,Perennial adult,24194.892858638807,0.00497899822862387
6,Perennial adult,23135.483766175512,0.00497899822862387
7,Perennial adult,22135.63258389118,0.00497899822862387
8,Perennial adult,21191.10177468525,0.00497899822862387
9,Perennial adult,20298.43924532778,0.00497899822862387
10,Perennial adult,19454.638904928182,0.00497899822862387
11,Perennial adult,18656.963784691616,0.00497899822862387
12,Perennial adult,17902.869276544978,0.00497899822862387
13,Perennial adult,17189.96579742675,0.00497899822862387
14,Perennial adult,16515.99916636484,0.00497899822862387
15,Perennial adult,15878.841721475097,0.00497899822862387
16,Perennial adult,15276.482642406767,0.00497899822862387
17,Perennial adult,14707.021228202115,0.00497899822862387
18,Perennial adult,14168.660704253823,0.00497899822862387
19,Perennial adult,13659.702490251622,0.00497899822862387
20,Perennial adult,13178.540769674915,0.00497899822862387
21,Perennial adult,12723.657460236658,0.00497899822862387
22,Perennial adult,12293.61736841478,0.00497899822862387
23,Perennial adult,11887.06370162107,0.00497899822862387
24,Perennial adult,11502.713757398891,0.00497899822862387
25,Perennial adult,11139.354884841248,0.00497899822862387
26,Perennial adult,10795.840670522215,0.00497899822862387
27,Perennial adult,10471.087309876022,0.00497899822862387
28,Perennial adult,10164.070188909896,0.00497899822862387
29,Perennial adult,9873.8210677930565,0.00497899822862387
30,Perennial adult,9599.424170173506,0.00497899822862387
31,Perennial adult,9340.012611419399,0.00497899822862387
32,Perennial adult,9094.768567624442,0.00497899822862387
33,Perennial adult,8862.91839596762,0.00497899822862387
34,Perennial adult,8643.730599859407,0.00497899822862387
35,Perennial adult,8436.513631487529,0.00497899822862387
36,Perennial adult,8240.613720012421,0.00497899822862387
37,Perennial adult,8055.41319545752,0.00497899822862387
38,Perennial adult,7880.326953114471,0.00497899822862387
39,Perennial adult,7714.802892813622,0.00497899822862387
40,Perennial adult,7558.318845165966,0.00497899822862387
41,Perennial adult,7410.38109501084,0.00497899822862387
42,Perennial adult,7270.522886653623,0.00497899822862387
43,Perennial adult,7138.302961544843,0.00497899822862387
44,Perennial adult,7013.304159907167,0.00497899822862387
45,Perennial adult,6895.132104478261,0.00497899822862387
46,Perennial adult,6783.413960726724,0.00497899822862387
47,Perennial adult,6677.797656878054,0.00497899822862387
48,Perennial adult,6577.949186289231,0.00497899822862387
49,Perennial adult,6483.553830579174,0.00497899822862387
50,Perennial adult,6394.313817743419,0.00497899822862387
1,Litter,2717.4475462915084,0.00497899822862387
2,Litter,2021.2162682130106,0.00497899822862387
3,Litter,1699.5588542567216,0.00497899822862387
4,Litter,1569.6690994575442,0.00497899822862387
5,Litter,1518.8545311401167,0.00497899822862387
6,Litter,1499.2692741196506,0.00497899822862387
7,Litter,1491.767067476576,0.00497899822862387
8,Litter,1488.9008635122086,0.00497899822862387
9,Litter,1487.8071490036418,0.00497899822862387
10,Litter,1487.3895093114534,0.00497899822862387
11,Litter,1487.2301211820618,0.00497899822862387
12,Litter,1487.169614657941,0.00497899822862387
13,Litter,1487.1463097250955,0.00497899822862387
14,Litter,1487.1373574178465,0.00497899822862387
15,Litter,1487.1339356911394,0.00497899822862387
16,Litter,1487.1326295882131,0.00497899822862387
17,Litter,1487.1321355507605,0.00497899822862387
18,Litter,1487.1319416601714,0.00497899822862387
19,Litter,1487.1318705754006,0.00497899822862387
20,Litter,1487.1318411753068,0.00497899822862387
21,Litter,1487.1318346613762,0.00497899822862387
22,Litter,1487.1318279009206,0.00497899822862387
23,Litter,1487.131825352691,0.00497899822862387
24,Litter,1487.1318287683287,0.00497899822862387
25,Litter,1487.131829711563,0.00497899822862387
26,Litter,1487.1318298576766,0.00497899822862387
27,Litter,1487.131830205127,0.00497899822862387
28,Litter,1487.1321236391873,0.00497899822862387
29,Litter,1487.1325654256905,0.00497899822862387
30,Litter,1487.132241975723,0.00497899822862387
31,Litter,1487.1320051840682,0.00497899822862387
32,Litter,1487.1318957405988,0.00497899822862387
33,Litter,1487.1318557149193,0.00497899822862387
34,Litter,1487.131837729773,0.00497899822862387
35,Litter,1487.13182851586,0.00497899822862387
36,Litter,1487.132123151692,0.00497899822862387
37,Litter,1487.1320058026522,0.00497899822862387
38,Litter,1487.1319037653036,0.00497899822862387
39,Litter,1487.131855205423,0.00497899822862387
40,Litter,1487.1318219419868,0.00497899822862387
41,Litter,1487.131826210884,0.00497899822862387
42,Litter,1487.1318286832827,0.00497899822862387
43,Litter,1487.1318295155447,0.00497899822862387
44,Litter,1487.1318300783068,0.00497899822862387
45,Litter,1487.1318260267178,0.00497899822862387
46,Litter,1487.1321214652266,0.00497899822862387
47,Litter,1487.1320038628123,0.00497899822862387
48,Litter,1487.1318870501289,0.00497899822862387
49,Litter,1487.1318497877594,0.00497899822862387
50,Litter,1487.1318377278103,0.00497899822862387
1,Annual biomass,499.32866473019595,0.00497899822862387
2,Annual biomass,499.5637183713578,0.00497899822862387
3,Annual biomass,499.99904059393936,0.00497899822862387
4,Annual biomass,500.17642601333483,0.00497899822862387
5,Annual biomass,500.2460232098536,0.00497899822862387
6,Annual biomass,500.2728495477819,0.00497899822862387
7,Annual biomass,500.2832161376467,0.00497899822862387
8,Annual biomass,500.2872315071945,0.00497899822862387
9,Annual biomass,500.2885468452867,0.00497899822862387
10,Annual biomass,500.28912775359066,0.00497899822862387
11,Annual biomass,500.2894771879111,0.00497899822862387
12,Annual biomass,500.2894362916694,0.00497899822862387
13,Annual biomass,500.2894608140544,0.00497899822862387
14,Annual biomass,500.2894730194308,0.00497899822862387
15,Annual biomass,500.2894777220576,0.00497899822862387
16,Annual biomass,500.2894861099871,0.00497899822862387
17,Annual biomass,500.28947901256106,0.00497899822862387
18,Annual biomass,500.28948594151365,0.00497899822862387
19,Annual biomass,500.28948058432593,0.00497899822862387
20,Annual biomass,500.2894871948231,0.00497899822862387
21,Annual biomass,500.2894806321585,0.00497899822862387
22,Annual biomass,500.2894805981922,0.00497899822862387
23,Annual biomass,500.2894872126369,0.00497899822862387
24,Annual biomass,500.28948723840324,0.00497899822862387
25,Annual biomass,500.2894871175313,0.00497899822862387
26,Annual biomass,500.289487260753,0.00497899822862387
27,Annual biomass,500.2896118319631,0.00497899822862387
28,Annual biomass,500.28973222496035,0.00497899822862387
29,Annual biomass,500.2894811779038,0.00497899822862387
30,Annual biomass,500.28948666558483,0.00497899822862387
31,Annual biomass,500.28948039443634,0.00497899822862387
32,Annual biomass,500.2894871050749,0.00497899822862387
33,Annual biomass,500.28948610874426,0.00497899822862387
34,Annual biomass,500.28948061255835,0.00497899822862387
35,Annual biomass,500.2896117819359,0.00497899822862387
36,Annual biomass,500.2894810191388,0.00497899822862387
37,Annual biomass,500.2894858680765,0.00497899822862387
38,Annual biomass,500.2894805365134,0.00497899822862387
39,Annual biomass,500.28946650660157,0.00497899822862387
40,Annual biomass,500.2894871314264,0.00497899822862387
41,Annual biomass,500.28948711932463,0.00497899822862387
42,Annual biomass,500.289487237922,0.00497899822862387
43,Annual biomass,500.28948726441706,0.00497899822862387
44,Annual biomass,500.2894806296275,0.00497899822862387
45,Annual biomass,500.28961187372767,0.00497899822862387
46,Annual biomass,500.2894798211465,0.00497899822862387
47,Annual biomass,500.28946637700307,0.00497899822862387
48,Annual biomass,500.2894859360126,0.00497899822862387
49,Annual biomass,500.2894872201833,0.00497899822862387
50,Annual biomass,500.28948725290894,0.00497899822862387
1,Perennial first-year biomass,8.64118338477955,0.00497899822862387
2,Perennial first-year biomass,9.596567765492196,0.00497899822862387
3,Perennial first-year biomass,8.215952257301945,0.00497899822862387
4,Perennial first-year biomass,8.181146760243145,0.00497899822862387
5,Perennial first-year biomass,8.179926796204237,0.00497899822862387
6,Perennial first-year biomass,8.181925523640023,0.00497899822862387
7,Perennial first-year biomass,8.18308947554014,0.00497899822862387
8,Perennial first-year biomass,8.183601379605053,0.00497899822862387
9,Perennial first-year biomass,8.183780214305596,0.00497899822862387
10,Perennial first-year biomass,8.183859295416424,0.00497899822862387
11,Perennial first-year biomass,8.183904366411216,0.00497899822862387
12,Perennial first-year biomass,8.183899743911887,0.00497899822862387
13,Perennial first-year biomass,8.18390507063012,0.00497899822862387
14,Perennial first-year biomass,8.183906252082782,0.00497899822862387
15,Perennial first-year biomass,8.183906838424546,0.00497899822862387
16,Perennial first-year biomass,8.183906904104147,0.00497899822862387
17,Perennial first-year biomass,8.18390721779287,0.00497899822862387
18,Perennial first-year biomass,8.1839069225635,0.00497899822862387
19,Perennial first-year biomass,8.183907224335735,0.00497899822862387
20,Perennial first-year biomass,8.183907041712695,0.00497899822862387
21,Perennial first-year biomass,8.183907228500058,0.00497899822862387
22,Perennial first-year biomass,8.183907221813124,0.00497899822862387
23,Perennial first-year biomass,8.183907053982411,0.00497899822862387
24,Perennial first-year biomass,8.183907041284472,0.00497899822862387
25,Perennial first-year biomass,8.18390703401377,0.00497899822862387
26,Perennial first-year biomass,8.183907049330616,0.00497899822862387
27,Perennial first-year biomass,8.183922911559806,0.00497899822862387
28,Perennial first-year biomass,8.183936211806166,0.00497899822862387
29,Perennial first-year biomass,8.183907416461077,0.00497899822862387
30,Perennial first-year biomass,8.183908159235974,0.00497899822862387
31,Perennial first-year biomass,8.183907364800174,0.00497899822862387
32,Perennial first-year biomass,8.183907045579906,0.00497899822862387
33,Perennial first-year biomass,8.183906953502333,0.00497899822862387
34,Perennial first-year biomass,8.183907225415846,0.00497899822862387
35,Perennial first-year biomass,8.183922912622045,0.00497899822862387
36,Perennial first-year biomass,8.18390702803378,0.00497899822862387
37,Perennial first-year biomass,8.183907509965222,0.00497899822862387
38,Perennial first-year biomass,8.183907300139573,0.00497899822862387
39,Perennial first-year biomass,8.183907183708467,0.00497899822862387
40,Perennial first-year biomass,8.183907052371447,0.00497899822862387
41,Perennial first-year biomass,8.183907038577601,0.00497899822862387
42,Perennial first-year biomass,8.183907035512613,0.00497899822862387
43,Perennial first-year biomass,8.183907049254566,0.00497899822862387
44,Perennial first-year biomass,8.183907224252934,0.00497899822862387
45,Perennial first-year biomass,8.183922841296157,0.00497899822862387
46,Perennial first-year biomass,8.183907073713842,0.00497899822862387
47,Perennial first-year biomass,8.183907694018634,0.00497899822862387
48,Perennial first-year biomass,8.183907020578904,0.00497899822862387
49,Perennial first-year biomass,8.183907064270656,0.00497899822862387
50,Perennial first-year biomass,8.18390704654019,0.00497899822862387
1,Perennial adult biomass,128.9462286626482,0.00497899822862387
2,Perennial adult biomass,114.5555484302528,0.00497899822862387
3,Perennial adult biomass,113.53527547081431,0.00497899822862387
4,Perennial adult biomass,113.5058381835391,0.00497899822862387
5,Perennial adult biomass,113.61802947450694,0.00497899822862387
6,Perennial adult biomass,113.68024982768313,0.00497899822862387
7,Perennial adult biomass,113.7072288884556,0.00497899822862387
8,Perennial adult biomass,113.71809786205272,0.00497899822862387
9,Perennial adult biomass,113.72200357695283,0.00497899822862387
10,Perennial adult biomass,113.72356845840368,0.00497899822862387
11,Perennial adult biomass,113.72436961941244,0.00497899822862387
12,Perennial adult biomass,113.72443468836933,0.00497899822862387
13,Perennial adult biomass,113.72450212906361,0.00497899822862387
