time,species,N,Parameter,Estimate
48,Perennial adult biomass,671.4981824641332,r_A,0.01
49,Perennial adult biomass,671.4980592273388,r_A,0.01
50,Perennial adult biomass,671.4979584029201,r_A,0.01
1,Annual susceptible biomass,630.7210000256988,r_A,0.01
2,Annual susceptible biomass,630.7210000256988,r_A,0.01
3,Annual susceptible biomass,392.51305320848553,r_A,0.01
4,Annual susceptible biomass,315.7211677281184,r_A,0.01
5,Annual susceptible biomass,283.3393447408072,r_A,0.01
6,Annual susceptible biomass,269.1345426153136,r_A,0.01
7,Annual susceptible biomass,262.8660879131923,r_A,0.01
8,Annual susceptible biomass,260.06830777125265,r_A,0.01
9,Annual susceptible biomass,258.71169553154687,r_A,0.01
10,Annual susceptible biomass,257.8771653163296,r_A,0.01
11,Annual susceptible biomass,257.1623475804112,r_A,0.01
12,Annual susceptible biomass,256.4020916392141,r_A,0.01
13,Annual susceptible biomass,255.53682123578184,r_A,0.01
14,Annual susceptible biomass,254.55245179314613,r_A,0.01
15,Annual susceptible biomass,253.4544701409352,r_A,0.01
16,Annual susceptible biomass,252.25760385426943,r_A,0.01
17,Annual susceptible biomass,250.98200551546503,r_A,0.01
18,Annual susceptible biomass,249.65167344897841,r_A,0.01
19,Annual susceptible biomass,248.29325374623713,r_A,0.01
20,Annual susceptible biomass,246.93457215465716,r_A,0.01
21,Annual susceptible biomass,245.6028669171679,r_A,0.01
22,Annual susceptible biomass,244.32296615198578,r_A,0.01
23,Annual susceptible biomass,243.1157223406444,r_A,0.01
24,Annual susceptible biomass,241.99696468826443,r_A,0.01
25,Annual susceptible biomass,240.9770638195985,r_A,0.01
26,Annual susceptible biomass,240.0611011812994,r_A,0.01
27,Annual susceptible biomass,239.24949445723794,r_A,0.01
28,Annual susceptible biomass,238.53892631868518,r_A,0.01
29,Annual susceptible biomass,237.92333128812595,r_A,0.01
30,Annual susceptible biomass,237.39487472958456,r_A,0.01
31,Annual susceptible biomass,236.9447841929461,r_A,0.01
32,Annual susceptible biomass,236.56401722854721,r_A,0.01
33,Annual susceptible biomass,236.24372985059387,r_A,0.01
34,Annual susceptible biomass,235.975614570939,r_A,0.01
35,Annual susceptible biomass,235.75208166463023,r_A,0.01
36,Annual susceptible biomass,235.56634898254222,r_A,0.01
37,Annual susceptible biomass,235.41245986086645,r_A,0.01
38,Annual susceptible biomass,235.28525371907082,r_A,0.01
39,Annual susceptible biomass,235.1803081665909,r_A,0.01
40,Annual susceptible biomass,235.09386678569274,r_A,0.01
41,Annual susceptible biomass,235.02276133708602,r_A,0.01
42,Annual susceptible biomass,234.96433491262468,r_A,0.01
43,Annual susceptible biomass,234.91636983464412,r_A,0.01
44,Annual susceptible biomass,234.87702207568685,r_A,0.01
45,Annual susceptible biomass,234.84476304763663,r_A,0.01
46,Annual susceptible biomass,234.81832883985317,r_A,0.01
47,Annual susceptible biomass,234.7966765415992,r_A,0.01
48,Annual susceptible biomass,234.7789470458698,r_A,0.01
49,Annual susceptible biomass,234.76443362714667,r_A,0.01
50,Annual susceptible biomass,234.75255556517442,r_A,0.01
1,Perennial first-year susceptible biomass,2.9670519570942755,r_A,0.01
2,Perennial first-year susceptible biomass,2.9670519570942755,r_A,0.01
3,Perennial first-year susceptible biomass,8.867936665614918,r_A,0.01
4,Perennial first-year susceptible biomass,12.918048098253086,r_A,0.01
5,Perennial first-year susceptible biomass,14.690080237305708,r_A,0.01
6,Perennial first-year susceptible biomass,15.4074335491349,r_A,0.01
7,Perennial first-year susceptible biomass,15.649676542741915,r_A,0.01
8,Perennial first-year susceptible biomass,15.677906069612881,r_A,0.01
9,Perennial first-year susceptible biomass,15.608291164649913,r_A,0.01
10,Perennial first-year susceptible biomass,15.490797754870092,r_A,0.01
11,Perennial first-year susceptible biomass,15.345541058530273,r_A,0.01
12,Perennial first-year susceptible biomass,15.179820864156957,r_A,0.01
13,Perennial first-year susceptible biomass,14.996058282306503,r_A,0.01
14,Perennial first-year susceptible biomass,14.79540317630825,r_A,0.01
15,Perennial first-year susceptible biomass,14.579293719040084,r_A,0.01
16,Perennial first-year susceptible biomass,14.350045670239915,r_A,0.01
17,Perennial first-year susceptible biomass,14.11096200276243,r_A,0.01
18,Perennial first-year susceptible biomass,13.86618088032035,r_A,0.01
19,Perennial first-year susceptible biomass,13.620370361896565,r_A,0.01
20,Perennial first-year susceptible biomass,13.378342389736687,r_A,0.01
21,Perennial first-year susceptible biomass,13.144654508697432,r_A,0.01
22,Perennial first-year susceptible biomass,12.923262172531219,r_A,0.01
23,Perennial first-year susceptible biomass,12.717270005179028,r_A,0.01
24,Perennial first-year susceptible biomass,12.528808064533795,r_A,0.01
25,Perennial first-year susceptible biomass,12.35902750056868,r_A,0.01
26,Perennial first-year susceptible biomass,12.208194744896833,r_A,0.01
27,Perennial first-year susceptible biomass,12.075846943403473,r_A,0.01
28,Perennial first-year susceptible biomass,11.960981340411418,r_A,0.01
29,Perennial first-year susceptible biomass,11.862229580610219,r_A,0.01
30,Perennial first-year susceptible biomass,11.778022519271534,r_A,0.01
31,Perennial first-year susceptible biomass,11.706717086671908,r_A,0.01
32,Perennial first-year susceptible biomass,11.646693878502498,r_A,0.01
33,Perennial first-year susceptible biomass,11.596417769727529,r_A,0.01
34,Perennial first-year susceptible biomass,11.554482159009515,r_A,0.01
35,Perennial first-year susceptible biomass,11.519625253807291,r_A,0.01
36,Perennial first-year susceptible biomass,11.490736205923126,r_A,0.01
37,Perennial first-year susceptible biomass,11.466850865984084,r_A,0.01
38,Perennial first-year susceptible biomass,11.447141887765442,r_A,0.01
39,Perennial first-year susceptible biomass,11.430905747186504,r_A,0.01
40,Perennial first-year susceptible biomass,11.417548645164635,r_A,0.01
41,Perennial first-year susceptible biomass,11.406572324946834,r_A,0.01
42,Perennial first-year susceptible biomass,11.39756070000679,r_A,0.01
43,Perennial first-year susceptible biomass,11.390167671890124,r_A,0.01
44,Perennial first-year susceptible biomass,11.384106267972891,r_A,0.01
45,Perennial first-year susceptible biomass,11.379139155166898,r_A,0.01
46,Perennial first-year susceptible biomass,11.375070466458427,r_A,0.01
47,Perennial first-year susceptible biomass,11.371738833440943,r_A,0.01
48,Perennial first-year susceptible biomass,11.369011496077711,r_A,0.01
49,Perennial first-year susceptible biomass,11.366779355623784,r_A,0.01
50,Perennial first-year susceptible biomass,11.3649528411946,r_A,0.01
1,Perennial adult susceptible biomass,661.8698752193778,r_A,0.01
2,Perennial adult susceptible biomass,661.8698752193778,r_A,0.01
3,Perennial adult susceptible biomass,659.6511184866565,r_A,0.01
4,Perennial adult susceptible biomass,661.7098108801508,r_A,0.01
5,Perennial adult susceptible biomass,663.053217606896,r_A,0.01
6,Perennial adult susceptible biomass,663.2214292365853,r_A,0.01
7,Perennial adult susceptible biomass,662.5406386612791,r_A,0.01
8,Perennial adult susceptible biomass,661.2638588559718,r_A,0.01
9,Perennial adult susceptible biomass,659.5240978263043,r_A,0.01
10,Perennial adult susceptible biomass,657.3792292936904,r_A,0.01
11,Perennial adult susceptible biomass,654.8487288162452,r_A,0.01
12,Perennial adult susceptible biomass,651.9368790111753,r_A,0.01
13,Perennial adult susceptible biomass,648.6470992260648,r_A,0.01
14,Perennial adult susceptible biomass,644.9910541420771,r_A,0.01
15,Perennial adult susceptible biomass,640.9944529870768,r_A,0.01
16,Perennial adult susceptible biomass,636.700251193173,r_A,0.01
17,Perennial adult susceptible biomass,632.169340842995,r_A,0.01
18,Perennial adult susceptible biomass,627.4786434914874,r_A,0.01
19,Perennial adult susceptible biomass,622.7167740968927,r_A,0.01
20,Perennial adult susceptible biomass,617.9777853561412,r_A,0.01
21,Perennial adult susceptible biomass,613.3539739692548,r_A,0.01
22,Perennial adult susceptible biomass,608.928913957558,r_A,0.01
23,Perennial adult susceptible biomass,604.7718213205329,r_A,0.01
24,Perennial adult susceptible biomass,600.9340346462662,r_A,0.01
25,Perennial adult susceptible biomass,597.4477901532678,r_A,0.01
26,Perennial adult susceptible biomass,594.327129788214,r_A,0.01
27,Perennial adult susceptible biomass,591.5703262792101,r_A,0.01
28,Perennial adult susceptible biomass,589.1633189582811,r_A,0.01
29,Perennial adult susceptible biomass,587.0831262681069,r_A,0.01
30,Perennial adult susceptible biomass,585.3012634114201,r_A,0.01
31,Perennial adult susceptible biomass,583.7865284538867,r_A,0.01
32,Perennial adult susceptible biomass,582.5072308826025,r_A,0.01
33,Perennial adult susceptible biomass,581.4326695881421,r_A,0.01
34,Perennial adult susceptible biomass,580.5342522252403,r_A,0.01
35,Perennial adult susceptible biomass,579.7860099387572,r_A,0.01
36,Perennial adult susceptible biomass,579.164850898049,r_A,0.01
37,Perennial adult susceptible biomass,578.6505745157369,r_A,0.01
38,Perennial adult susceptible biomass,578.2257367264519,r_A,0.01
39,Perennial adult susceptible biomass,577.8754288295758,r_A,0.01
40,Perennial adult susceptible biomass,577.587014357265,r_A,0.01
41,Perennial adult susceptible biomass,577.3498552942058,r_A,0.01
42,Perennial adult susceptible biomass,577.1550436839893,r_A,0.01
43,Perennial adult susceptible biomass,576.9951533765706,r_A,0.01
44,Perennial adult susceptible biomass,576.8640157149915,r_A,0.01
45,Perennial adult susceptible biomass,576.75652153515,r_A,0.01
46,Perennial adult susceptible biomass,576.6684492429756,r_A,0.01
47,Perennial adult susceptible biomass,576.5963173795658,r_A,0.01
48,Perennial adult susceptible biomass,576.5372593957184,r_A,0.01
49,Perennial adult susceptible biomass,576.4889180875773,r_A,0.01
50,Perennial adult susceptible biomass,576.4493571338871,r_A,0.01
1,Annual infected biomass,0,r_A,0.01
2,Annual infected biomass,0.8152097639736184,r_A,0.01
3,Annual infected biomass,1.2356365798424707,r_A,0.01
4,Annual infected biomass,1.5953963962458595,r_A,0.01
5,Annual infected biomass,1.949619956898313,r_A,0.01
6,Annual infected biomass,2.337729525536984,r_A,0.01
7,Annual infected biomass,2.78427775922746,r_A,0.01
8,Annual infected biomass,3.3055021382817387,r_A,0.01
9,Annual infected biomass,3.913042932270335,r_A,0.01
10,Annual infected biomass,4.615464617700058,r_A,0.01
11,Annual infected biomass,5.418546488208949,r_A,0.01
12,Annual infected biomass,6.3249059147842495,r_A,0.01
13,Annual infected biomass,7.333305332287136,r_A,0.01
14,Annual infected biomass,8.437919168391204,r_A,0.01
