time,species,N,alpha_AA,alpha_PP
68,Annual infected biomass,648.1614929409039,0.00116224622350737,0.00780838313262929
69,Annual infected biomass,648.1614929409027,0.00116224622350737,0.00780838313262929
70,Annual infected biomass,648.1614929409067,0.00116224622350737,0.00780838313262929
71,Annual infected biomass,648.1614929409042,0.00116224622350737,0.00780838313262929
72,Annual infected biomass,648.161492940907,0.00116224622350737,0.00780838313262929
73,Annual infected biomass,648.1614929409061,0.00116224622350737,0.00780838313262929
74,Annual infected biomass,648.161492940905,0.00116224622350737,0.00780838313262929
75,Annual infected biomass,648.1614929409081,0.00116224622350737,0.00780838313262929
76,Annual infected biomass,648.161492940913,0.00116224622350737,0.00780838313262929
77,Annual infected biomass,648.161492940911,0.00116224622350737,0.00780838313262929
78,Annual infected biomass,648.1614929409066,0.00116224622350737,0.00780838313262929
79,Annual infected biomass,648.1614929409106,0.00116224622350737,0.00780838313262929
80,Annual infected biomass,648.1614929409075,0.00116224622350737,0.00780838313262929
81,Annual infected biomass,648.1614929409092,0.00116224622350737,0.00780838313262929
82,Annual infected biomass,648.1614929409074,0.00116224622350737,0.00780838313262929
83,Annual infected biomass,648.1614929409095,0.00116224622350737,0.00780838313262929
84,Annual infected biomass,648.1614929409067,0.00116224622350737,0.00780838313262929
85,Annual infected biomass,648.1614929409094,0.00116224622350737,0.00780838313262929
86,Annual infected biomass,648.1614929409102,0.00116224622350737,0.00780838313262929
87,Annual infected biomass,648.1614929409064,0.00116224622350737,0.00780838313262929
88,Annual infected biomass,648.161492940911,0.00116224622350737,0.00780838313262929
89,Annual infected biomass,648.1614929409069,0.00116224622350737,0.00780838313262929
90,Annual infected biomass,648.161492940909,0.00116224622350737,0.00780838313262929
91,Annual infected biomass,648.1614929409075,0.00116224622350737,0.00780838313262929
92,Annual infected biomass,648.1614929409133,0.00116224622350737,0.00780838313262929
93,Annual infected biomass,648.1614929409069,0.00116224622350737,0.00780838313262929
94,Annual infected biomass,648.1614929409064,0.00116224622350737,0.00780838313262929
95,Annual infected biomass,648.1614929409114,0.00116224622350737,0.00780838313262929
96,Annual infected biomass,648.1614929409083,0.00116224622350737,0.00780838313262929
97,Annual infected biomass,648.1614929409075,0.00116224622350737,0.00780838313262929
98,Annual infected biomass,648.1614929409095,0.00116224622350737,0.00780838313262929
99,Annual infected biomass,648.1614929409067,0.00116224622350737,0.00780838313262929
100,Annual infected biomass,648.1614929409063,0.00116224622350737,0.00780838313262929
1,Annual susceptible biomass,630.7210000256988,0.00116224622350737,0.00780838313262929
2,Annual susceptible biomass,630.7210000256988,0.00116224622350737,0.00780838313262929
3,Annual susceptible biomass,773.4006582804689,0.00116224622350737,0.00780838313262929
4,Annual susceptible biomass,775.330371360539,0.00116224622350737,0.00780838313262929
5,Annual susceptible biomass,755.3204721875146,0.00116224622350737,0.00780838313262929
6,Annual susceptible biomass,685.3077707176899,0.00116224622350737,0.00780838313262929
7,Annual susceptible biomass,532.4878416283733,0.00116224622350737,0.00780838313262929
8,Annual susceptible biomass,274.26672874149574,0.00116224622350737,0.00780838313262929
9,Annual susceptible biomass,178.92340850351218,0.00116224622350737,0.00780838313262929
10,Annual susceptible biomass,165.92834055027686,0.00116224622350737,0.00780838313262929
11,Annual susceptible biomass,164.3352094039567,0.00116224622350737,0.00780838313262929
12,Annual susceptible biomass,164.03075117767526,0.00116224622350737,0.00780838313262929
13,Annual susceptible biomass,163.92003284499424,0.00116224622350737,0.00780838313262929
14,Annual susceptible biomass,163.86970037998265,0.00116224622350737,0.00780838313262929
15,Annual susceptible biomass,163.8469740069595,0.00116224622350737,0.00780838313262929
16,Annual susceptible biomass,163.83712151219254,0.00116224622350737,0.00780838313262929
17,Annual susceptible biomass,163.83299335655,0.00116224622350737,0.00780838313262929
18,Annual susceptible biomass,163.8313057921108,0.00116224622350737,0.00780838313262929
19,Annual susceptible biomass,163.8306279294228,0.00116224622350737,0.00780838313262929
20,Annual susceptible biomass,163.83035906892906,0.00116224622350737,0.00780838313262929
21,Annual susceptible biomass,163.83025341607458,0.00116224622350737,0.00780838313262929
22,Annual susceptible biomass,163.8302121842304,0.00116224622350737,0.00780838313262929
23,Annual susceptible biomass,163.8301961769165,0.00116224622350737,0.00780838313262929
24,Annual susceptible biomass,163.8301899871194,0.00116224622350737,0.00780838313262929
25,Annual susceptible biomass,163.83018760092,0.00116224622350737,0.00780838313262929
26,Annual susceptible biomass,163.8301866831863,0.00116224622350737,0.00780838313262929
27,Annual susceptible biomass,163.83018633090012,0.00116224622350737,0.00780838313262929
28,Annual susceptible biomass,163.83018619582913,0.00116224622350737,0.00780838313262929
29,Annual susceptible biomass,163.83018614411378,0.00116224622350737,0.00780838313262929
30,Annual susceptible biomass,163.83018612432454,0.00116224622350737,0.00780838313262929
31,Annual susceptible biomass,163.8301861167647,0.00116224622350737,0.00780838313262929
32,Annual susceptible biomass,163.83018611387354,0.00116224622350737,0.00780838313262929
33,Annual susceptible biomass,163.8301861127668,0.00116224622350737,0.00780838313262929
34,Annual susceptible biomass,163.83018611235013,0.00116224622350737,0.00780838313262929
35,Annual susceptible biomass,163.8301861121878,0.00116224622350737,0.00780838313262929
36,Annual susceptible biomass,163.830186112123,0.00116224622350737,0.00780838313262929
37,Annual susceptible biomass,163.83018611209923,0.00116224622350737,0.00780838313262929
38,Annual susceptible biomass,163.83018611209206,0.00116224622350737,0.00780838313262929
39,Annual susceptible biomass,163.83018611209286,0.00116224622350737,0.00780838313262929
40,Annual susceptible biomass,163.83018611209195,0.00116224622350737,0.00780838313262929
41,Annual susceptible biomass,163.83018611208843,0.00116224622350737,0.00780838313262929
42,Annual susceptible biomass,163.83018611208809,0.00116224622350737,0.00780838313262929
43,Annual susceptible biomass,163.8301861120882,0.00116224622350737,0.00780838313262929
44,Annual susceptible biomass,163.83018611208524,0.00116224622350737,0.00780838313262929
45,Annual susceptible biomass,163.8301861120873,0.00116224622350737,0.00780838313262929
46,Annual susceptible biomass,163.83018611208172,0.00116224622350737,0.00780838313262929
47,Annual susceptible biomass,163.83018611209104,0.00116224622350737,0.00780838313262929
48,Annual susceptible biomass,163.83018611208786,0.00116224622350737,0.00780838313262929
49,Annual susceptible biomass,163.83018611208286,0.00116224622350737,0.00780838313262929
50,Annual susceptible biomass,163.83018611208945,0.00116224622350737,0.00780838313262929
51,Annual susceptible biomass,163.8301861120882,0.00116224622350737,0.00780838313262929
52,Annual susceptible biomass,163.83018611208513,0.00116224622350737,0.00780838313262929
53,Annual susceptible biomass,163.83018611208797,0.00116224622350737,0.00780838313262929
54,Annual susceptible biomass,163.83018611208968,0.00116224622350737,0.00780838313262929
55,Annual susceptible biomass,163.83018611208865,0.00116224622350737,0.00780838313262929
56,Annual susceptible biomass,163.8301861120924,0.00116224622350737,0.00780838313262929
57,Annual susceptible biomass,163.8301861120882,0.00116224622350737,0.00780838313262929
58,Annual susceptible biomass,163.83018611208547,0.00116224622350737,0.00780838313262929
59,Annual susceptible biomass,163.83018611208865,0.00116224622350737,0.00780838313262929
60,Annual susceptible biomass,163.83018611208558,0.00116224622350737,0.00780838313262929
61,Annual susceptible biomass,163.83018611209013,0.00116224622350737,0.00780838313262929
62,Annual susceptible biomass,163.83018611208809,0.00116224622350737,0.00780838313262929
63,Annual susceptible biomass,163.83018611208843,0.00116224622350737,0.00780838313262929
64,Annual susceptible biomass,163.83018611208456,0.00116224622350737,0.00780838313262929
65,Annual susceptible biomass,163.83018611209195,0.00116224622350737,0.00780838313262929
66,Annual susceptible biomass,163.83018611208365,0.00116224622350737,0.00780838313262929
67,Annual susceptible biomass,163.83018611209013,0.00116224622350737,0.00780838313262929
68,Annual susceptible biomass,163.83018611209172,0.00116224622350737,0.00780838313262929
69,Annual susceptible biomass,163.83018611209116,0.00116224622350737,0.00780838313262929
70,Annual susceptible biomass,163.83018611209104,0.00116224622350737,0.00780838313262929
71,Annual susceptible biomass,163.83018611208706,0.00116224622350737,0.00780838313262929
72,Annual susceptible biomass,163.83018611209172,0.00116224622350737,0.00780838313262929
73,Annual susceptible biomass,163.83018611208888,0.00116224622350737,0.00780838313262929
74,Annual susceptible biomass,163.8301861120883,0.00116224622350737,0.00780838313262929
75,Annual susceptible biomass,163.8301861120916,0.00116224622350737,0.00780838313262929
76,Annual susceptible biomass,163.83018611208774,0.00116224622350737,0.00780838313262929
77,Annual susceptible biomass,163.83018611208286,0.00116224622350737,0.00780838313262929
78,Annual susceptible biomass,163.8301861120849,0.00116224622350737,0.00780838313262929
79,Annual susceptible biomass,163.83018611209002,0.00116224622350737,0.00780838313262929
80,Annual susceptible biomass,163.83018611208445,0.00116224622350737,0.00780838313262929
81,Annual susceptible biomass,163.8301861120891,0.00116224622350737,0.00780838313262929
82,Annual susceptible biomass,163.83018611208456,0.00116224622350737,0.00780838313262929
83,Annual susceptible biomass,163.83018611208854,0.00116224622350737,0.00780838313262929
84,Annual susceptible biomass,163.83018611208638,0.00116224622350737,0.00780838313262929
85,Annual susceptible biomass,163.83018611208922,0.00116224622350737,0.00780838313262929
86,Annual susceptible biomass,163.83018611208433,0.00116224622350737,0.00780838313262929
87,Annual susceptible biomass,163.83018611208422,0.00116224622350737,0.00780838313262929
88,Annual susceptible biomass,163.83018611208797,0.00116224622350737,0.00780838313262929
89,Annual susceptible biomass,163.83018611208558,0.00116224622350737,0.00780838313262929
90,Annual susceptible biomass,163.83018611208752,0.00116224622350737,0.00780838313262929
91,Annual susceptible biomass,163.83018611208536,0.00116224622350737,0.00780838313262929
92,Annual susceptible biomass,163.83018611208763,0.00116224622350737,0.00780838313262929
93,Annual susceptible biomass,163.83018611208183,0.00116224622350737,0.00780838313262929
94,Annual susceptible biomass,163.8301861120882,0.00116224622350737,0.00780838313262929
95,Annual susceptible biomass,163.83018611208797,0.00116224622350737,0.00780838313262929
96,Annual susceptible biomass,163.83018611208445,0.00116224622350737,0.00780838313262929
97,Annual susceptible biomass,163.8301861120883,0.00116224622350737,0.00780838313262929
98,Annual susceptible biomass,163.8301861120891,0.00116224622350737,0.00780838313262929
99,Annual susceptible biomass,163.83018611208638,0.00116224622350737,0.00780838313262929
100,Annual susceptible biomass,163.83018611208706,0.00116224622350737,0.00780838313262929
1,Conidia,5500,0.00116224622350737,0.00780838313262929
2,Conidia,31.836635523252436,0.00116224622350737,0.00780838313262929
3,Conidia,112.8002049821305,0.00116224622350737,0.00780838313262929
4,Conidia,431.38461630121645,0.00116224622350737,0.00780838313262929
5,Conidia,1498.3395764593206,0.00116224622350737,0.00780838313262929
6,Conidia,3699.678672881573,0.00116224622350737,0.00780838313262929
7,Conidia,6792.299226584901,0.00116224622350737,0.00780838313262929
8,Conidia,7908.8357588516055,0.00116224622350737,0.00780838313262929
9,Conidia,8048.1946930463055,0.00116224622350737,0.00780838313262929
10,Conidia,8061.464494830951,0.00116224622350737,0.00780838313262929
11,Conidia,8063.414753360785,0.00116224622350737,0.00780838313262929
12,Conidia,8064.294303184647,0.00116224622350737,0.00780838313262929
13,Conidia,8064.79232095886,0.00116224622350737,0.00780838313262929
14,Conidia,8065.0448674024165,0.00116224622350737,0.00780838313262929
15,Conidia,8065.161571770454,0.00116224622350737,0.00780838313262929
16,Conidia,8065.212393702269,0.00116224622350737,0.00780838313262929
17,Conidia,8065.233697292023,0.00116224622350737,0.00780838313262929
18,Conidia,8065.242402932918,0.00116224622350737,0.00780838313262929
19,Conidia,8065.245898297354,0.00116224622350737,0.00780838313262929
20,Conidia,8065.247284152216,0.00116224622350737,0.00780838313262929
21,Conidia,8065.247828588945,0.00116224622350737,0.00780838313262929
22,Conidia,8065.248041012876,0.00116224622350737,0.00780838313262929
23,Conidia,8065.248123467586,0.00116224622350737,0.00780838313262929
24,Conidia,8065.248155347457,0.00116224622350737,0.00780838313262929
25,Conidia,8065.248167636219,0.00116224622350737,0.00780838313262929
26,Conidia,8065.248172361794,0.00116224622350737,0.00780838313262929
27,Conidia,8065.24817417612,0.00116224622350737,0.00780838313262929
28,Conidia,8065.248174871504,0.00116224622350737,0.00780838313262929
29,Conidia,8065.24817513782,0.00116224622350737,0.00780838313262929
30,Conidia,8065.248175239655,0.00116224622350737,0.00780838313262929
31,Conidia,8065.248175278578,0.00116224622350737,0.00780838313262929
32,Conidia,8065.248175293501,0.00116224622350737,0.00780838313262929
33,Conidia,8065.248175299115,0.00116224622350737,0.00780838313262929
34,Conidia,8065.248175301312,0.00116224622350737,0.00780838313262929
35,Conidia,8065.24817530217,0.00116224622350737,0.00780838313262929
36,Conidia,8065.248175302504,0.00116224622350737,0.00780838313262929
37,Conidia,8065.2481753026095,0.00116224622350737,0.00780838313262929
38,Conidia,8065.248175302592,0.00116224622350737,0.00780838313262929
39,Conidia,8065.248175302597,0.00116224622350737,0.00780838313262929
40,Conidia,8065.248175302678,0.00116224622350737,0.00780838313262929
41,Conidia,8065.248175302655,0.00116224622350737,0.00780838313262929
42,Conidia,8065.248175302663,0.00116224622350737,0.00780838313262929
43,Conidia,8065.24817530268,0.00116224622350737,0.00780838313262929
44,Conidia,8065.248175302656,0.00116224622350737,0.00780838313262929
45,Conidia,8065.248175302725,0.00116224622350737,0.00780838313262929
46,Conidia,8065.248175302617,0.00116224622350737,0.00780838313262929
47,Conidia,8065.248175302655,0.00116224622350737,0.00780838313262929
48,Conidia,8065.248175302717,0.00116224622350737,0.00780838313262929
49,Conidia,8065.248175302652,0.00116224622350737,0.00780838313262929
50,Conidia,8065.248175302662,0.00116224622350737,0.00780838313262929
51,Conidia,8065.2481753026805,0.00116224622350737,0.00780838313262929
52,Conidia,8065.248175302653,0.00116224622350737,0.00780838313262929
53,Conidia,8065.248175302635,0.00116224622350737,0.00780838313262929
54,Conidia,8065.248175302632,0.00116224622350737,0.00780838313262929
55,Conidia,8065.2481753026095,0.00116224622350737,0.00780838313262929
56,Conidia,8065.248175302652,0.00116224622350737,0.00780838313262929
57,Conidia,8065.248175302687,0.00116224622350737,0.00780838313262929
58,Conidia,8065.248175302646,0.00116224622350737,0.00780838313262929
59,Conidia,8065.248175302686,0.00116224622350737,0.00780838313262929
60,Conidia,8065.2481753026295,0.00116224622350737,0.00780838313262929
61,Conidia,8065.248175302652,0.00116224622350737,0.00780838313262929
62,Conidia,8065.2481753026495,0.00116224622350737,0.00780838313262929
63,Conidia,8065.24817530269,0.00116224622350737,0.00780838313262929
64,Conidia,8065.248175302614,0.00116224622350737,0.00780838313262929
65,Conidia,8065.248175302727,0.00116224622350737,0.00780838313262929
66,Conidia,8065.248175302637,0.00116224622350737,0.00780838313262929
67,Conidia,8065.248175302607,0.00116224622350737,0.00780838313262929
68,Conidia,8065.248175302614,0.00116224622350737,0.00780838313262929
69,Conidia,8065.2481753025995,0.00116224622350737,0.00780838313262929
70,Conidia,8065.2481753026495,0.00116224622350737,0.00780838313262929
71,Conidia,8065.248175302618,0.00116224622350737,0.00780838313262929
72,Conidia,8065.248175302653,0.00116224622350737,0.00780838313262929
73,Conidia,8065.248175302644,0.00116224622350737,0.00780838313262929
74,Conidia,8065.248175302627,0.00116224622350737,0.00780838313262929
75,Conidia,8065.248175302666,0.00116224622350737,0.00780838313262929
76,Conidia,8065.24817530273,0.00116224622350737,0.00780838313262929
77,Conidia,8065.248175302703,0.00116224622350737,0.00780838313262929
78,Conidia,8065.248175302646,0.00116224622350737,0.00780838313262929
79,Conidia,8065.248175302699,0.00116224622350737,0.00780838313262929
80,Conidia,8065.24817530266,0.00116224622350737,0.00780838313262929
81,Conidia,8065.248175302682,0.00116224622350737,0.00780838313262929
82,Conidia,8065.248175302659,0.00116224622350737,0.00780838313262929
83,Conidia,8065.248175302685,0.00116224622350737,0.00780838313262929
84,Conidia,8065.24817530265,0.00116224622350737,0.00780838313262929
85,Conidia,8065.248175302683,0.00116224622350737,0.00780838313262929
86,Conidia,8065.248175302694,0.00116224622350737,0.00780838313262929
87,Conidia,8065.248175302649,0.00116224622350737,0.00780838313262929
88,Conidia,8065.248175302703,0.00116224622350737,0.00780838313262929
89,Conidia,8065.248175302651,0.00116224622350737,0.00780838313262929
90,Conidia,8065.24817530268,0.00116224622350737,0.00780838313262929
91,Conidia,8065.248175302661,0.00116224622350737,0.00780838313262929
92,Conidia,8065.24817530273,0.00116224622350737,0.00780838313262929
93,Conidia,8065.248175302652,0.00116224622350737,0.00780838313262929
94,Conidia,8065.248175302648,0.00116224622350737,0.00780838313262929
95,Conidia,8065.248175302709,0.00116224622350737,0.00780838313262929
96,Conidia,8065.248175302666,0.00116224622350737,0.00780838313262929
97,Conidia,8065.248175302658,0.00116224622350737,0.00780838313262929
98,Conidia,8065.248175302688,0.00116224622350737,0.00780838313262929
99,Conidia,8065.2481753026495,0.00116224622350737,0.00780838313262929
100,Conidia,8065.248175302644,0.00116224622350737,0.00780838313262929
1,Litter,2717.4475462915084,0.00116224622350737,0.00780838313262929
2,Litter,2241.269837106745,0.00116224622350737,0.00780838313262929
3,Litter,2051.837313793363,0.00116224622350737,0.00780838313262929
4,Litter,1977.8179622703526,0.00116224622350737,0.00780838313262929
5,Litter,1949.1965847167135,0.00116224622350737,0.00780838313262929
6,Litter,1938.8294987585368,0.00116224622350737,0.00780838313262929
7,Litter,1911.3896612193598,0.00116224622350737,0.00780838313262929
8,Litter,1897.0480693922304,0.00116224622350737,0.00780838313262929
9,Litter,1889.0532827603852,0.00116224622350737,0.00780838313262929
10,Litter,1885.158730736457,0.00116224622350737,0.00780838313262929
11,Litter,1883.412449922434,0.00116224622350737,0.00780838313262929
12,Litter,1882.6672391733255,0.00116224622350737,0.00780838313262929
13,Litter,1882.3591029181225,0.00116224622350737,0.00780838313262929
14,Litter,1882.234371060333,0.00116224622350737,0.00780838313262929
15,Litter,1882.1846270342376,0.00116224622350737,0.00780838313262929
16,Litter,1882.1650009748016,0.00116224622350737,0.00780838313262929
17,Litter,1882.1573188746452,0.00116224622350737,0.00780838313262929
18,Litter,1882.1543297448277,0.00116224622350737,0.00780838313262929
19,Litter,1882.1531718981782,0.00116224622350737,0.00780838313262929
20,Litter,1882.1527249491264,0.00116224622350737,0.00780838313262929
21,Litter,1882.1525528775296,0.00116224622350737,0.00780838313262929
22,Litter,1882.152486767934,0.00116224622350737,0.00780838313262929
23,Litter,1882.1524614094942,0.00116224622350737,0.00780838313262929
24,Litter,1882.1524516946442,0.00116224622350737,0.00780838313262929
25,Litter,1882.1524479765237,0.00116224622350737,0.00780838313262929
26,Litter,1882.1524465546013,0.00116224622350737,0.00780838313262929
27,Litter,1882.152446011146,0.00116224622350737,0.00780838313262929
28,Litter,1882.1524458035349,0.00116224622350737,0.00780838313262929
29,Litter,1882.1524457242535,0.00116224622350737,0.00780838313262929
30,Litter,1882.152445693989,0.00116224622350737,0.00780838313262929
31,Litter,1882.152445682435,0.00116224622350737,0.00780838313262929
32,Litter,1882.1524456780267,0.00116224622350737,0.00780838313262929
33,Litter,1882.152445676344,0.00116224622350737,0.00780838313262929
34,Litter,1882.1524456757024,0.00116224622350737,0.00780838313262929
35,Litter,1882.1524456754569,0.00116224622350737,0.00780838313262929
36,Litter,1882.1524456753646,0.00116224622350737,0.00780838313262929
37,Litter,1882.1524456753295,0.00116224622350737,0.00780838313262929
38,Litter,1882.1524456753154,0.00116224622350737,0.00780838313262929
39,Litter,1882.1524456753093,0.00116224622350737,0.00780838313262929
40,Litter,1882.1524456753098,0.00116224622350737,0.00780838313262929
41,Litter,1882.1524456753077,0.00116224622350737,0.00780838313262929
42,Litter,1882.1524456753082,0.00116224622350737,0.00780838313262929
43,Litter,1882.1524456753066,0.00116224622350737,0.00780838313262929
44,Litter,1882.152445675306,0.00116224622350737,0.00780838313262929
45,Litter,1882.152445675306,0.00116224622350737,0.00780838313262929
46,Litter,1882.1524456753064,0.00116224622350737,0.00780838313262929
47,Litter,1882.1524456753068,0.00116224622350737,0.00780838313262929
48,Litter,1882.1524456753068,0.00116224622350737,0.00780838313262929
49,Litter,1882.1524456753086,0.00116224622350737,0.00780838313262929
50,Litter,1882.1524456753086,0.00116224622350737,0.00780838313262929
51,Litter,1882.1524456753068,0.00116224622350737,0.00780838313262929
52,Litter,1882.1524456753068,0.00116224622350737,0.00780838313262929
53,Litter,1882.1524456753064,0.00116224622350737,0.00780838313262929
54,Litter,1882.152445675305,0.00116224622350737,0.00780838313262929
55,Litter,1882.1524456753066,0.00116224622350737,0.00780838313262929
56,Litter,1882.1524456753068,0.00116224622350737,0.00780838313262929
57,Litter,1882.1524456753068,0.00116224622350737,0.00780838313262929
58,Litter,1882.1524456753064,0.00116224622350737,0.00780838313262929
59,Litter,1882.1524456753064,0.00116224622350737,0.00780838313262929
60,Litter,1882.1524456753064,0.00116224622350737,0.00780838313262929
61,Litter,1882.1524456753064,0.00116224622350737,0.00780838313262929
62,Litter,1882.1524456753064,0.00116224622350737,0.00780838313262929
63,Litter,1882.152445675306,0.00116224622350737,0.00780838313262929
64,Litter,1882.1524456753068,0.00116224622350737,0.00780838313262929
65,Litter,1882.1524456753086,0.00116224622350737,0.00780838313262929
66,Litter,1882.1524456753082,0.00116224622350737,0.00780838313262929
67,Litter,1882.1524456753068,0.00116224622350737,0.00780838313262929
68,Litter,1882.1524456753068,0.00116224622350737,0.00780838313262929
69,Litter,1882.152445675305,0.00116224622350737,0.00780838313262929
70,Litter,1882.1524456753048,0.00116224622350737,0.00780838313262929
71,Litter,1882.1524456753068,0.00116224622350737,0.00780838313262929
72,Litter,1882.1524456753077,0.00116224622350737,0.00780838313262929
73,Litter,1882.1524456753061,0.00116224622350737,0.00780838313262929
74,Litter,1882.152445675308,0.00116224622350737,0.00780838313262929
75,Litter,1882.1524456753082,0.00116224622350737,0.00780838313262929
76,Litter,1882.1524456753084,0.00116224622350737,0.00780838313262929
77,Litter,1882.1524456753086,0.00116224622350737,0.00780838313262929
78,Litter,1882.152445675309,0.00116224622350737,0.00780838313262929
79,Litter,1882.1524456753082,0.00116224622350737,0.00780838313262929
80,Litter,1882.1524456753086,0.00116224622350737,0.00780838313262929
81,Litter,1882.1524456753064,0.00116224622350737,0.00780838313262929
82,Litter,1882.1524456753073,0.00116224622350737,0.00780838313262929
83,Litter,1882.1524456753077,0.00116224622350737,0.00780838313262929
84,Litter,1882.1524456753077,0.00116224622350737,0.00780838313262929
85,Litter,1882.1524456753061,0.00116224622350737,0.00780838313262929
86,Litter,1882.152445675306,0.00116224622350737,0.00780838313262929
87,Litter,1882.1524456753054,0.00116224622350737,0.00780838313262929
88,Litter,1882.1524456753082,0.00116224622350737,0.00780838313262929
89,Litter,1882.1524456753066,0.00116224622350737,0.00780838313262929
90,Litter,1882.1524456753061,0.00116224622350737,0.00780838313262929
91,Litter,1882.1524456753068,0.00116224622350737,0.00780838313262929
92,Litter,1882.1524456753073,0.00116224622350737,0.00780838313262929
93,Litter,1882.1524456753068,0.00116224622350737,0.00780838313262929
94,Litter,1882.152445675306,0.00116224622350737,0.00780838313262929
95,Litter,1882.1524456753077,0.00116224622350737,0.00780838313262929
96,Litter,1882.1524456753086,0.00116224622350737,0.00780838313262929
97,Litter,1882.152445675309,0.00116224622350737,0.00780838313262929
98,Litter,1882.1524456753086,0.00116224622350737,0.00780838313262929
99,Litter,1882.152445675306,0.00116224622350737,0.00780838313262929
100,Litter,1882.152445675306,0.00116224622350737,0.00780838313262929
1,Perennial adult,28043.97422498277,0.00116224622350737,0.00780838313262929
2,Perennial adult,28032.54441136967,0.00116224622350737,0.00780838313262929
3,Perennial adult,27237.90652147616,0.00116224622350737,0.00780838313262929
4,Perennial adult,26434.496782781924,0.00116224622350737,0.00780838313262929
5,Perennial adult,25662.469162036472,0.00116224622350737,0.00780838313262929
6,Perennial adult,24920.61585584226,0.00116224622350737,0.00780838313262929
7,Perennial adult,23806.42413932841,0.00116224622350737,0.00780838313262929
8,Perennial adult,22635.14302831641,0.00116224622350737,0.00780838313262929
9,Perennial adult,21508.892378937748,0.00116224622350737,0.00780838313262929
10,Perennial adult,20439.805295843693,0.00116224622350737,0.00780838313262929
11,Perennial adult,19427.952071283635,0.00116224622350737,0.00780838313262929
12,Perennial adult,18471.05168783911,0.00116224622350737,0.00780838313262929
13,Perennial adult,17566.331909247267,0.00116224622350737,0.00780838313262929
14,Perennial adult,16711.003692518356,0.00116224622350737,0.00780838313262929
15,Perennial adult,15902.38483677329,0.00116224622350737,0.00780838313262929
16,Perennial adult,15137.92779997146,0.00116224622350737,0.00780838313262929
17,Perennial adult,14415.22131604898,0.00116224622350737,0.00780838313262929
18,Perennial adult,13731.98521745049,0.00116224622350737,0.00780838313262929
19,Perennial adult,13086.063791213499,0.00116224622350737,0.00780838313262929
20,Perennial adult,12475.419073910645,0.00116224622350737,0.00780838313262929
21,Perennial adult,11898.124424311909,0.00116224622350737,0.00780838313262929
22,Perennial adult,11352.3584353957,0.00116224622350737,0.00780838313262929
23,Perennial adult,10836.399181047738,0.00116224622350737,0.00780838313262929
24,Perennial adult,10348.618779814198,0.00116224622350737,0.00780838313262929
25,Perennial adult,9887.478257239693,0.00116224622350737,0.00780838313262929
26,Perennial adult,9451.522689621297,0.00116224622350737,0.00780838313262929
27,Perennial adult,9039.376613353521,0.00116224622350737,0.00780838313262929
28,Perennial adult,8649.739685146991,0.00116224622350737,0.00780838313262929
29,Perennial adult,8281.382579327104,0.00116224622350737,0.00780838313262929
30,Perennial adult,7933.143109225911,0.00116224622350737,0.00780838313262929
31,Perennial adult,7603.922560412694,0.00116224622350737,0.00780838313262929
32,Perennial adult,7292.682224187416,0.00116224622350737,0.00780838313262929
33,Perennial adult,6998.4401203972775,0.00116224622350737,0.00780838313262929
34,Perennial adult,6720.267899235608,0.00116224622350737,0.00780838313262929
35,Perennial adult,6457.287912247674,0.00116224622350737,0.00780838313262929
36,Perennial adult,6208.670443302113,0.00116224622350737,0.00780838313262929
37,Perennial adult,5973.631090791477,0.00116224622350737,0.00780838313262929
38,Perennial adult,5751.428292802587,0.00116224622350737,0.00780838313262929
39,Perennial adult,5541.360987448445,0.00116224622350737,0.00780838313262929
40,Perennial adult,5342.766400979929,0.00116224622350737,0.00780838313262929
41,Perennial adult,5155.01795669865,0.00116224622350737,0.00780838313262929
42,Perennial adult,4977.523298073455,0.00116224622350737,0.00780838313262929
43,Perennial adult,4809.722419823433,0.00116224622350737,0.00780838313262929
44,Perennial adult,4651.08590107085,0.00116224622350737,0.00780838313262929
45,Perennial adult,4501.113234989555,0.00116224622350737,0.00780838313262929
46,Perennial adult,4359.3312496787785,0.00116224622350737,0.00780838313262929
47,Perennial adult,4225.292615280103,0.00116224622350737,0.00780838313262929
48,Perennial adult,4098.574432627484,0.00116224622350737,0.00780838313262929
49,Perennial adult,3978.7768989774327,0.00116224622350737,0.00780838313262929
50,Perennial adult,3865.5220466096557,0.00116224622350737,0.00780838313262929
51,Perennial adult,3758.4525503183904,0.00116224622350737,0.00780838313262929
52,Perennial adult,3657.230600031985,0.00116224622350737,0.00780838313262929
53,Perennial adult,3561.53683500379,0.00116224622350737,0.00780838313262929
54,Perennial adult,3471.0693362116713,0.00116224622350737,0.00780838313262929
55,Perennial adult,3385.542673787106,0.00116224622350737,0.00780838313262929
56,Perennial adult,3304.687006468461,0.00116224622350737,0.00780838313262929
57,Perennial adult,3228.247230237163,0.00116224622350737,0.00780838313262929
58,Perennial adult,3155.9821734506804,0.00116224622350737,0.00780838313262929
59,Perennial adult,3087.663835932898,0.00116224622350737,0.00780838313262929
60,Perennial adult,3023.07666962119,0.00116224622350737,0.00780838313262929
61,Perennial adult,2962.016898500581,0.00116224622350737,0.00780838313262929
62,Perennial adult,2904.291875679364,0.00116224622350737,0.00780838313262929
63,Perennial adult,2849.7194755776973,0.00116224622350737,0.00780838313262929
64,Perennial adult,2798.1275193115184,0.00116224622350737,0.00780838313262929
