effect,component,group,term,estimate,std.error,conf.low,conf.high
fixed,cond,NA,(Intercept),2.6233813376778192,0.18684980595947123,2.2531419517570264,2.9873878411408636
fixed,cond,NA,foca,-0.7802548428325685,0.21985924068118368,-1.2095026786761967,-0.3515989632571785
fixed,cond,NA,focs,-2.259364916910045,0.1600579817262668,-2.5713170171065296,-1.9417501257509011
fixed,cond,NA,fungicide,0.29959490197493865,0.2593911387169802,-0.20782785776859206,0.8124349367988115
fixed,cond,NA,density,-0.012081949096007188,0.005352327677168667,-0.02270382447619232,-0.0017140278302763493
fixed,cond,NA,foca:fungicide,-0.9420085725452558,0.3090131735397769,-1.5554355052352355,-0.3479570850637588
fixed,cond,NA,focs:fungicide,0.06341635336643985,0.22371125672966094,-0.378225642101019,0.5002213860420903
fixed,cond,NA,density:bga,-6.80170602720299e-5,0.035783600246112754,-0.0703598889754135,0.07053095337188663
fixed,cond,NA,density:bgs,0.020545232168998385,0.015818503139840803,-0.01087451267934154,0.05135702169313658
fixed,cond,NA,foca:density,0.0010521322733617101,0.006440195013350317,-0.011603056183517244,0.013662429135383838
fixed,cond,NA,focs:density,0.0036714893342275623,0.004607829905107293,-0.005506236529352511,0.012604322468734191
fixed,cond,NA,fungicide:density,-0.002704068544631183,0.007465445728250838,-0.017300555740134334,0.011837162942211973
fixed,cond,NA,foca:density:bga,-0.10449319883415442,0.0425909627730856,-0.1879093562677174,-0.021352926274194963
fixed,cond,NA,focs:density:bga,-0.02200975472210625,0.03048004847207967,-0.081411533710131,0.03790235562162432
fixed,cond,NA,foca:density:bgs,-0.02470428919288756,0.019086496671982485,-0.06215824479954537,0.012837686629082003
fixed,cond,NA,focs:density:bgs,-0.006820312488787571,0.01370027684813574,-0.03363239279692617,0.020069082826408173
fixed,cond,NA,fungicide:density:bga,-0.012412045402570862,0.05049371060608864,-0.11098404021998204,0.086892371803024
fixed,cond,NA,fungicide:density:bgs,-0.030507646995061293,0.022380389718987783,-0.07370556235374917,0.013612366159880436
fixed,cond,NA,foca:fungicide:density,0.011098714881624821,0.009052855392444723,-0.006521723937356324,0.028758026546593807
fixed,cond,NA,focs:fungicide:density,-0.0011137513402845974,0.006449078941831222,-0.01368980838053751,0.01153408348204976
fixed,cond,NA,foca:fungicide:density:bga,0.18834322521900965,0.06016767477749492,0.06963066111344873,0.30607313146226395
fixed,cond,NA,focs:fungicide:density:bga,0.0017451277605621822,0.04322906632450037,-0.08280364986871877,0.08603384870719946
fixed,cond,NA,foca:fungicide:density:bgs,0.060793212134806866,0.027155005164235545,0.0075820817406593525,0.11444251413646786
fixed,cond,NA,focs:fungicide:density:bgs,0.015370777841237483,0.019329174339619826,-0.022764273876225514,0.053270762415963714
ran_pars,cond,plotf,sd__(Intercept),0.437742740640018,0.05018594775890421,0.34904138807236534,0.5451139126787464
ran_pars,cond,Residual,sd__Observation,0.5867237775532514,0.02054346664981025,0.5479704612539666,0.6285464193485356
