iteration,disease,resident,E.A,E.P,e.A,e.P,s,b.A,b.P,Y.A,y.1,Y.P,g.A,g.P,l.A,l.P,L.A,L.P,beta.A,beta.P,ann_invades,per_invades,per_viable,outcome,litter_producer,litter_tolerator,iterationF,ann_rel_abund,per_rel_abund,eq_litter,Resident
5,with disease,E. virginicus,0.20522058605269866,0.12788696463739566,0.21167307913972577,0.12893513923085698,0.8495088662196876,13.573396647386044,4.16286137353251,189.37612758880246,0.28681834125036443,6.934591716236346,0.7675861110862561,0.14493752434014,179.85311256384296,5.29395149266273,3963.034356986402,41.769106661751266,7.527511671305079e-4,1.9622401703093165e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,5,1,7.527270355117091e-63,41.769106661751486,Resident: E. virginicus
6,with disease,E. virginicus,0.18721379227190293,0.19649195385223647,0.19015341068177263,0.19895874304819805,0.8936226318900506,13.166406009436123,5.153934630989239,124.35450721109679,0.49109402562608856,6.162451205173691,0.7495940768574636,0.07681017562593785,180.54528262508947,9.573995704979785,7578.855588197423,113.27849309656449,1.386135399669997e-4,1.1082552654586157e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,6,1,6.274888215804003e-45,113.2784930965646,Resident: E. virginicus
7,with disease,E. virginicus,0.14549911573411475,0.059531098651893675,0.2146920195362276,0.07124106635361224,0.8972089862422234,13.294576343046934,3.625105588748477,13.494236353088802,0.005086560560702094,7.470222471441309,0.7746771952261825,0.221225850179411,180.33893064429517,92.57481337340609,4163.551092390945,725.516126557696,6.554719822175662e-4,2.7112198118658026e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,7,0.9999777942176891,2.2205782310950126e-5,725.5161265576958,Resident: E. virginicus
8,with disease,E. virginicus,0.03619837275863506,0.054726122573904454,0.21024977164573558,0.1610196826724115,0.9874959251856791,12.416691196565232,3.2745433149362624,2.324791805144282,0.012871877587031833,1.9304150918815801,0.7528564825290146,0.11307961684802045,201.87432667583104,1554.0857671099432,3839.160565705278,5720.3185193794,8.405627080188149e-4,3.395423284270011e-4,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: M. vimineum,8,0,1,5720.294019132087,Resident: E. virginicus
9,with disease,E. virginicus,0.17854359896566002,0.08183400443007934,0.21507538845635812,0.08365498387571269,0.9699502822245452,11.883840550128253,1.8240337576397279,10.161641083501324,0.03270384714060092,1.5480625552097687,0.7611574538291666,0.22700632964472278,164.72672805549638,97.2552502018137,4628.694650645966,541.1950406897904,3.780705759354138e-4,4.1116624871309316e-5,1,1,1,coexistence,Producer: M. vimineum,Tolerant: M. vimineum,9,0.7644419465786318,0.23555805342136818,541.1950089874335,Resident: E. virginicus
10,with disease,E. virginicus,0.09943677091655478,0.15104198271914782,0.20559245072421592,0.19160783877594353,0.9130141133691669,14.837206926595863,4.548532442674664,10.885691108937355,0.03829646802523087,3.4854874204666437,0.7917474142406582,0.15749111439230684,222.9888250337045,154.4081348982505,4822.402530235429,1493.8339519542828,7.146508214625651e-4,1.7978797523727892e-4,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: M. vimineum,10,2.049475622809408e-49,1,1493.8339519542815,Resident: E. virginicus
11,with disease,E. virginicus,0.1942894021479774,0.07235997877679917,0.21570941672742505,0.08054977145415458,0.8875973208808182,13.853612235315941,3.727609396972078,64.14182989636484,0.02985849754074011,4.910699462162403,0.7750329321518362,0.2976311912505735,191.9643810419263,18.839628857517162,4233.062710301958,152.19464007325223,7.243880750350928e-4,7.436611932469992e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,11,1,1.1354690223090093e-44,152.194640073252,Resident: E. virginicus
12,with disease,E. virginicus,0.1955333063522291,0.16149505922523022,0.21427417689758357,0.17144078411280003,0.886541061672169,13.29568121791411,4.708219353917167,68.83045079876405,0.08228277538713674,4.170357390939768,0.8374895217123159,0.15600670759494892,213.11602752656972,17.43898216109757,5084.118628193169,185.7899338569332,5.158777970754591e-4,3.3147823802699066e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,12,1,1.7806631901386834e-44,185.7899338569331,Resident: E. virginicus
13,with disease,E. virginicus,0.16570209205483513,0.053059645046542175,0.2010058489392482,0.0584517348529075,0.9538048453033486,16.819388144941062,4.41571173983023,71.8404627369317,0.020709951703696803,3.4239988185180397,0.7951021063941841,0.24048224698429788,242.45880618067912,22.18844438268591,5052.453093563363,254.9411651478904,8.357049331702793e-4,3.986142408346581e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,13,1,1.9143277686747318e-18,254.941165146409,Resident: E. virginicus
14,with disease,E. virginicus,0.11934136564516468,0.12337958745222484,0.2091115207161942,0.17544884742284608,0.9617915716439267,10.332135722048946,4.749841476750179,11.858421443734255,0.014473689007419676,2.5454685259532437,0.7747180787706989,0.11586782410200865,151.4048650495839,107.95923756116808,3182.0181638699923,1096.666857921851,6.859086079772453e-4,3.8482508381253844e-4,1,1,1,coexistence,Producer: M. vimineum,Tolerant: M. vimineum,14,0.9117033215044064,0.08829667849559364,1096.6668579201246,Resident: E. virginicus
15,with disease,E. virginicus,0.19302742628558456,0.11175044140610202,0.2095276320412096,0.11335914147493366,0.5768024263406377,12.103119331066193,8.645522907894023,66.59127845968982,0.017397881680376728,19.5313860802873,0.7466814087178745,0.17961612819166378,143.88652427828507,13.115049666800264,3706.297688827231,155.1952654365814,5.507973875533524e-4,9.275714333962502e-5,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,15,1,4.2210305353129794e-141,155.1952654365818,Resident: E. virginicus
16,with disease,E. virginicus,0.1617412063064515,0.18252972509294815,0.19118380806272514,0.19203165403242764,0.9074951319782789,18.836817078686686,3.3092298467745955,22.941787183452423,0.08292050173387525,4.51636213368033,0.7491260713175099,0.10549929896524628,124.14860301510042,37.93908839081989,4287.262376746183,311.5293569366386,5.843277722770757e-4,1.6710105809291883e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,16,0.9999999999999976,2.4686563644868077e-15,311.5293569366386,Resident: E. virginicus
17,with disease,E. virginicus,0.18310355015534888,0.0719563204425643,0.21269366265053374,0.08484616433864917,0.875396461034876,12.980821162937277,3.411086499321185,16.088572233440694,0.018115218398110363,6.938432386534188,0.7569093929964763,0.23775805924666105,125.4157476164525,54.60814532852196,3961.323504845982,385.64063154114115,4.1905117817296367e-4,4.6451091693697883e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,17,1,2.3022148974960053e-30,385.64063154114086,Resident: E. virginicus
18,with disease,E. virginicus,0.08464025659818596,0.17014354755220154,0.19400916201339796,0.18944458489217392,0.9582695808313592,11.949580011407805,3.2904343961929774,4.570868826386151,0.023590755849164348,1.72991958537003,0.805673830446578,0.13544293707991156,228.83452973309394,346.03852567786674,5457.066905842682,3111.495114176403,4.1528645938209466e-4,3.645826890234952e-5,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: M. vimineum,18,0,1,3111.4951141243923,Resident: E. virginicus
19,with disease,E. virginicus,0.17810147471480783,0.07557473877298217,0.2042829524674196,0.08792278462620379,0.8888486767421129,10.620370971067214,3.656401785733692,11.315786563907666,0.040312552662520595,8.434177734238787,0.7399666164202789,0.16524909735163135,87.41157157766757,56.752743264188545,3018.228120533258,449.2275377962792,3.272353926470699e-4,3.637099716309789e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,19,1,1.8601191137261892e-17,449.2275377962784,Resident: E. virginicus
20,with disease,E. virginicus,0.09401805926183449,0.11145091958033448,0.19124184363706478,0.18608724538071966,0.8914132542996153,13.456844124685542,4.921099922998032,5.320736342588423,0.00983572929199132,8.97888909706163,0.8179393276880411,0.10344055813509642,178.2175948264487,347.4440894579629,5156.76472528407,2635.752043779251,3.923346698724544e-4,2.5407506401110564e-4,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: M. vimineum,20,0,1,2635.752043779249,Resident: E. virginicus
21,with disease,E. virginicus,0.1685702112694027,0.1069283138811476,0.21278621016544955,0.15477248914665748,0.8944576847716116,12.114204176548448,2.8588910233700795,11.118754704418599,0.023618840574507718,4.966507071046501,0.7799926132182047,0.1896216822262935,200.42491671063405,151.54395338871424,5510.33375309451,772.1123839834108,3.397176345321808e-4,5.795031964666502e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,21,1,7.945776203301382e-21,772.1123839834106,Resident: E. virginicus
22,with disease,E. virginicus,0.06882984426405274,0.1180736121241836,0.20141228773451775,0.20458202121862112,0.9177046558527223,14.407218668992897,4.085866687265956,3.449295432549896,0.007711658501294789,5.333889651227875,0.7778027924572554,0.12480267698268636,131.0539255298086,405.9862259544383,3443.1989346282344,2623.0430806992026,7.343511990738392e-4,2.7931872594021676e-4,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: M. vimineum,22,0,1,2623.0430806992017,Resident: E. virginicus
23,with disease,E. virginicus,0.20567278690961358,0.0830456818101168,0.2133778661363353,0.08772974382768278,0.846379910656939,12.225441551403637,2.8675396835561,75.64307111878455,0.04259125536418808,5.280289292669342,0.783113285141874,0.32929166278323324,247.64997146021133,19.602657921667028,6473.959157685178,118.05731621798873,3.173272510656326e-4,4.7776317841316827e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,23,1,6.13862533516851e-64,118.05731621798884,Resident: E. virginicus
24,with disease,E. virginicus,0.1290033270509348,0.11294540218270308,0.20406628210068922,0.18123731671491614,0.9083762486847411,11.166806820250502,4.917828603235585,10.687286589613585,0.02355808310472646,3.747512517772084,0.7821563693099958,0.2071109693299078,278.2789240699003,252.81907859925983,6911.952623986294,2071.4998422002595,2.8089230498798114e-4,2.918877221389791e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,24,0.999947785638252,5.2214361747900676e-5,2071.4998422002573,Resident: E. virginicus
25,with disease,E. virginicus,0.07186761551652276,0.03002267691828392,0.21016780165392276,0.046929316411737594,0.99,14.109861402430829,3.2681739612527054,6.655175316079393,0.020782893080340974,1.217569211905833,0.78658170576509,0.26335543928698074,204.01130702973688,280.49352481451086,3858.7859413266237,1946.454445346157,9.89030420530536e-4,2.8941964087958694e-4,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: M. vimineum,25,0,1,1945.7179215849626,Resident: E. virginicus
26,with disease,E. virginicus,0.18207587774202044,0.11912180615723096,0.20896196865470149,0.1280602349186901,0.869893986179721,10.778391163343526,2.7927970057773215,28.074899492017384,0.07812307162040087,5.85056345660786,0.7915575733203211,0.17546608297903213,176.32522623134244,39.15928313044237,3762.5728072634274,243.89523619846727,6.054411466238727e-4,3.0765685474991804e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,26,1,3.180153269648066e-36,243.895236198467,Resident: E. virginicus
27,with disease,E. virginicus,0.1236432678625939,0.0902603963821544,0.21029994036846716,0.1170514850933506,0.9547971518078165,11.140020857556586,3.6455725877219054,7.110062181344801,0.017091731349705132,1.6786901410172756,0.7332862652464956,0.2869774594656477,148.9791967302123,168.86445771679487,3770.400110540887,1424.5805634383419,4.919766820266764e-4,2.0835604800174194e-4,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: M. vimineum,27,2.509013625068106e-151,1,1424.5805634382218,Resident: E. virginicus
28,with disease,E. virginicus,0.1220746582501608,0.14950225620194,0.17013491049944782,0.19267982213205476,0.8528247510463302,11.198532146522092,2.946230302771173,6.604518480995606,0.02057655566684666,5.587771258537245,0.8001159314704727,0.1679759086042742,104.41660503781277,144.88239058122264,3001.148224848296,780.2015132159358,5.046075456702959e-4,3.701720472728307e-4,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: M. vimineum,28,6.731883820779808e-157,1,780.2015132159354,Resident: E. virginicus
29,with disease,E. virginicus,0.11174440367048878,0.1395778353039136,0.20786093032393047,0.14787976591445381,0.8584622270721106,12.116696458456326,4.1718498982053225,10.614084863409618,0.011855377960229299,4.853202575024697,0.7049173891583712,0.19979700761592062,141.4112171259554,91.86375047218962,2857.0962932996604,860.016279677443,0.0010001510929327046,6.916015663578172e-5,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: M. vimineum,29,1.2465473580475012e-52,1,860.0162796774423,Resident: E. virginicus
30,with disease,E. virginicus,0.052807215585088926,0.13309566361944372,0.19003905786241881,0.2084896322054606,0.9068906179147608,10.474167213324135,4.336402636248466,6.0198613894244595,0.015368194893578047,6.237902875664682,0.7249156661409982,0.1069408212445426,190.09993210151077,344.1103536695046,3093.923550785609,2542.3812139379,0.0010221648775355426,2.2280863987175775e-4,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: M. vimineum,30,0,1,2542.3812139378983,Resident: E. virginicus
31,with disease,E. virginicus,0.19210504712963022,0.05076895883909053,0.21248226153576485,0.05540577307945553,0.8951511282123531,13.277919972025487,3.6523573182006155,63.554653630187964,0.059000949114057046,13.773363359177353,0.7649370209093146,0.1395281258893033,180.53016764276893,18.002579830080013,4002.261515152328,147.6382382437855,7.184675963740999e-4,6.186180481431262e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,31,1,1.1007149337427987e-40,147.63823824378534,Resident: E. virginicus
32,with disease,E. virginicus,0.17673565406572986,0.1568459586790033,0.1965807177274217,0.1582532735149706,0.9138155109037246,11.968047044282805,4.085063218520914,88.23156831447065,0.2888060146322695,6.050081562027193,0.717193312941899,0.08248373468043524,166.9070300829463,12.64660154939983,3311.8020880609047,128.43407879181996,8.742749799861081e-4,6.986146006958256e-5,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,32,1,2.2439808378636234e-29,128.43407879181956,Resident: E. virginicus
33,with disease,E. virginicus,0.14073531819505186,0.06437318180948381,0.21929307186062194,0.1018391125377441,0.966929500604631,11.41939474391194,5.64747677444683,14.962091119386184,0.015120146736400279,2.0022817294473123,0.7237830314568123,0.246002952297568,199.54824564147725,127.02549631285261,4974.42161778538,1399.6229151182047,3.988181483344515e-4,4.1583448823087973e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,33,0.9999989718254059,1.02817459418181e-6,1399.622915101987,Resident: E. virginicus
34,with disease,E. virginicus,0.16934421104949468,0.16036263435420178,0.21778216137163348,0.19331889579358552,0.868451771217184,14.587731402654946,3.989395085491813,13.315032254740782,0.12364997225772571,5.702119953151259,0.7283637251481333,0.13471828488081564,127.26582981976239,69.31070831335693,3945.237712723108,553.8550886829473,5.164392623259771e-4,3.7105527258579217e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,34,1,1.1354074752138015e-17,553.8550886829469,Resident: E. virginicus
35,with disease,E. virginicus,0.15316686606545274,0.11783490675072995,0.21309603597733723,0.1283440801753235,0.9651462335332078,10.873111641736356,3.3392334298222073,12.59808987643835,0.022536107936441754,3.401136485066156,0.7820035580013933,0.08241401505073323,107.4366872325472,53.59375214015124,2525.641188636311,500.6420906604217,7.815307622897476e-4,1.7814237489259142e-4,1,1,1,coexistence,Producer: M. vimineum,Tolerant: M. vimineum,35,0.9604514494319782,0.039548550568021756,500.6420898090407,Resident: E. virginicus
36,with disease,E. virginicus,0.1549009745978033,0.15641989525384437,0.19898227494587836,0.18628738297658795,0.9067202285395357,12.363489986617646,3.494324416449304,22.523895406886535,0.016148502395720594,11.695984254335517,0.7685202023350644,0.048160299754468325,156.14764063759202,51.76393069916174,3535.0198665950124,397.6770918128975,7.155989140073502e-4,4.8014911082469493e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,36,1,3.243094106734272e-22,397.67709181289706,Resident: E. virginicus
37,with disease,E. virginicus,0.17207610408261373,0.07093975079027999,0.20884966867744134,0.08095622252650894,0.8868854428629113,13.007178860122343,2.988190208750819,25.215029967932555,0.015103910847500799,7.612994185355084,0.7346349642375868,0.19908138062183212,155.02435380944556,43.5515261176866,3549.112792664916,284.27119577800113,7.51765356866153e-4,4.966978213590133e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,37,1,1.0157061354739494e-29,284.2711957780009,Resident: E. virginicus
38,with disease,E. virginicus,0.19806304934410704,0.17298906008246653,0.20648352915716237,0.17344268963098416,0.8640023057525037,11.242105554614843,5.0519135562849335,100.91446663179119,0.08408194476413808,6.828920416966793,0.7676102239347506,0.1056085563137611,217.50581181460217,12.781003854303941,5860.001349269074,144.44748925253953,2.9432244355867245e-4,1.81540153962609e-5,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,38,1,5.628529251342758e-51,144.44748925253793,Resident: E. virginicus
39,with disease,E. virginicus,0.11102060724799753,0.0528110384680012,0.21671742065027388,0.09216282528807827,0.9768512978736373,11.040971523595262,6.190404351295664,21.7993165344191,0.013224582683033085,5.765155722297687,0.7666686933173996,0.0722116293378793,212.46889865515394,98.42095537653348,3656.7307605774286,1102.009040538565,8.639192314582857e-4,6.761679716160667e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,39,0.9999886264962042,1.1373503795747325e-5,1102.0090318274729,Resident: E. virginicus
40,with disease,E. virginicus,0.1506019389083038,0.16536480086577207,0.2129534216864042,0.17183846388159466,0.9375932591172439,10.862296973801296,4.3098564205278835,23.425819781561213,0.014158057600115122,11.141778347476519,0.7462528847755311,0.03201620612733938,185.24657822600778,49.450856133621116,3633.394344052886,580.5427638811088,7.13151839056127e-4,6.743304951842071e-5,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,40,0.9999996916057293,3.0839427064303756e-7,580.5427638811057,Resident: E. virginicus
41,with disease,E. virginicus,0.133439667280495,0.07150233796410056,0.20078600082932851,0.0995433755843976,0.9332492380569187,10.351085079123589,4.725861371841627,17.902081459838616,0.010021229282739783,3.286584423655417,0.7461882824055265,0.27262965611904194,208.11955927353696,103.56753683349544,4358.569578802753,991.8408745587267,5.088467494857114e-4,3.9539560319301576e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,41,0.9999999999981971,1.802898071216947e-12,991.8408745587249,Resident: E. virginicus
42,with disease,E. virginicus,0.12338903940387777,0.132761290007933,0.18642729457935833,0.18038940173656756,0.8947534854907463,13.752882511765568,3.428724183176952,11.186512885262271,0.04246325760181308,5.393139745943301,0.7872822650459737,0.13956258635292407,119.17053148313045,95.14796833073636,3010.969545878551,616.8149552704026,8.282714764320005e-4,5.81616883536139e-4,1,1,1,coexistence,Producer: M. vimineum,Tolerant: M. vimineum,42,0.8930841137542616,0.10691588624573845,616.8149552704018,Resident: E. virginicus
43,with disease,E. virginicus,0.19588308081049607,0.11437495860994097,0.21536273331579048,0.1394794515712446,0.9412782141085563,10.56249108242909,4.0097518495490245,26.70593960679789,0.06633466811175645,2.1198599670522573,0.7664310685801043,0.22978281235875886,180.9665213804005,47.85616042026812,5575.817364604048,447.5796518737284,2.2218459554711187e-4,4.903996710878936e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,43,1,2.1382331185222983e-22,447.579651873727,Resident: E. virginicus
44,with disease,E. virginicus,0.17786704729304983,0.16089283747392852,0.20538853571562735,0.18064074999921373,0.8743166908267189,11.747903461047226,3.478113748919346,29.638796456339588,0.042102102387774266,4.7627877995675725,0.765450307456552,0.15533966009791977,276.8006764743828,63.96942421251065,6742.599148854517,484.60861614508804,3.1928998082608723e-4,2.5327559978348386e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,44,1,5.88370498834168e-39,484.60861614508747,Resident: E. virginicus
45,with disease,E. virginicus,0.13040382509000664,0.08968702512147621,0.21567598578903108,0.1632884596328856,0.9784623790901098,11.715624193274888,3.248659113542247,6.003123906290944,0.07635118686137173,0.8810451457457078,0.7559839844992262,0.2616753509653499,164.10251405506813,293.6279244016179,4526.979099873287,1680.909209934394,3.89020679010409e-4,4.8821645230563417e-4,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: E. virginicus,45,6.640108541509482e-185,1,1680.909181884538,Resident: E. virginicus
46,with disease,E. virginicus,0.16326920022264224,0.17167168042519979,0.21636556902318363,0.21226149563981717,0.7880938451622364,13.9850347598008,4.441344098500641,13.396026698477863,0.022069052532191068,7.18443691019083,0.7800443204189629,0.16309859347570504,159.75544082056112,84.09357550726997,4392.786925464309,622.7717292394609,5.221937461067089e-4,3.796553518883083e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,46,1,7.231639944595003e-28,622.7717292394603,Resident: E. virginicus
47,with disease,E. virginicus,0.11765228283947333,0.11051884873545374,0.21556187860872902,0.15835022488343467,0.9554221870356763,18.346392579290498,3.241288783525635,2.5793509576391433,0.013022578326008477,1.3124892809371036,0.6699795418080973,0.29615105898513777,126.98662609279255,463.9648654926858,5913.855673616945,3169.667748813105,2.625494774548558e-4,1.3654090682259202e-4,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: M. vimineum,47,0,1,3169.6677488130595,Resident: E. virginicus
48,with disease,E. virginicus,0.1302501101057597,0.14559312149424594,0.20579294142611348,0.2132945412937635,0.9069798497690714,10.490948965241753,2.8457899905491986,7.058742783014199,0.02508295319838546,3.186725820982304,0.7400329251742762,0.1915717689957755,140.27043601131922,183.35526343831208,3211.612598910501,947.5029916352154,6.121171803201433e-4,4.907681040629599e-4,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: M. vimineum,48,5.194092234047635e-132,1,947.5029916352148,Resident: E. virginicus
49,with disease,E. virginicus,0.0815998185043804,0.06410409686185499,0.21702372443907358,0.14492685618760143,0.9672402680223454,10.64904528035208,4.22483537040928,6.173516047132118,0.005999407462310602,3.0050789586619686,0.7657393949700891,0.16276571262827993,189.0272060949525,401.56212028066267,3639.6728360835896,2334.2012553531176,7.109971249883302e-4,5.401440408910278e-4,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: M. vimineum,49,0,1,2334.201255352599,Resident: E. virginicus
50,with disease,E. virginicus,0.12871637447858134,0.18227108465282787,0.20409827657442878,0.20771419450084758,0.8605977125951686,13.396835017280655,6.407332407634854,19.921428261894444,0.04020640410059957,8.144028856182974,0.7765166901434826,0.0888006132676098,217.65812522529276,75.64605668241802,4922.332282757472,1012.1889934636592,5.785910116292217e-4,1.3790842687854156e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,50,0.9999999999953935,4.606485316484409e-12,1012.1889934636586,Resident: E. virginicus
51,with disease,E. virginicus,0.12103606068510987,0.0660328133456654,0.21111395168729796,0.1300219842589018,0.9693721694236914,12.934757363019546,5.077730078107881,6.624093190038348,0.003754467393646209,2.2427934129430755,0.7950835327115439,0.19817623957217356,170.99922807423576,293.0493846711932,5356.372931034585,2362.0117438510347,3.1508039152701206e-4,4.1026515222392356e-4,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: E. virginicus,51,4.860817321636059e-161,1,2362.011743838299,Resident: E. virginicus
52,with disease,E. virginicus,0.12265761646002574,0.11583808349159434,0.19799849761178595,0.18377841326394984,0.9417058326591485,11.92817696205087,3.8755343140173384,10.129581527778669,0.006393530868808585,3.33681513565633,0.7801668652051805,0.1439805460746269,170.6189964742049,166.912607081554,4167.567022680442,1180.0855938365107,5.205023151242812e-4,4.970073121312809e-4,1,1,1,coexistence,Producer: M. vimineum,Tolerant: M. vimineum,52,0.1350848173103045,0.8649151826896955,1180.0855938365087,Resident: E. virginicus
53,with disease,E. virginicus,0.10120000599414855,0.052729308811132386,0.21649658220274354,0.08295287062562565,0.908837705847152,10.975068994408007,3.5286510166880887,3.4789482575318846,0.0026792455536444595,4.749962397721069,0.7576774222328285,0.3517452835429521,114.06971336996706,302.73148376655956,2880.3107903880855,1819.4776441019496,6.261655192753663e-4,3.1502632134659266e-4,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: M. vimineum,53,0,1,1819.477644101949,Resident: E. virginicus
54,with disease,E. virginicus,0.11345611064695582,0.09468532220293101,0.21667059859098486,0.16954542813486234,0.9262155207680453,9.38360101900254,2.6059816568065335,2.9734898359476065,0.005391239353138968,3.2557466389091583,0.7578791889082462,0.22991544451661391,196.92412072081697,695.5547847722361,4768.992687831099,2836.8674299701124,3.206813694567454e-4,2.786947160790339e-4,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: M. vimineum,54,0,1,2836.8674299701124,Resident: E. virginicus
55,with disease,E. virginicus,0.17176687400406734,0.13060763868323685,0.20974658911701682,0.14103722251530207,0.8864266021956765,10.099140471739583,3.3960288533228105,14.542173580302325,0.02638142320932117,5.1897555439800485,0.7414396180521928,0.15867080683085585,87.55804635341603,39.84574836982268,2210.449194055087,311.7591732232627,7.09239720092515e-4,2.561410352659894e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,55,0.9999999999981992,1.800798176259526e-12,311.75917322326256,Resident: E. virginicus
56,with disease,E. virginicus,0.07615424354351603,0.17698072871730608,0.21365965128835632,0.20147214721067072,0.925413316270838,11.394958445272216,3.814911975558131,4.145422920605968,0.016063094120002095,5.119169549955179,0.7613929299739314,0.07838788080992146,156.80172018907854,255.05407506509053,3301.7858898460768,2386.0554632486237,7.567372896393788e-4,5.799725324415859e-5,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: M. vimineum,56,0,1,2386.055463248619,Resident: E. virginicus
57,with disease,E. virginicus,0.11608120115469367,0.09379999116963754,0.21638142470814115,0.1308856890536478,0.9310430237856978,12.104981439988636,4.6195219707197825,14.222877824115619,0.020949767629141365,3.3405779719336173,0.7649622265990896,0.21043834784267,178.46191975822708,101.73970317662307,3397.6853358163326,944.700482488573,9.146309020013078e-4,4.1851354797061536e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,57,0.9936432908729786,0.006356709127021299,944.700482488573,Resident: E. virginicus
58,with disease,E. virginicus,0.07738551540218737,0.12048786710748469,0.2138720041538366,0.2026576868925596,0.9493152597623266,10.762942075885213,3.725748689620127,5.448730518271582,0.0110287877399196,3.4792645712632,0.8020216791173189,0.11540808037242901,200.51627963935317,349.88103142019406,3669.4255132159597,2298.8942815696428,7.672042179717385e-4,2.966538697858948e-4,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: M. vimineum,58,0,1,2298.89428156964,Resident: E. virginicus
59,with disease,E. virginicus,0.19599371603418755,0.05731830952165621,0.21742700951084779,0.06056366656636868,0.8608254890266498,13.484480425701665,3.1154345654205557,66.64901558490133,0.017167207509467847,11.51764128565004,0.7586228819431561,0.19903663641147065,297.4380078788784,27.16334426570885,5870.6966004195,186.0810624724454,5.876849733921183e-4,3.042754638369679e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,59,1,2.5194067997905114e-51,186.0810624724454,Resident: E. virginicus
60,with disease,E. virginicus,0.1159445852592107,0.171812863620675,0.2051444774769822,0.19141631451864538,0.9449852119305393,12.24443200381311,5.170256156312324,10.63111882351937,0.04765556727215009,2.5473600247440213,0.7589758384189982,0.11959062982206295,171.86718279871175,111.25243998198795,4284.001706712322,1506.268309132316,5.107536974566725e-4,7.57485831569787e-5,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: M. vimineum,60,1.9627300757686566e-13,0.9999999999998037,1506.2683091322956,Resident: E. virginicus
