iteration,disease,resident,E.A,E.P,e.A,e.P,s,b.A,b.P,Y.A,y.1,Y.P,g.A,g.P,l.A,l.P,L.A,L.P,beta.A,beta.P,ann_invades,per_invades,per_viable,outcome,litter_producer,litter_tolerator,iterationF,ann_rel_abund,per_rel_abund,eq_litter,Resident
11,without disease,E. virginicus,0.1563736642475992,0.020102385978491084,0.21455294554286033,0.07873219402761937,0.99,14.33766842411266,3.6176302618463656,135.68950652917118,0.3992921424922152,2.3229236074625055,0.8068850545825696,0.2041823056333758,610.9064457749357,98.60215002033286,27853.203726216332,1444.773138990713,2.575229271116997e-4,0.0020187476118505346,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,11,0.9999992324682682,7.675317318830573e-7,1444.7371452458356,Resident: E. virginicus
12,without disease,E. virginicus,0.12170522614939959,0.143236489959535,0.2190177227266577,0.21899580164532978,0.9377066525073621,13.581930074212167,4.39418894339039,54.2052401048894,0.0743823066573586,2.649184134618557,0.845436850629679,0.15617351733554394,304.4623366767989,45.20505285184007,15026.741790644724,1976.0357483846874,4.046360661387024e-4,2.676625142291153e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,12,1,2.816405354929179e-22,1976.0357483846856,Resident: E. virginicus
13,without disease,E. virginicus,0.08383689062991148,0.05667842666724083,0.20660970725684022,0.07033122206209415,0.9797413437049074,15.018352523605891,3.4489393533573667,172.21968294960504,0.015815498842260287,3.0565050238588176,0.8121178001006696,0.11153512147457022,801.6620211212098,33.40191742966284,17102.319816740554,1462.511656399577,0.0010013092413679965,1.6470430972461943e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,13,0.9999999977303562,2.2696437630869212e-9,1462.5099598350394,Resident: E. virginicus
14,without disease,E. virginicus,0.20522299397630545,0.0655837002347975,0.21667401454087262,0.21861579891512525,0.9059007103323418,13.570231898936676,4.817008124063538,79.90359003284681,0.023358812531122257,13.210953486256034,0.784092319960725,0.10266525636092926,172.90920417144147,40.749502027317426,23534.391245710358,827.4446603625005,6.743404597323416e-5,0.002819990599127044,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,14,1,2.313175783027848e-41,827.4446603625004,Resident: E. virginicus
15,without disease,E. virginicus,0.03652171405213738,0.046444695717391946,0.19718385871541433,0.09795879483545109,0.99,13.751286838924612,6.1567290177188,6.525776807897817,0.028764533474776262,1.7411519181023785,0.7617450825127555,0.11817892179467342,185.00951188083846,383.8877618191396,14581.220934852881,18409.277405360204,2.3898346382211457e-4,6.025532463434755e-5,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: M. vimineum,15,0,1,18407.489299891924,Resident: E. virginicus
16,without disease,E. virginicus,0.1313522077130499,0.19721680850186477,0.2067062926657315,0.21746670060654216,0.9707404560059325,20.150514356263052,4.354472158757638,12.236085578205708,0.02839905618009964,1.740102865874484,0.782164350132667,0.08123993287439987,291.25599685863364,156.96641107929892,43589.033419752814,9986.246329191112,5.744697342303156e-5,1.0281974352407053e-5,1,1,1,coexistence,Producer: M. vimineum,Tolerant: M. vimineum,16,0.6912463942344301,0.3087536057655698,9986.246244990894,Resident: E. virginicus
17,without disease,E. virginicus,0.18913214253168428,0.052867931946027534,0.19342812325215114,0.09588752426670066,0.9401382289735436,12.213038099146159,4.171284833909009,46.46676813268713,0.02095224855855197,13.162159638681162,0.7573847560187859,0.08131635079424343,78.77050006395082,20.061750982856474,16028.777767905576,662.0977955093525,3.430637570124821e-5,0.0012289998398030005,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,17,1,2.543438890119685e-26,662.0977955093522,Resident: E. virginicus
18,without disease,E. virginicus,0.16120787253168373,0.21361446342034787,0.2123846027798883,0.21910919472659549,0.9377078866178068,19.650025324967416,4.109025742012071,166.44880257977312,1.1039867635498726,3.562208535693524,0.8015673791097575,0.07236474040311155,253.24831317061253,8.811772292073114,13215.976640692377,490.9988591142992,6.465554921400615e-4,5.2388422650467203e-5,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,18,1,1.4520708504279796e-23,490.99885911429874,Resident: E. virginicus
19,without disease,E. virginicus,9.380017146673943e-4,0.003609621687289624,0.1961531201345617,0.057808771914670404,0.9784612322594092,16.41089353775231,3.939039825804004,0.2659246345376859,9.83137027867807e-4,53.53751224540612,0.8005555035989403,0.10647361013135818,25.230377417374946,9386.836585185574,1103.9226135220797,37664.31977549509,0.005525603115490378,3.9865816345950985e-4,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: M. vimineum,19,0,1,37664.31977536948,Resident: E. virginicus
20,without disease,E. virginicus,0.20332886040001463,0.17408633588936848,0.2069794085565477,0.21784586931807662,0.9344729654614217,14.093049608869958,3.7616420439209786,106.36529665560646,0.1068273487504286,3.997732416364153,0.8000027770299756,0.0887116937200609,310.5226972174855,21.27418681784387,55652.724182268415,944.7328749474784,1.9004219023966162e-5,2.6607187499266e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,20,1,9.079468886072117e-30,944.7328749474764,Resident: E. virginicus
21,without disease,E. virginicus,0.022480153156372078,0.13653136803404914,0.2039280013548208,0.16744584503224966,0.8723629387442003,19.28836597992331,3.306552178532609,14.574125644533662,0.05477124138934932,8.412415273192762,0.7618188729786068,0.1053936100842491,98.95793152023414,51.67393435203709,3172.107985076192,2022.0549800062718,0.003991715648297998,1.1197897860294465e-4,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: M. vimineum,21,0,1,2022.0549800062704,Resident: E. virginicus
22,without disease,E. virginicus,0.022366051124777603,0.15033255373725676,0.21317331620080535,0.2196884858480452,0.9697645666852205,15.462752941892745,3.9242922255224792,3.247954464703016,0.021386875369383888,2.358533889365134,0.7761921947509581,0.08130021061392113,98.10444200371252,257.7948087614982,6385.782021712292,11158.085226842426,7.645676512045419e-4,4.1346704816768846e-5,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: M. vimineum,22,0,1,11158.085226235395,Resident: E. virginicus
23,without disease,E. virginicus,0.1214532699933948,0.016157736014763974,0.1968895729202918,0.08313533421564066,0.99,12.028769435827163,2.3416694942936753,60.733481583356564,2.1515456223166192e-4,2.8208282118316808,0.7925831019609001,0.21060527232116782,866.41083558585035,455.43134221890654,35883.56807645687,3385.392483167814,1.8347121512582562e-4,0.0012244634191675252,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,23,0.9999939343314729,6.065668527171359e-6,3385.347433439884,Resident: E. virginicus
24,without disease,E. virginicus,0.20094215381412178,0.0426771144743423,0.21311461585551672,0.2170457058993757,0.9790523290960981,17.641352153184457,3.242309520793725,19.96538210940347,0.001983517737111404,2.13896593213607,0.8040398302108496,0.2203912014819243,599.6395583458201,864.6975010217152,141803.9185847743,8960.554416260467,6.76040157698619e-6,4.5597216300429546e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,24,0.9999999995770812,4.2291875207831816e-10,8960.554415676872,Resident: E. virginicus
25,without disease,E. virginicus,0.004476307980759434,0.013324113729521069,0.2000218132446252,0.051930123979615384,0.99,17.109671291499644,3.3014718798720017,4.711997050895493,0.0029758531514623566,5.500842863984626,0.8145392000485292,0.13050501402112413,233.9191720183623,1154.5448668645627,5824.128411686748,16101.530238452939,0.002713122012320742,1.7995256323409623e-4,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: M. vimineum,25,0,1,16101.21145383154,Resident: E. virginicus
26,without disease,E. virginicus,0.15705312540570998,0.12035687932299179,0.21591066587509342,0.21777571125705344,0.9443415797060687,13.36119541804455,3.2266628455216613,252.01687010076293,1.0984937297509811,3.685552687952296,0.7893963484545361,0.1113568846117152,236.54965562446418,9.510253881285621,6485.5800660656205,217.47525349127224,0.0017232396579842323,0.0037218781753344116,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,26,1,1.0421931419667619e-25,217.47525349127199,Resident: E. virginicus
27,without disease,E. virginicus,0.12409989300683695,0.05935516528816378,0.18459300602211362,0.10938913655766772,0.9331536807175382,13.257258605350078,3.348021036073331,105.24852687843664,0.14841262921939816,6.797589641636735,0.7368958994874015,0.15693005834822304,650.7391336820131,80.3584633463384,29888.864747738302,2236.169311863562,2.1798662326316909e-4,3.7696564559750503e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,27,1,8.848132750031046e-28,2236.1693118635603,Resident: E. virginicus
28,without disease,E. virginicus,0.010381795228358985,0.010862437480850117,0.19738684913193633,0.21945080101288877,0.9342411368731799,14.043842892518027,2.9883701560025737,10.956601367409748,0.0046550188906857495,46.07210550085929,0.804629306214164,0.12560755756637518,158.7358341766891,1788.7595296132483,3360.1053655485416,4105.292320546759,0.004387698710892954,0.004677552818200306,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: E. virginicus,28,0,1,4105.292320546756,Resident: E. virginicus
29,without disease,E. virginicus,8.708564749512965e-4,0.009451492139402048,0.1750206713938832,0.15250701426851943,0.969984523507029,12.955978640422412,4.018386284954283,1.274707778486902,0,23.639663024396086,0.7450286052006823,0.12848548757224693,314.54661023969226,29367.403986689205,7510.1073155855,118510.00290034014,0.001687413126746903,1.2771715642408195e-4,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: M. vimineum,29,0,1,118510.00290033995,Resident: E. virginicus
30,without disease,E. virginicus,0.008717873687522,0.02278618231553034,0.2099439829479698,0.21995106582589768,0.9363233123699961,17.518788592422037,4.705381956930157,27.520660732216633,0.31062196168965217,28.09725604825921,0.7487596401852271,0.0931045138942766,544.0465670972209,1168.1216211015942,9404.087038584215,8878.465452989438,0.0025997755120161364,9.745858227955314e-4,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: M. vimineum,30,0,1,8878.465452989432,Resident: E. virginicus
31,without disease,E. virginicus,0.041163554438944476,0.00618811695682435,0.1986645608331957,0.07968194383204434,0.99,10.694149705298575,3.2953358778333093,8.380111834330192,0.005133660903959135,9.88264507758269,0.7725058157346312,0.1566075641253086,441.75682639268825,4271.812224331062,21806.390592388954,18005.3713448832,2.1250567982641032e-4,6.596178907163775e-4,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: E. virginicus,31,0,1,18005.281770742273,Resident: E. virginicus
32,without disease,E. virginicus,0.04112699074899276,0.19315255014012173,0.2127401790042008,0.21384561632830093,0.9506712967697836,18.513678677445192,3.8357128056854095,176.00723697261165,0.2774475692702803,3.1407482822337816,0.8021978545786788,0.07643770563478235,654.0247629221735,23.368434152747064,9299.568151226062,1228.4325948548994,0.003396818913274984,8.721136202067872e-5,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,32,0.9999999990586104,9.413896740425636e-10,1228.432594854826,Resident: E. virginicus
33,without disease,E. virginicus,0.040581635700010096,6.08515866821456e-4,0.21758417843326663,0.1298971482492847,0.9879946421235903,15.8918021403078,5.639243552381009,0.9256259100288731,1.4932877579417461e-5,208.74032861367067,0.7258613068514952,0.09021286057059916,130.98409322815274,183393.78672301612,23552.309730614703,79791.06254315613,5.466329458903577e-5,0.002662773834124566,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: E. virginicus,33,0,1,79791.04520250569,Resident: E. virginicus
34,without disease,E. virginicus,9.676424270296292e-5,1.529955297300805e-4,0.21945367912327543,0.21991395912352385,0.9163869058316314,15.268561091776329,4.795442862059146,0.030283525274574077,2.849308606269167e-7,8711.307712649144,0.7604547701542638,0.05978609865834199,158.4270516868397,43439865.875007614,7242.535410609085,2238323.9568873066,0.001012776193787498,6.417248631321237e-4,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: M. vimineum,34,0,1,2238323.9568873085,Resident: E. virginicus
35,without disease,E. virginicus,0.16745716623769197,0.05536724710871707,0.2092891323660449,0.11585174738307641,0.99,11.961918080586413,3.4609911959232433,29.629845782400185,0.09578541135415307,3.7397476375669,0.7619617500930789,0.0457233776520684,76.16666863812618,32.36657978462397,7225.814182182748,827.1532004078578,3.020599910186521e-4,0.0013209300855677307,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,35,0.99998086898769,1.913101230994723e-5,827.0110918867341,Resident: E. virginicus
36,without disease,E. virginicus,0.1798873440701287,0.1600750128036753,0.2165732611341537,0.2198307940611307,0.9367712846381371,14.139129975761303,4.31496128053128,90.17690699903198,0.44413882574022234,12.377660708433293,0.7877229496148758,0.0290901574788921,93.38344581232315,7.949528020172584,6486.849636872893,324.9953117632686,6.275114780781542e-4,0.0011486277055306289,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,36,1,4.60941921096459e-27,324.9953117632681,Resident: E. virginicus
37,without disease,E. virginicus,0.010711325411880425,0.04777382452512382,0.20580434755685734,0.07318043304841372,0.99,16.27874881024271,3.325329905063409,1.3300341820071024,0.0043729850679987406,1.7757054368630456,0.765134676519905,0.11269115665207896,74.53568219198502,526.1574938678577,5021.899939421407,18812.003062997122,9.685102339941045e-4,2.8278891202612483e-5,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: M. vimineum,37,0,1,18805.908067688564,Resident: E. virginicus
38,without disease,E. virginicus,0.1399155308861756,0.2178597960880131,0.21537210628393577,0.21822998297578708,0.8643621609969552,17.99938005105468,4.1237254429764985,236.54312081850549,0.5386056622651426,8.754420631322139,0.7909144472168967,0.061886162800988104,141.2836456552352,3.3332239132599137,3828.658339730562,141.73164817167708,0.0038050847017208618,1.1988838266166026e-5,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,38,1,1.3936905115236768e-38,141.73164817167554,Resident: E. virginicus
39,without disease,E. virginicus,0.011113437232508143,0.0642684489944727,0.21527947154975902,0.07033446149243756,0.9671265997577789,12.245491486612314,6.756845403666445,27.397992589348384,0.06791237379269081,6.507411814578406,0.7934109745558985,0.07479560797054849,482.95355165115393,109.43627733644698,9122.4492255374,10816.48572510721,0.0016984349231475193,8.726082218102571e-6,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: M. vimineum,39,0,1,10816.485713992832,Resident: E. virginicus
40,without disease,E. virginicus,0.029025531393725396,0.17081501270270097,0.2189889780006715,0.21886988966954604,0.99,16.400326486408957,4.4204003994910614,46.16953602089965,0.2833054823746251,1.3870898482015606,0.7659183295181538,0.04009247263891029,141.4145193929117,22.59194390662159,3058.051153782239,1214.1554245883322,0.005397164022462048,2.3199957410042525e-4,1,1,1,coexistence,Producer: M. vimineum,Tolerant: M. vimineum,40,0.44238129689913047,0.5576187031008696,1212.6186530518169,Resident: E. virginicus
41,without disease,E. virginicus,0.135425197297404,0.0019313356437852425,0.17737058641680895,0.08801227324133513,0.9518773740444247,10.713141803252899,4.1484732140735865,67.8266753801903,3.500740882583591e-4,230.05549420875042,0.7476801456324292,0.10326281906936449,326.1251733778512,1586.829655019504,22262.974957150916,2237.2298772275726,1.3844400046572592e-4,0.019922260864384995,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,41,1,1.1351325146163575e-19,2237.229877227569,Resident: E. virginicus
42,without disease,E. virginicus,0.11546333784989002,0.20548572278845895,0.1988936259516727,0.21844313359607562,0.8841089761784845,12.92614642599465,4.140377057771124,96.39486218206574,0.7810887846817782,7.098760150495767,0.7668394608116079,0.06886276766828406,97.33646712400191,6.733335172328776,3500.9294355156026,331.6408269451631,0.0021787712998829483,1.9013785330243774e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,42,1,9.514783373512491e-33,331.64082694516287,Resident: E. virginicus
43,without disease,E. virginicus,0.006937828202046482,0.11208566291404691,0.20674876590796387,0.13076316278094893,0.981046672632264,12.25652931733402,4.153373731668575,2.8808748341948434,0.016665623316438546,0.804137459505298,0.7696304076641798,0.20182580910613027,131.2779718175346,322.5531159038941,4767.706101826721,18742.96392493872,0.0015365927459189527,8.8906136778408e-6,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: M. vimineum,43,0,1,18742.9064666682,Resident: E. virginicus
44,without disease,E. virginicus,0.07836514008354667,0.20423609830087727,0.21694843178340525,0.21949889613432116,0.8994977588454371,14.501683852594006,2.6124113447636175,116.06216536590446,0.6379298463784518,3.9185591928527694,0.7661700760467454,0.11229766920819519,176.5966611713685,9.452847541464001,3161.3009877970208,309.91940794093216,0.005706097454721579,2.4113090317546447e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,44,1,1.8671856396116e-19,309.9194079409316,Resident: E. virginicus
45,without disease,E. virginicus,0.005561587419638128,0.07216980338552424,0.21119297191896785,0.15978401396582725,0.99,13.579450534743689,3.527099655037596,0.7913633954318147,0.16017698313680748,0.7982517810284523,0.7506811604197637,0.16609735634038333,240.5117031264444,4086.0102132900784,14232.189167737171,107470.79818890688,3.4405938033877894e-4,1.1296965472235943e-5,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: M. vimineum,45,0,1,107462.57150268741,Resident: E. virginicus
46,without disease,E. virginicus,0.18192971897156454,0.21910038436774817,0.21711000047617204,0.21991001410552533,0.9270878300042991,15.330355909163345,4.148904902721474,390.2961523071642,0,3.2399005184002405,0.7646796472011881,0.09424486975634992,149.41997009091196,2.1459028441097945,4400.694808521865,73.6201964419306,0.002626628728510376,5.01933682764513e-5,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,46,1,4.5719468330202577e-29,73.62019638213985,Resident: E. virginicus
47,without disease,E. virginicus,0.047402506436528005,0.007558015653816359,0.20762900516957128,0.16025259805591327,0.9341899219278729,23.011146717006536,2.775470268160172,1.2305071089222963,6.667873715134511e-4,41.33773632206796,0.6930109457597879,0.2022154605088638,63.73369205652526,7280.389724599977,10683.736777727732,14911.037023598874,2.2668625524522278e-4,0.0013549023404029355,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: E. virginicus,47,0,1,14911.037023598867,Resident: E. virginicus
48,without disease,E. virginicus,0.04923433655440256,0.016861074085037526,0.21580189260629684,0.2199620461643879,0.9261468762128949,17.54541279380411,2.860090264976901,6.409581485051789,1.8725534317394225e-4,39.037367333516386,0.7846956467206496,0.10716704836055736,114.67629751648167,1333.4924537854743,7519.372755069105,4510.182175997641,7.501156721315066e-4,0.0026707465808967234,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: E. virginicus,48,0,1,4510.182175997637,Resident: E. virginicus
49,without disease,E. virginicus,0.035141034482364296,0.06587889866840094,0.19747900019630285,0.11547208784915647,0.9667370621664713,14.39158091528079,4.481444525616351,22.731582834677894,0.009657046800502155,5.138466247345496,0.7683883198580562,0.09374801915444039,185.81281149129035,91.11253662620658,6917.89983407177,3693.081596643792,0.0012508828955744736,2.038387764520736e-4,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: M. vimineum,49,9.842485280084503e-174,1,3693.081596641832,Resident: E. virginicus
50,without disease,E. virginicus,0.07025211839479921,0.17396335481789008,0.2169267474225503,0.21993674539829808,0.9007560493186546,11.440234275567267,5.708430332727523,15.9294533814031,0.07176718447413502,8.654723972387027,0.7717837505708777,0.06234208870093578,146.83555250353143,67.18287197990828,8611.121586393288,4534.416112945828,4.6044122647017016e-4,5.828105281367693e-5,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: M. vimineum,50,3.1124958101205543e-46,1,4534.416112945824,Resident: E. virginicus
51,without disease,E. virginicus,0.008153433601597922,4.226133154982597e-4,0.1881872807999084,0.12219974483910227,0.99,12.844939718820381,4.210839433927084,1.9681870251249816,3.7122102190586114e-6,242.08682915118854,0.8658968012831059,0.09331200680115355,405.9963361420817,358675.7190046533,21107.12887830603,86217.79379040707,2.5610486168236874e-4,0.003342156351259295,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: E. virginicus,51,0,1,86217.57440427318,Resident: E. virginicus
52,without disease,E. virginicus,0.031400267629351386,0.006684080088037372,0.21608348094549407,0.2192654821064693,0.9891294272927527,13.769032896497103,4.293415102267344,13.206049055953049,0.0014183404101517877,23.437124241084284,0.7898979252753224,0.06613312285719188,136.35827444594523,1921.4278269981212,5331.478906784907,4080.061089913756,0.0014415442411523892,0.00779502522493173,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: E. virginicus,52,0,1,4080.0557481151627,Resident: E. virginicus
53,without disease,E. virginicus,0.007825478328494237,0.030850732168369928,0.21317126067431416,0.08608602338687685,0.9312597715816675,14.705719368306736,4.600544132129015,11.017374853250837,0,7.451154521310821,0.7799255680981197,0.2883834859226833,179.84677591905333,264.9195297234219,3915.600746989893,6763.896451951643,0.003879519540952314,2.6470017124848624e-4,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: M. vimineum,53,0,1,6763.896451951639,Resident: E. virginicus
54,without disease,E. virginicus,0.13276858861075627,0.021997049182090177,0.2177229598781265,0.2175041262908135,0.9120686354598555,10.147670990168168,2.0924678481451924,12.98127890045021,0.002664058621252909,19.232670466808674,0.7943664921058832,0.1994065952647298,422.3909096762326,1802.2368881922282,27700.382961189654,5836.042428329123,1.0964073821168101e-4,0.001522928859114696,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,54,1,4.3671353273596056e-21,5836.042428329122,Resident: E. virginicus
55,without disease,E. virginicus,0.07218787469747719,0.009694678225493606,0.20994259152922934,0.08254888888945794,0.9504774174866907,12.796024601283259,4.686961403048202,12.09526019766672,0.0012565857252835645,61.93457886008243,0.7562191636834568,0.07863572607314609,142.03899982456767,606.5077591100527,9989.090002988793,5241.884658535359,3.640447413053277e-4,0.0014336191631915615,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: E. virginicus,55,1.0416347071333267e-146,1,5241.88465853535,Resident: E. virginicus
56,without disease,E. virginicus,0.007095740931093717,0.04087186062041614,0.2188229301432589,0.2170407049543335,0.9626575961843382,15.989712490856993,3.661081362227477,0.9919005394329231,8.001245692540487e-4,18.34594846252306,0.7932160584367443,0.04742735952681848,128.63471920775297,3844.4686492939436,7887.051122962415,42623.87450577951,7.000449979260847e-4,1.0112342539487056e-4,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: M. vimineum,56,0,1,42623.87450577946,Resident: E. virginicus
57,without disease,E. virginicus,3.051768956500671e-5,0.005926139928600027,0.20831480168194033,0.10950598209987775,0.99,14.53716019837134,4.65620794532946,0.8271875310626222,0,7.36886451306133,0.7663500828519156,0.22006740974988723,153.1209681193468,20675.619295260938,681.4530572826604,85988.3693528754,0.07937191868829224,2.0326629496121966e-4,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: M. vimineum,57,0,1,85988.02457980032,Resident: E. virginicus
