time,species,N,virulence,transmission
1,Susceptible annual,3196.8067516974156,1e-20,0.038
2,Susceptible annual,2655.62386033113,1e-20,0.038
3,Susceptible annual,2055.760788045535,1e-20,0.038
4,Susceptible annual,1896.5607115380865,1e-20,0.038
5,Susceptible annual,1875.0478172596333,1e-20,0.038
6,Susceptible annual,1874.194765280287,1e-20,0.038
7,Susceptible annual,1874.7160936070945,1e-20,0.038
8,Susceptible annual,1874.8953903769723,1e-20,0.038
9,Susceptible annual,1874.9216618620978,1e-20,0.038
10,Susceptible annual,1874.9154255525214,1e-20,0.038
11,Susceptible annual,1874.9057704416641,1e-20,0.038
12,Susceptible annual,1874.8968913273486,1e-20,0.038
13,Susceptible annual,1874.8889147411103,1e-20,0.038
14,Susceptible annual,1874.881675518612,1e-20,0.038
15,Susceptible annual,1874.8750761422248,1e-20,0.038
16,Susceptible annual,1874.8690539912043,1e-20,0.038
17,Susceptible annual,1874.8635578518022,1e-20,0.038
18,Susceptible annual,1874.8585417859113,1e-20,0.038
19,Susceptible annual,1874.853963888745,1e-20,0.038
20,Susceptible annual,1874.8497858926119,1e-20,0.038
21,Susceptible annual,1874.8459728650616,1e-20,0.038
22,Susceptible annual,1874.8424929238543,1e-20,0.038
23,Susceptible annual,1874.8393169718192,1e-20,0.038
24,Susceptible annual,1874.8364184536847,1e-20,0.038
25,Susceptible annual,1874.8337731340223,1e-20,0.038
26,Susceptible annual,1874.831358894544,1e-20,0.038
27,Susceptible annual,1874.8291555491637,1e-20,0.038
28,Susceptible annual,1874.8271446752137,1e-20,0.038
29,Susceptible annual,1874.82530945935,1e-20,0.038
30,Susceptible annual,1874.8236345569826,1e-20,0.038
31,Susceptible annual,1874.8221059639861,1e-20,0.038
32,Susceptible annual,1874.8207108995637,1e-20,0.038
33,Susceptible annual,1874.8194376994056,1e-20,0.038
34,Susceptible annual,1874.8182757181285,1e-20,0.038
35,Susceptible annual,1874.8172152402929,1e-20,0.038
36,Susceptible annual,1874.816247399147,1e-20,0.038
37,Susceptible annual,1874.8153641024887,1e-20,0.038
38,Susceptible annual,1874.8145579650266,1e-20,0.038
39,Susceptible annual,1874.813822246592,1e-20,0.038
40,Susceptible annual,1874.8131507958155,1e-20,0.038
41,Susceptible annual,1874.8125379986523,1e-20,0.038
42,Susceptible annual,1874.8119787315018,1e-20,0.038
43,Susceptible annual,1874.8114683183085,1e-20,0.038
44,Susceptible annual,1874.811002491497,1e-20,0.038
45,Susceptible annual,1874.8105773562852,1e-20,0.038
46,Susceptible annual,1874.8101893581124,1e-20,0.038
47,Susceptible annual,1874.8098352529146,1e-20,0.038
48,Susceptible annual,1874.8095120800301,1e-20,0.038
49,Susceptible annual,1874.8092171374049,1e-20,0.038
50,Susceptible annual,1874.8089479590358,1e-20,0.038
51,Susceptible annual,1874.808702294303,1e-20,0.038
52,Susceptible annual,1874.8084780892289,1e-20,0.038
53,Susceptible annual,1874.80827346922,1e-20,0.038
54,Susceptible annual,1874.8080867234698,1e-20,0.038
55,Susceptible annual,1874.8079162905933,1e-20,0.038
56,Susceptible annual,1874.8077607456007,1e-20,0.038
57,Susceptible annual,1874.8076187879856,1e-20,0.038
58,Susceptible annual,1874.8074892308493,1e-20,0.038
59,Susceptible annual,1874.8073709909609,1e-20,0.038
60,Susceptible annual,1874.8072630797221,1e-20,0.038
61,Susceptible annual,1874.8071645948942,1e-20,0.038
62,Susceptible annual,1874.8070747130455,1e-20,0.038
63,Susceptible annual,1874.8069926826768,1e-20,0.038
64,Susceptible annual,1874.80691781793,1e-20,0.038
65,Susceptible annual,1874.8068494928698,1e-20,0.038
66,Susceptible annual,1874.806787136232,1e-20,0.038
67,Susceptible annual,1874.8067302266575,1e-20,0.038
68,Susceptible annual,1874.806678288316,1e-20,0.038
69,Susceptible annual,1874.8066308869659,1e-20,0.038
70,Susceptible annual,1874.8065876262854,1e-20,0.038
71,Susceptible annual,1874.8065481445662,1e-20,0.038
72,Susceptible annual,1874.806512111701,1e-20,0.038
73,Susceptible annual,1874.8064792264317,1e-20,0.038
74,Susceptible annual,1874.806449213802,1e-20,0.038
75,Susceptible annual,1874.806421822871,1e-20,0.038
76,Susceptible annual,1874.8063968246279,1e-20,0.038
77,Susceptible annual,1874.8063740100652,1e-20,0.038
78,Susceptible annual,1874.8063531884359,1e-20,0.038
79,Susceptible annual,1874.80633418564,1e-20,0.038
80,Susceptible annual,1874.8063168428014,1e-20,0.038
81,Susceptible annual,1874.8063010149128,1e-20,0.038
82,Susceptible annual,1874.8062865696475,1e-20,0.038
83,Susceptible annual,1874.8062733862232,1e-20,0.038
84,Susceptible annual,1874.806261354415,1e-20,0.038
85,Susceptible annual,1874.8062503736228,1e-20,0.038
86,Susceptible annual,1874.8062403520457,1e-20,0.038
87,Susceptible annual,1874.8062312058803,1e-20,0.038
88,Susceptible annual,1874.8062228586678,1e-20,0.038
89,Susceptible annual,1874.8062152406087,1e-20,0.038
90,Susceptible annual,1874.8062082880115,1e-20,0.038
91,Susceptible annual,1874.8062019427423,1e-20,0.038
92,Susceptible annual,1874.8061961517587,1e-20,0.038
93,Susceptible annual,1874.8061908666382,1e-20,0.038
94,Susceptible annual,1874.8061860431867,1e-20,0.038
95,Susceptible annual,1874.8061816410848,1e-20,0.038
96,Susceptible annual,1874.806177623516,1e-20,0.038
97,Susceptible annual,1874.8061739568952,1e-20,0.038
98,Susceptible annual,1874.8061706105707,1e-20,0.038
99,Susceptible annual,1874.806167556555,1e-20,0.038
100,Susceptible annual,1874.8061647693207,1e-20,0.038
1,Infected annual,1.1476725879568983e-40,1e-20,0.038
2,Infected annual,541.1830562740165,1e-20,0.038
3,Infected annual,1070.1653261270744,1e-20,0.038
4,Infected annual,1131.8659455963943,1e-20,0.038
5,Infected annual,1116.3114813829443,1e-20,0.038
6,Infected annual,1109.4585356045548,1e-20,0.038
7,Infected annual,1107.9648958643102,1e-20,0.038
8,Infected annual,1107.7618480720696,1e-20,0.038
9,Infected annual,1107.749060105033,1e-20,0.038
10,Infected annual,1107.7461289767102,1e-20,0.038
11,Infected annual,1107.7396727804917,1e-20,0.038
12,Infected annual,1107.7323221332101,1e-20,0.038
13,Infected annual,1107.7253165057027,1e-20,0.038
14,Infected annual,1107.71888786936,1e-20,0.038
15,Infected annual,1107.7130213333676,1e-20,0.038
16,Infected annual,1107.70766871886,1e-20,0.038
17,Infected annual,1107.7027840916032,1e-20,0.038
18,Infected annual,1107.6983262246272,1e-20,0.038
19,Infected annual,1107.69425777358,1e-20,0.038
20,Infected annual,1107.6905447148542,1e-20,0.038
21,Infected annual,1107.6871560040674,1e-20,0.038
22,Infected annual,1107.6840633086515,1e-20,0.038
23,Infected annual,1107.6812407707123,1e-20,0.038
24,Infected annual,1107.6786647910656,1e-20,0.038
25,Infected annual,1107.6763138319814,1e-20,0.038
26,Infected annual,1107.6741682371362,1e-20,0.038
27,Infected annual,1107.6722100672505,1e-20,0.038
28,Infected annual,1107.6704229501042,1e-20,0.038
29,Infected annual,1107.6687919436592,1e-20,0.038
30,Infected annual,1107.6673034111107,1e-20,0.038
31,Infected annual,1107.6659449068723,1e-20,0.038
32,Infected annual,1107.6647050725362,1e-20,0.038
33,Infected annual,1107.6635735418815,1e-20,0.038
34,Infected annual,1107.6625408542104,1e-20,0.038
35,Infected annual,1107.661598375259,1e-20,0.038
36,Infected annual,1107.6607382249886,1e-20,0.038
37,Infected annual,1107.6599532117143,1e-20,0.038
38,Infected annual,1107.6592367719647,1e-20,0.038
39,Infected annual,1107.658582915612,1e-20,0.038
40,Infected annual,1107.657986175791,1e-20,0.038
41,Infected annual,1107.6574415631733,1e-20,0.038
42,Infected annual,1107.656944524282,1e-20,0.038
43,Infected annual,1107.65649090339,1e-20,0.038
44,Infected annual,1107.6560769077878,1e-20,0.038
45,Infected annual,1107.6556990760744,1e-20,0.038
46,Infected annual,1107.6553542492175,1e-20,0.038
47,Infected annual,1107.6550395441263,1e-20,0.038
48,Infected annual,1107.654752329571,1e-20,0.038
49,Infected annual,1107.6544902041594,1e-20,0.038
50,Infected annual,1107.6542509762724,1e-20,0.038
51,Infected annual,1107.6540326457334,1e-20,0.038
52,Infected annual,1107.6538333870883,1e-20,0.038
53,Infected annual,1107.6536515343482,1e-20,0.038
54,Infected annual,1107.6534855670461,1e-20,0.038
55,Infected annual,1107.653334097537,1e-20,0.038
56,Infected annual,1107.6531958593923,1e-20,0.038
57,Infected annual,1107.6530696968061,1e-20,0.038
58,Infected annual,1107.6529545549406,1e-20,0.038
59,Infected annual,1107.652849471099,1e-20,0.038
60,Infected annual,1107.652753566676,1e-20,0.038
61,Infected annual,1107.6526660398222,1e-20,0.038
62,Infected annual,1107.6525861587297,1e-20,0.038
63,Infected annual,1107.6525132555148,1e-20,0.038
64,Infected annual,1107.6524467206355,1e-20,0.038
65,Infected annual,1107.6523859977974,1e-20,0.038
66,Infected annual,1107.6523305793028,1e-20,0.038
67,Infected annual,1107.6522800017956,1e-20,0.038
68,Infected annual,1107.652233842402,1e-20,0.038
69,Infected annual,1107.6521917151813,1e-20,0.038
70,Infected annual,1107.6521532679164,1e-20,0.038
71,Infected annual,1107.652118179145,1e-20,0.038
72,Infected annual,1107.6520861554936,1e-20,0.038
73,Infected annual,1107.6520569292138,1e-20,0.038
74,Infected annual,1107.6520302559481,1e-20,0.038
75,Infected annual,1107.6520059126806,1e-20,0.038
76,Infected annual,1107.6519836958744,1e-20,0.038
77,Infected annual,1107.651963419783,1e-20,0.038
78,Infected annual,1107.6519449148739,1e-20,0.038
79,Infected annual,1107.6519280264308,1e-20,0.038
80,Infected annual,1107.6519126132478,1e-20,0.038
81,Infected annual,1107.6518985464559,1e-20,0.038
82,Infected annual,1107.651885708447,1e-20,0.038
83,Infected annual,1107.6518739918804,1e-20,0.038
84,Infected annual,1107.651863298796,1e-20,0.038
85,Infected annual,1107.6518535397854,1e-20,0.038
86,Infected annual,1107.6518446332598,1e-20,0.038
87,Infected annual,1107.651836504745,1e-20,0.038
88,Infected annual,1107.6518290862846,1e-20,0.038
89,Infected annual,1107.6518223158514,1e-20,0.038
90,Infected annual,1107.6518161368383,1e-20,0.038
91,Infected annual,1107.6518104975823,1e-20,0.038
92,Infected annual,1107.6518053509315,1e-20,0.038
93,Infected annual,1107.6518006538586,1e-20,0.038
94,Infected annual,1107.6517963670917,1e-20,0.038
95,Infected annual,1107.6517924547866,1e-20,0.038
96,Infected annual,1107.651788884234,1e-20,0.038
97,Infected annual,1107.6517856255828,1e-20,0.038
98,Infected annual,1107.651782651587,1e-20,0.038
99,Infected annual,1107.651779937377,1e-20,0.038
100,Infected annual,1107.6517774602626,1e-20,0.038
1,Annual,3196.8067516974156,1e-20,0.038
2,Annual,3196.8069166051464,1e-20,0.038
3,Annual,3125.9261141726092,1e-20,0.038
4,Annual,3028.4266571344806,1e-20,0.038
5,Annual,2991.3592986425774,1e-20,0.038
6,Annual,2983.653300884842,1e-20,0.038
7,Annual,2982.6809894714047,1e-20,0.038
8,Annual,2982.657238449042,1e-20,0.038
9,Annual,2982.6707219671307,1e-20,0.038
10,Annual,2982.6615545292316,1e-20,0.038
11,Annual,2982.645443222156,1e-20,0.038
12,Annual,2982.6292134605587,1e-20,0.038
13,Annual,2982.614231246813,1e-20,0.038
14,Annual,2982.600563387972,1e-20,0.038
15,Annual,2982.5880974755923,1e-20,0.038
16,Annual,2982.576722710064,1e-20,0.038
17,Annual,2982.5663419434054,1e-20,0.038
18,Annual,2982.5568680105384,1e-20,0.038
19,Annual,2982.548221662325,1e-20,0.038
20,Annual,2982.540330607466,1e-20,0.038
21,Annual,2982.533128869129,1e-20,0.038
22,Annual,2982.5265562325058,1e-20,0.038
23,Annual,2982.5205577425313,1e-20,0.038
24,Annual,2982.5150832447503,1e-20,0.038
25,Annual,2982.5100869660037,1e-20,0.038
26,Annual,2982.5055271316805,1e-20,0.038
27,Annual,2982.501365616414,1e-20,0.038
28,Annual,2982.497567625318,1e-20,0.038
29,Annual,2982.494101403009,1e-20,0.038
30,Annual,2982.490937968093,1e-20,0.038
31,Annual,2982.4880508708584,1e-20,0.038
32,Annual,2982.4854159721,1e-20,0.038
33,Annual,2982.4830112412874,1e-20,0.038
34,Annual,2982.480816572339,1e-20,0.038
35,Annual,2982.478813615552,1e-20,0.038
36,Annual,2982.4769856241355,1e-20,0.038
37,Annual,2982.475317314203,1e-20,0.038
38,Annual,2982.4737947369913,1e-20,0.038
39,Annual,2982.4724051622043,1e-20,0.038
40,Annual,2982.4711369716065,1e-20,0.038
41,Annual,2982.4699795618253,1e-20,0.038
42,Annual,2982.468923255784,1e-20,0.038
43,Annual,2982.4679592216985,1e-20,0.038
44,Annual,2982.4670793992846,1e-20,0.038
45,Annual,2982.4662764323593,1e-20,0.038
46,Annual,2982.46554360733,1e-20,0.038
47,Annual,2982.464874797041,1e-20,0.038
48,Annual,2982.464264409601,1e-20,0.038
49,Annual,2982.4637073415643,1e-20,0.038
50,Annual,2982.4631989353084,1e-20,0.038
51,Annual,2982.462734940036,1e-20,0.038
52,Annual,2982.462311476317,1e-20,0.038
53,Annual,2982.4619250035685,1e-20,0.038
54,Annual,2982.461572290516,1e-20,0.038
55,Annual,2982.4612503881303,1e-20,0.038
56,Annual,2982.460956604993,1e-20,0.038
57,Annual,2982.4606884847917,1e-20,0.038
58,Annual,2982.4604437857897,1e-20,0.038
59,Annual,2982.4602204620596,1e-20,0.038
60,Annual,2982.460016646398,1e-20,0.038
61,Annual,2982.459830634716,1e-20,0.038
62,Annual,2982.459660871775,1e-20,0.038
63,Annual,2982.459505938192,1e-20,0.038
64,Annual,2982.4593645385658,1e-20,0.038
65,Annual,2982.459235490667,1e-20,0.038
66,Annual,2982.459117715535,1e-20,0.038
67,Annual,2982.459010228453,1e-20,0.038
68,Annual,2982.458912130718,1e-20,0.038
69,Annual,2982.458822602147,1e-20,0.038
70,Annual,2982.4587408942016,1e-20,0.038
71,Annual,2982.4586663237114,1e-20,0.038
72,Annual,2982.4585982671947,1e-20,0.038
73,Annual,2982.4585361556456,1e-20,0.038
74,Annual,2982.4584794697503,1e-20,0.038
75,Annual,2982.4584277355516,1e-20,0.038
76,Annual,2982.458380520502,1e-20,0.038
77,Annual,2982.458337429848,1e-20,0.038
78,Annual,2982.45829810331,1e-20,0.038
79,Annual,2982.4582622120706,1e-20,0.038
80,Annual,2982.458229456049,1e-20,0.038
81,Annual,2982.458199561369,1e-20,0.038
82,Annual,2982.4581722780945,1e-20,0.038
83,Annual,2982.4581473781036,1e-20,0.038
84,Annual,2982.4581246532107,1e-20,0.038
85,Annual,2982.458103913408,1e-20,0.038
86,Annual,2982.4580849853055,1e-20,0.038
87,Annual,2982.458067710625,1e-20,0.038
88,Annual,2982.4580519449523,1e-20,0.038
89,Annual,2982.45803755646,1e-20,0.038
90,Annual,2982.45802442485,1e-20,0.038
91,Annual,2982.4580124403246,1e-20,0.038
92,Annual,2982.4580015026904,1e-20,0.038
93,Annual,2982.4579915204968,1e-20,0.038
94,Annual,2982.4579824102784,1e-20,0.038
95,Annual,2982.4579740958716,1e-20,0.038
96,Annual,2982.45796650775,1e-20,0.038
97,Annual,2982.457959582478,1e-20,0.038
98,Annual,2982.4579532621574,1e-20,0.038
99,Annual,2982.457947493932,1e-20,0.038
100,Annual,2982.4579422295833,1e-20,0.038
1,Perennial first-year,106.19319721418968,1e-20,0.038
2,Perennial first-year,106.1931964253966,1e-20,0.038
3,Perennial first-year,106.19929630825773,1e-20,0.038
4,Perennial first-year,106.20778538935605,1e-20,0.038
5,Perennial first-year,106.21150155572417,1e-20,0.038
6,Perennial first-year,106.21277556719767,1e-20,0.038
7,Perennial first-year,106.21341791152841,1e-20,0.038
8,Perennial first-year,106.21392397771726,1e-20,0.038
9,Perennial first-year,106.21438092141189,1e-20,0.038
10,Perennial first-year,106.21479944039797,1e-20,0.038
11,Perennial first-year,106.21518202693287,1e-20,0.038
12,Perennial first-year,106.21553132345227,1e-20,0.038
13,Perennial first-year,106.21585012155248,1e-20,0.038
14,Perennial first-year,106.2161410692185,1e-20,0.038
15,Perennial first-year,106.21640659903241,1e-20,0.038
16,Perennial first-year,106.2166489320854,1e-20,0.038
17,Perennial first-year,106.21687009512151,1e-20,0.038
18,Perennial first-year,106.2170719376737,1e-20,0.038
19,Perennial first-year,106.2172561476468,1e-20,0.038
20,Perennial first-year,106.21742426546633,1e-20,0.038
21,Perennial first-year,106.21757769696883,1e-20,0.038
22,Perennial first-year,106.2177177251649,1e-20,0.038
23,Perennial first-year,106.21784552097061,1e-20,0.038
24,Perennial first-year,106.2179621530033,1e-20,0.038
25,Perennial first-year,106.21806859652021,1e-20,0.038
26,Perennial first-year,106.21816574157528,1e-20,0.038
27,Perennial first-year,106.21825440046544,1e-20,0.038
28,Perennial first-year,106.21833531452201,1e-20,0.038
29,Perennial first-year,106.21840916031346,1e-20,0.038
30,Perennial first-year,106.21847655530155,1e-20,0.038
31,Perennial first-year,106.21853806300712,1e-20,0.038
32,Perennial first-year,106.21859419772163,1e-20,0.038
33,Perennial first-year,106.21864542880856,1e-20,0.038
34,Perennial first-year,106.21869218462864,1e-20,0.038
35,Perennial first-year,106.21873485612146,1e-20,0.038
36,Perennial first-year,106.21877380007501,1e-20,0.038
37,Perennial first-year,106.21880934210971,1e-20,0.038
38,Perennial first-year,106.21884177940034,1e-20,0.038
39,Perennial first-year,106.21887138316144,1e-20,0.038
40,Perennial first-year,106.21889840091517,1e-20,0.038
41,Perennial first-year,106.21892305856174,1e-20,0.038
42,Perennial first-year,106.21894556226692,1e-20,0.038
43,Perennial first-year,106.21896610018709,1e-20,0.038
44,Perennial first-year,106.218984844042,1e-20,0.038
45,Perennial first-year,106.21900195055096,1e-20,0.038
46,Perennial first-year,106.21901756274276,1e-20,0.038
47,Perennial first-year,106.21903181115226,1e-20,0.038
48,Perennial first-year,106.21904481491137,1e-20,0.038
49,Perennial first-year,106.21905668274508,1e-20,0.038
50,Perennial first-year,106.21906751388092,1e-20,0.038
51,Perennial first-year,106.2190773988786,1e-20,0.038
52,Perennial first-year,106.21908642038669,1e-20,0.038
53,Perennial first-year,106.2190946538342,1e-20,0.038
54,Perennial first-year,106.21910216806135,1e-20,0.038
55,Perennial first-year,106.21910902589455,1e-20,0.038
56,Perennial first-year,106.21911528467231,1e-20,0.038
57,Perennial first-year,106.21912099672403,1e-20,0.038
58,Perennial first-year,106.21912620980842,1e-20,0.038
59,Perennial first-year,106.21913096751209,1e-20,0.038
60,Perennial first-year,106.21913530961407,1e-20,0.038
61,Perennial first-year,106.21913927241859,1e-20,0.038
62,Perennial first-year,106.21914288905882,1e-20,0.038
63,Perennial first-year,106.2191461897731,1e-20,0.038
64,Perennial first-year,106.21914920215895,1e-20,0.038
65,Perennial first-year,106.21915195140267,1e-20,0.038
66,Perennial first-year,106.21915446049059,1e-20,0.038
67,Perennial first-year,106.21915675040128,1e-20,0.038
68,Perennial first-year,106.21915884028066,1e-20,0.038
69,Perennial first-year,106.21916074760205,1e-20,0.038
70,Perennial first-year,106.21916248831245,1e-20,0.038
71,Perennial first-year,106.219164076966,1e-20,0.038
72,Perennial first-year,106.21916552684537,1e-20,0.038
73,Perennial first-year,106.21916685007295,1e-20,0.038
74,Perennial first-year,106.2191680577121,1e-20,0.038
75,Perennial first-year,106.21916915986,1e-20,0.038
76,Perennial first-year,106.21917016573177,1e-20,0.038
77,Perennial first-year,106.21917108373698,1e-20,0.038
78,Perennial first-year,106.21917192155162,1e-20,0.038
79,Perennial first-year,106.21917268618026,1e-20,0.038
80,Perennial first-year,106.21917338401606,1e-20,0.038
81,Perennial first-year,106.21917402089363,1e-20,0.038
82,Perennial first-year,106.21917460213773,1e-20,0.038
83,Perennial first-year,106.21917513260837,1e-20,0.038
84,Perennial first-year,106.2191756167405,1e-20,0.038
85,Perennial first-year,106.21917605858215,1e-20,0.038
86,Perennial first-year,106.21917646182756,1e-20,0.038
87,Perennial first-year,106.21917682984795,1e-20,0.038
88,Perennial first-year,106.21917716572065,1e-20,0.038
89,Perennial first-year,106.2191774722538,1e-20,0.038
90,Perennial first-year,106.2191777520101,1e-20,0.038
91,Perennial first-year,106.21917800732884,1e-20,0.038
92,Perennial first-year,106.21917824034482,1e-20,0.038
93,Perennial first-year,106.21917845300594,1e-20,0.038
94,Perennial first-year,106.21917864709037,1e-20,0.038
95,Perennial first-year,106.2191788242209,1e-20,0.038
96,Perennial first-year,106.21917898587851,1e-20,0.038
97,Perennial first-year,106.21917913341477,1e-20,0.038
98,Perennial first-year,106.21917926806321,1e-20,0.038
99,Perennial first-year,106.21917939094968,1e-20,0.038
100,Perennial first-year,106.21917950310176,1e-20,0.038
1,Perennial adult,103.12102111425042,1e-20,0.038
2,Perennial adult,103.12101891247288,1e-20,0.038
3,Perennial adult,103.12101688804518,1e-20,0.038
4,Perennial adult,103.1217467705861,1e-20,0.038
5,Perennial adult,103.1234047302211,1e-20,0.038
6,Perennial adult,103.12530363901053,1e-20,0.038
7,Perennial adult,103.1271208081773,1e-20,0.038
8,Perennial adult,103.12879056817471,1e-20,0.038
9,Perennial adult,103.13031478088465,1e-20,0.038
10,Perennial adult,103.13170553218679,1e-20,0.038
11,Perennial adult,103.13297469827612,1e-20,0.038
12,Perennial adult,103.13413298734234,1e-20,0.038
13,Perennial adult,103.13519010185456,1e-20,0.038
14,Perennial adult,103.13615488067867,1e-20,0.038
15,Perennial adult,103.13703538852356,1e-20,0.038
16,Perennial adult,103.13783898572787,1e-20,0.038
17,Perennial adult,103.138572389896,1e-20,0.038
18,Perennial adult,103.13924173197711,1e-20,0.038
19,Perennial adult,103.13985260747273,1e-20,0.038
20,Perennial adult,103.14041012318835,1e-20,0.038
21,Perennial adult,103.14091893990727,1e-20,0.038
22,Perennial adult,103.14138331133975,1e-20,0.038
23,Perennial adult,103.14180711967191,1e-20,0.038
24,Perennial adult,103.14219390801088,1e-20,0.038
25,Perennial adult,103.1425469099974,1e-20,0.038
26,Perennial adult,103.1428690768328,1e-20,0.038
27,Perennial adult,103.14316310194587,1e-20,0.038
28,Perennial adult,103.14343144350627,1e-20,0.038
29,Perennial adult,103.14367634497151,1e-20,0.038
30,Perennial adult,103.14389985384005,1e-20,0.038
31,Perennial adult,103.14410383876645,1e-20,0.038
32,Perennial adult,103.14429000518211,1e-20,0.038
33,Perennial adult,103.14445990955159,1e-20,0.038
34,Perennial adult,103.144614972384,1e-20,0.038
35,Perennial adult,103.14475649010811,1e-20,0.038
36,Perennial adult,103.14488564591002,1e-20,0.038
37,Perennial adult,103.14500351962467,1e-20,0.038
38,Perennial adult,103.14511109676312,1e-20,0.038
39,Perennial adult,103.14520927675159,1e-20,0.038
40,Perennial adult,103.14529888045072,1e-20,0.038
41,Perennial adult,103.14538065701817,1e-20,0.038
42,Perennial adult,103.1454552901718,1e-20,0.038
43,Perennial adult,103.14552340390581,1e-20,0.038
44,Perennial adult,103.14558556770754,1e-20,0.038
45,Perennial adult,103.14564230131862,1e-20,0.038
46,Perennial adult,103.14569407908033,1e-20,0.038
47,Perennial adult,103.14574133389931,1e-20,0.038
48,Perennial adult,103.14578446086688,1e-20,0.038
49,Perennial adult,103.14582382056231,1e-20,0.038
50,Perennial adult,103.14585974206744,1e-20,0.038
51,Perennial adult,103.14589252571801,1e-20,0.038
52,Perennial adult,103.14592244561473,1e-20,0.038
53,Perennial adult,103.14594975191487,1e-20,0.038
54,Perennial adult,103.14597467292386,1e-20,0.038
55,Perennial adult,103.14599741700403,1e-20,0.038
56,Perennial adult,103.14601817431668,1e-20,0.038
57,Perennial adult,103.14603711841202,1e-20,0.038
58,Perennial adult,103.14605440768013,1e-20,0.038
59,Perennial adult,103.14607018667529,1e-20,0.038
60,Perennial adult,103.14608458732454,1e-20,0.038
61,Perennial adult,103.1460977300307,1e-20,0.038
62,Perennial adult,103.14610972467908,1e-20,0.038
63,Perennial adult,103.14612067155613,1e-20,0.038
64,Perennial adult,103.14613066218799,1e-20,0.038
65,Perennial adult,103.14613978010573,1e-20,0.038
66,Perennial adult,103.1461481015437,1e-20,0.038
67,Perennial adult,103.14615569607697,1e-20,0.038
68,Perennial adult,103.146162627203,1e-20,0.038
69,Perennial adult,103.14616895287254,1e-20,0.038
70,Perennial adult,103.14617472597419,1e-20,0.038
71,Perennial adult,103.14617999477652,1e-20,0.038
72,Perennial adult,103.1461848033317,1e-20,0.038
73,Perennial adult,103.14618919184385,1e-20,0.038
74,Perennial adult,103.14619319700506,1e-20,0.038
75,Perennial adult,103.1461968523023,1e-20,0.038
76,Perennial adult,103.1462001882973,1e-20,0.038
77,Perennial adult,103.1462032328822,1e-20,0.038
78,Perennial adult,103.14620601151259,1e-20,0.038
79,Perennial adult,103.14620854742049,1e-20,0.038
80,Perennial adult,103.14621086180848,1e-20,0.038
81,Perennial adult,103.14621297402707,1e-20,0.038
82,Perennial adult,103.1462149017364,1e-20,0.038
83,Perennial adult,103.14621666105397,1e-20,0.038
84,Perennial adult,103.14621826668936,1e-20,0.038
85,Perennial adult,103.1462197320672,1e-20,0.038
86,Perennial adult,103.14622106943945,1e-20,0.038
87,Perennial adult,103.14622228998783,1e-20,0.038
88,Perennial adult,103.14622340391728,1e-20,0.038
89,Perennial adult,103.14622442054132,1e-20,0.038
90,Perennial adult,103.14622534835989,1e-20,0.038
91,Perennial adult,103.14622619513044,1e-20,0.038
92,Perennial adult,103.14622696793279,1e-20,0.038
93,Perennial adult,103.14622767322832,1e-20,0.038
94,Perennial adult,103.14622831691396,1e-20,0.038
95,Perennial adult,103.14622890437154,1e-20,0.038
96,Perennial adult,103.14622944051276,1e-20,0.038
97,Perennial adult,103.14622992982025,1e-20,0.038
98,Perennial adult,103.14623037638512,1e-20,0.038
99,Perennial adult,103.14623078394106,1e-20,0.038
100,Perennial adult,103.14623115589566,1e-20,0.038
1,Litter,67.98597381275356,1e-20,0.038
2,Litter,67.98597624915774,1e-20,0.038
3,Litter,67.31031714503654,1e-20,0.038
4,Litter,66.03821019860816,1e-20,0.038
5,Litter,65.10704497582941,1e-20,0.038
6,Litter,64.63485078468345,1e-20,0.038
7,Litter,64.4289969588456,1e-20,0.038
8,Litter,64.34405118380492,1e-20,0.038
9,Litter,64.30931725163487,1e-20,0.038
10,Litter,64.29494520764862,1e-20,0.038
11,Litter,64.28884602669292,1e-20,0.038
12,Litter,64.28613873300522,1e-20,0.038
13,Litter,64.28483798090276,1e-20,0.038
14,Litter,64.2841305897731,1e-20,0.038
15,Litter,64.28368176910054,1e-20,0.038
16,Litter,64.28335285848722,1e-20,0.038
17,Litter,64.28308577252236,1e-20,0.038
18,Litter,64.28285558615255,1e-20,0.038
19,Litter,64.2826510705955,1e-20,0.038
20,Litter,64.28246670117204,1e-20,0.038
21,Litter,64.28229937233219,1e-20,0.038
22,Litter,64.28214704377044,1e-20,0.038
23,Litter,64.28200817893179,1e-20,0.038
24,Litter,64.28188150895016,1e-20,0.038
25,Litter,64.28176593052186,1e-20,0.038
26,Litter,64.2816604591581,1e-20,0.038
27,Litter,64.28156420556905,1e-20,0.038
28,Litter,64.28147636192087,1e-20,0.038
29,Litter,64.28139619249448,1e-20,0.038
30,Litter,64.28132302647357,1e-20,0.038
31,Litter,64.28125625190108,1e-20,0.038
32,Litter,64.28119531038398,1e-20,0.038
33,Litter,64.28113969235127,1e-20,0.038
34,Litter,64.28108893276304,1e-20,0.038
35,Litter,64.28104260721024,1e-20,0.038
36,Litter,64.28100032836073,1e-20,0.038
37,Litter,64.28096174271877,1e-20,0.038
38,Litter,64.28092652766857,1e-20,0.038
39,Litter,64.28089438877623,1e-20,0.038
40,Litter,64.28086505732817,1e-20,0.038
41,Litter,64.28083828808361,1e-20,0.038
42,Litter,64.28081385722504,1e-20,0.038
