month,site,plot,treatment,sp,ID,focal,age,leaves_tot,leaves_infec,leaf_area.pix,lesion_area.pix,severity,plant_group,next_severity,Mv_dens,EvS_dens,EvA_dens,Mv_sev,Ev_sev,Mv_sev_dens,EvS_sev_dens,EvA_sev_dens,edge_severity,dew_c,temp_avg_s,hum_avg_s,fungicide,plotf,next_severity_l,next_severity_t
jul,D2,10,fungicide,Mv,3,1,seedling,6,1,338282,432,2.1284017476543238e-4,Mv,2.9398555592668625e-5,3,3,9,6.347424018652487e-5,0.07010006820510864,1.2694848037304973e-4,0.21030020461532592,0.6309006138459777,0.04710552908315846,NA,NA,NA,1,D210f,-10.401086999332911,0.0010021040058736167
jul,D2,1,water,Mv,1,1,seedling,3,1,341893,97,9.45714984902684e-5,Mv,3.883876190203638e-4,3,3,1,0,0.053851359401042374,0,0.16155407820312712,0.053851359401042374,0.0016820298334351128,-0.5631768808201418,-0.1786650866167058,0.7237746183807692,0,D21w,-7.850547792741492,0.0013603946469989234
jul,D2,1,water,Mv,2,1,seedling,7,0,352110,0,0,Mv,0,3,3,1,4.72857492451342e-5,0.053851359401042374,9.45714984902684e-5,0.16155407820312712,0.053851359401042374,0.0016820298334351128,-0.5631768808201418,-0.1786650866167058,0.7237746183807692,0,D21w,-13.815509557990529,9.727626459143969e-4
jul,D2,1,water,Mv,3,1,seedling,7,0,271752,0,0,Mv,0,3,3,1,4.72857492451342e-5,0.053851359401042374,9.45714984902684e-5,0.16155407820312712,0.053851359401042374,0.0016820298334351128,-0.5631768808201418,-0.1786650866167058,0.7237746183807692,0,D21w,-13.815509557990529,9.727626459143969e-4
jul,D2,2,water,Mv,1,1,seedling,7,6,395949,1581,0.0034225187010015357,Mv,0.0314426136276303,7,3,1,0.006746969045451816,0.052798196025086536,0.0404818142727109,0.1583945880752596,0.052798196025086536,1.0322128386378764,1.003882647466851,-0.001613801823977183,0.9389471632171451,0,D22w,-3.427612868107851,0.032354203873490944
jul,D2,2,water,Mv,2,1,seedling,6,5,413346,5560,0.011209333907509287,Mv,0.044353044411266876,7,3,1,0.0028535614421979416,0.052798196025086536,0.017121368653187648,0.1583945880752596,0.052798196025086536,1.0322128386378764,1.003882647466851,-0.001613801823977183,0.9389471632171451,0,D22w,-3.0701857002601307,0.04523951708750955
jul,D2,2,water,Mv,3,1,seedling,8,6,440886,1343,0.002284604183394347,Mv,0.10808358044582372,7,3,1,0.007315926304255411,0.052798196025086536,0.043895557825532464,0.1583945880752596,0.052798196025086536,1.0322128386378764,1.003882647466851,-0.001613801823977183,0.9389471632171451,0,D22w,-2.1104594764062745,0.10884606375234936
jul,D2,3,water,Mv,1,1,seedling,8,0,263085,0,0,Mv,2.6420992931346917e-4,19,3,1,0,0.12231645200186947,0,0.3669493560056084,0.12231645200186947,0.2331774276206107,-0.41917872003996814,0.060266333435293494,0.4223507876782438,0,D23w,-8.234725607389034,0.0012364585481280345
jul,D2,3,water,Mv,2,1,seedling,7,0,546357,0,0,Mv,3.7369076444947386e-4,19,3,1,0,0.12231645200186947,0,0.3669493560056084,0.12231645200186947,0.2331774276206107,-0.41917872003996814,0.060266333435293494,0.4223507876782438,0,D23w,-7.889036734754841,0.0013457263855303114
jul,D2,3,water,Mv,3,1,seedling,8,0,608958,0,0,Mv,4.703963873557451e-4,19,3,1,0,0.12231645200186947,0,0.3669493560056084,0.12231645200186947,0.2331774276206107,-0.41917872003996814,0.060266333435293494,0.4223507876782438,0,D23w,-7.6593417203118745,0.0014422438652013565
jul,D2,4,water,Mv,1,1,seedling,9,2,465108,1770,8.456817198012792e-4,Mv,7.18125661975146e-4,67,3,1,1.1785183912805812e-4,0.03899150039988484,0.007778221382451836,0.11697450119965452,0.03899150039988484,0.40825892016763526,0.25673036529479504,0.3782742741915757,0.5686940526008837,0,D24w,-7.236757056553924,0.001689491176251459
jul,D2,4,water,Mv,2,1,seedling,10,1,343177,346,1.0082260757568252e-4,Mv,0.002477999739157922,67,3,1,4.902813952408565e-4,0.03899150039988484,0.03235857208589653,0.11697450119965452,0.03899150039988484,0.40825892016763526,0.25673036529479504,0.3782742741915757,0.5686940526008837,0,D24w,-5.997420057766683,0.0034459413739066423
jul,D2,4,water,Mv,3,1,seedling,9,1,363283,441,1.348810706804337e-4,Mv,2.520560572671362e-4,67,3,1,4.732521636884808e-4,0.03899150039988484,0.031234642803439735,0.11697450119965452,0.03899150039988484,0.40825892016763526,0.25673036529479504,0.3782742741915757,0.5686940526008837,0,D24w,-8.28164842807567,0.001224328321747161
jul,D2,5,water,Mv,1,1,seedling,9,2,535689,1163,4.824524013829749e-4,Mv,0.04308039778481077,3,7,1,4.8106080768823656e-4,0.06285256870261013,9.621216153764731e-4,0.43996798091827094,0.06285256870261013,0.18365495801082704,-0.008970981653799118,1.0183597371087747,0.24124444588186594,0,D25w,-3.1006291246542337,0.043969346427252774
jul,D2,5,water,Mv,2,1,seedling,8,1,462781,1595,4.3081932922916025e-4,Mv,9.125704742974648e-4,3,7,1,5.068773437651439e-4,0.06285256870261013,0.0010137546875302879,0.43996798091827094,0.06285256870261013,0.18365495801082704,-0.008970981653799118,1.0183597371087747,0.24124444588186594,0,D25w,-6.997238049165828,0.00188355769127354
jul,D2,5,water,Mv,3,1,seedling,9,2,473888,1133,5.313022861473129e-4,Mv,0.00407334540281583,3,7,1,4.5663586530606757e-4,0.06285256870261013,9.132717306121351e-4,0.43996798091827094,0.06285256870261013,0.18365495801082704,-0.008970981653799118,1.0183597371087747,0.24124444588186594,0,D25w,-5.498964522067559,0.005038183252226694
jul,D2,6,water,Mv,1,1,seedling,7,2,730329,8790,0.0034387633127379185,Mv,6.985006660742887e-4,3,11,1,0.003085369621591172,0.0353639936535621,0.006170739243182344,0.38900393018918306,0.0353639936535621,0.23101379707056655,0.21698945292114497,-0.004879627293592977,0.7964152097649907,0,D26w,-7.264446064754365,0.001669904361276479
jul,D2,6,water,Mv,2,1,seedling,7,2,388076,3854,0.0028374412670272246,Mv,9.745655277329174e-4,3,11,1,0.0033860306444465187,0.0353639936535621,0.006772061288893037,0.38900393018918306,0.0353639936535621,0.23101379707056655,0.21698945292114497,-0.004879627293592977,0.7964152097649907,0,D26w,-6.931519184875399,0.0019454321317645654
jul,D2,6,water,Mv,3,1,seedling,8,3,612794,5447,0.003333297976155119,Mv,0.008604680637677645,3,11,1,0.0031381022898825713,0.0353639936535621,0.006276204579765143,0.38900393018918306,0.0353639936535621,0.23101379707056655,0.21698945292114497,-0.004879627293592977,0.7964152097649907,0,D26w,-4.746691848319188,0.009560702659783331
jul,D2,7,water,Mv,1,1,seedling,7,3,282939,396,5.998264138711373e-4,Mv,0.005907925704948506,3,19,1,0.003799539939332977,0.11224629686385512,0.007599079878665954,2.1326796404132473,0.11224629686385512,0.3797379514620794,0.6036810645440228,0.8544860580859491,0.18008478086092333,0,D27w,-5.125366798965905,0.00686919433198168
jul,D2,7,water,Mv,2,1,seedling,8,3,436252,5018,0.004313447273594161,Mv,0.005355544847525298,3,19,1,0.0019427295094714648,0.11224629686385512,0.0038854590189429297,2.1326796404132473,0.11224629686385512,0.3797379514620794,0.6036810645440228,0.8544860580859491,0.18008478086092333,0,D27w,-5.22406719757975,0.00631788814548731
jul,D2,7,water,Mv,3,1,seedling,9,8,620885,2295,0.0032856326050717927,Mv,0.03201113008713878,3,19,1,0.002456636843732649,0.11224629686385512,0.004913273687465298,2.1326796404132473,0.11224629686385512,0.3797379514620794,0.6036810645440228,0.8544860580859491,0.18008478086092333,0,D27w,-3.4091067259996137,0.032921614269848624
jul,D2,8,water,Mv,1,1,seedling,7,5,261823,1858,0.005068855131683836,Mv,0.07278274110365059,3,3,3,0.0075459778726671145,0.0332277371745888,0.015091955745334229,0.09968321152376641,0.09968321152376641,0.720723533625248,0.8864138165449995,0.9209020620530168,0.2792103404856862,0,D28w,-2.5446963905464712,0.07361390308593921
jul,D2,8,water,Mv,2,1,seedling,7,5,331327,5459,0.011768692905455076,Mv,0.1085777787935231,3,3,3,0.004196058985781495,0.0332277371745888,0.00839211797156299,0.09968321152376641,0.09968321152376641,0.720723533625248,0.8864138165449995,0.9209020620530168,0.2792103404856862,0,D28w,-2.105343329074674,0.1093393006246641
jul,D2,8,water,Mv,3,1,seedling,6,3,349205,2321,0.003323262839879154,Mv,0.01830778368250901,3,3,3,0.008418774018569455,0.0332277371745888,0.01683754803713891,0.09968321152376641,0.09968321152376641,0.720723533625248,0.8864138165449995,0.9209020620530168,0.2792103404856862,0,D28w,-3.9818979250860513,0.019244928072231753
jul,D2,9,water,Mv,1,1,seedling,5,1,274267,1043,7.605727265766571e-4,Mv,0.001079499773330094,3,3,5,0.003992343925039193,0.07855882042359916,0.007984687850078385,0.23567646127079747,0.3927941021179958,0.0848967949951203,0.09553564980864127,0.34504812873320856,0.5912884554828858,0,D29w,-6.829252508178077,0.0020501622251329534
jul,D2,9,water,Mv,2,1,seedling,6,1,271352,438,2.69023261298977e-4,Mv,0.001849222324141284,3,3,5,0.004238118657678033,0.07855882042359916,0.008476237315356065,0.23567646127079747,0.3927941021179958,0.0848967949951203,0.09553564980864127,0.34504812873320856,0.5912884554828858,0,D29w,-6.2905995384275135,0.00281838726125385
jul,D2,9,water,Mv,3,1,seedling,5,3,198920,2558,0.007715664588779409,Mv,0.07763976648186567,3,3,5,5.14797993937817e-4,0.07855882042359916,0.001029595987875634,0.23567646127079747,0.3927941021179958,0.0848967949951203,0.09553564980864127,0.34504812873320856,0.5912884554828858,0,D29w,-2.474844309698707,0.07846147899843792
jul,D2,10,water,Mv,1,1,seedling,8,5,538056,2742,0.003185077389714082,Mv,0.019264241356340115,3,3,9,0.0019413749559237807,0.01556983365303467,0.0038827499118475614,0.046709500959104006,0.14012850287731202,0.38246417492320994,0.22957423683432646,0.4044262788132607,0.5502437474647189,0,D210w,-3.930001577412156,0.02019952493346786
jul,D2,10,water,Mv,2,1,seedling,7,4,350648,1314,0.0021413415814638694,Mv,0.045203809480665824,3,3,9,0.002463242860048887,0.01556983365303467,0.004926485720097774,0.046709500959104006,0.14012850287731202,0.38246417492320994,0.22957423683432646,0.4044262788132607,0.5502437474647189,0,D210w,-3.050295466320256,0.04608862697194857
jul,D2,10,water,Mv,3,1,seedling,9,6,223191,583,0.0017414083303836923,Mv,0.006534524816772336,3,3,9,0.002663209485588976,0.01556983365303467,0.005326418971177952,0.046709500959104006,0.14012850287731202,0.38246417492320994,0.22957423683432646,0.4044262788132607,0.5502437474647189,0,D210w,-5.023947664502207,0.00749457437938562
jul,D3,1,fungicide,Mv,1,1,seedling,8,1,455646,17,4.663708229634409e-6,Mv,2.915704472057286e-4,3,3,1,9.616626095491293e-5,0.04728072012057018,1.9233252190982585e-4,0.14184216036171055,0.04728072012057018,0.04505630955610149,NA,NA,NA,1,D31f,-8.136514455638139,0.001263765835440737
jul,D3,1,fungicide,Mv,2,1,seedling,5,1,501561,348,1.3876677014361164e-4,Mv,2.68129650751065e-4,3,3,1,2.911472999792431e-5,0.04728072012057018,5.822945999584862e-5,0.14184216036171055,0.04728072012057018,0.04505630955610149,NA,NA,NA,1,D31f,-8.220050148656375,0.0012403706436484364
jul,D3,1,fungicide,Mv,3,1,seedling,7,2,368039,69,5.3565751766214214e-5,Mv,4.5171202715414997e-4,3,3,1,7.171523918662302e-5,0.04728072012057018,1.4343047837324605e-4,0.14184216036171055,0.04728072012057018,0.04505630955610149,NA,NA,NA,1,D31f,-7.699803518227539,0.0014235958558950952
jul,D3,2,fungicide,Mv,1,1,seedling,5,1,629831,16,5.08072800481399e-6,Mv,0.0023197621687923433,7,3,1,2.5323171430668946e-4,0.09548581999184975,0.0015193902858401367,0.2864574599755493,0.09548581999184975,0.04637411870164097,NA,NA,NA,1,D32f,-6.063538170703426,0.0032880116587363267
jul,D3,2,fungicide,Mv,2,1,seedling,7,1,396947,224,8.061529624861757e-5,Mv,0.03414639746513799,7,3,1,2.154644301847877e-4,0.09548581999184975,0.0012927865811087262,0.2864574599755493,0.09548581999184975,0.04637411870164097,NA,NA,NA,1,D32f,-3.3423269336676356,0.03505272743115913
jul,D3,2,fungicide,Mv,3,1,seedling,5,1,329695,702,4.258481323647614e-4,Mv,0.0031969660472906734,7,3,1,4.2848012126715776e-5,0.09548581999184975,2.570880727602947e-4,0.2864574599755493,0.09548581999184975,0.04637411870164097,NA,NA,NA,1,D32f,-5.742039196806208,0.0041635089149029475
jul,D3,3,fungicide,Mv,1,1,seedling,7,2,508453,2115,0.0011884790025542464,Mv,0.0019629062376511244,19,3,1,5.481419896627327e-4,0.03256942264072088,0.009866555813929187,0.09770826792216264,0.03256942264072088,0.07116359095335947,NA,NA,NA,1,D33f,-6.230855976380033,0.0029318499998346828
jul,D3,3,fungicide,Mv,2,1,seedling,6,3,405722,149,1.8362326913502349e-4,Mv,2.4110910186859556e-6,19,3,1,0.001050569856372344,0.03256942264072088,0.018910257414702192,0.09770826792216264,0.03256942264072088,0.07116359095335947,NA,NA,NA,1,D33f,-12.588476373615022,9.75169046094525e-4
jul,D3,3,fungicide,Mv,3,1,seedling,7,3,671506,1430,9.126607101904419e-4,Mv,4.087681823231868e-5,19,3,1,6.860511358446349e-4,0.03256942264072088,0.012348920445203429,0.09770826792216264,0.03256942264072088,0.07116359095335947,NA,NA,NA,1,D33f,-10.080738222918574,0.0010135599372629951
jul,D3,4,fungicide,Mv,1,1,seedling,7,2,439410,613,3.985864162009448e-4,Mv,1.347010982629545e-4,67,3,1,4.343801593419362e-4,0.04278410550181964,0.02866909051656779,0.12835231650545892,0.04278410550181964,0.3917746641406085,NA,NA,NA,1,D34f,-8.904922173067334,0.0011072016797838437
jul,D3,4,fungicide,Mv,2,1,seedling,11,3,568477,313,1.5016198784407526e-4,Mv,8.019292125627939e-4,67,3,1,5.58592373520371e-4,0.04278410550181964,0.036867096652344486,0.12835231650545892,0.04278410550181964,0.3917746641406085,NA,NA,NA,1,D34f,-7.126442749006788,0.0017731316849118935
jul,D3,4,fungicide,Mv,3,1,seedling,6,1,463866,2000,7.185983308397972e-4,Mv,2.344633923581292e-4,67,3,1,2.7437420202251e-4,0.04278410550181964,0.018108697333485663,0.12835231650545892,0.04278410550181964,0.3917746641406085,NA,NA,NA,1,D34f,-8.353721603912275,0.0012067698838126853
jul,D3,5,fungicide,Mv,1,1,seedling,6,3,839116,785,4.6775416033063366e-4,Mv,0.0025754851277440625,3,7,1,0.0013027185347691142,0.029505088830382237,0.0026054370695382284,0.20653562181267565,0.029505088830382237,0.5091405311451956,NA,NA,NA,1,D35f,-5.9587513568958395,0.003543237102203704
jul,D3,5,fungicide,Mv,2,1,seedling,8,2,414850,2382,0.0014354585994937928,Mv,0.001401977317065106,3,7,1,8.188663151875346e-4,0.029505088830382237,0.0016377326303750692,0.20653562181267565,0.029505088830382237,0.5091405311451956,NA,NA,NA,1,D35f,-6.567756684417467,0.002372012380650583
jul,D3,5,fungicide,Mv,3,1,seedling,6,5,566962,796,0.0011699784700444356,Mv,0.0011760363883014803,3,7,1,9.516063799122133e-4,0.029505088830382237,0.0019032127598244265,0.20653562181267565,0.029505088830382237,0.5091405311451956,NA,NA,NA,1,D35f,-6.74357980605588,0.0021465110256783256
jul,D3,6,fungicide,Mv,1,1,seedling,5,1,220125,852,7.741056218057922e-4,Mv,5.966995583916157e-4,3,11,1,3.3409085986923966e-4,0.04825966311711661,6.681817197384793e-4,0.5308562942882827,0.04825966311711661,0.21405407908650637,NA,NA,NA,1,D36f,-7.421826460578584,0.0015683013102235385
jul,D3,6,fungicide,Mv,2,1,seedling,5,1,646194,274,8.480425383089289e-5,Mv,0.001269090687829768,3,11,1,6.787415438566894e-4,0.04825966311711661,0.0013574830877133787,0.5308562942882827,0.04825966311711661,0.21405407908650637,NA,NA,NA,1,D36f,-6.667398076353222,0.0022393842857133675
jul,D3,6,fungicide,Mv,3,1,seedling,7,2,552448,1128,5.833774659075864e-4,Mv,0.001544184915935572,3,11,1,4.294549378183425e-4,0.04825966311711661,8.58909875636685e-4,0.5308562942882827,0.04825966311711661,0.21405407908650637,NA,NA,NA,1,D36f,-6.4710673109601204,0.002513943311040756
jul,D3,7,fungicide,Mv,1,1,seedling,7,3,701566,732,4.4716289802283136e-4,Mv,4.64863043632182e-4,3,19,1,3.217083719515237e-4,0.1445344999916635,6.434167439030474e-4,2.7461554998416067,0.1445344999916635,0.13922850526732214,NA,NA,NA,1,D37f,-7.671154889867583,0.001436721286737956
jul,D3,7,fungicide,Mv,2,1,seedling,5,1,464390,84,3.617648958849243e-5,Mv,0,3,19,1,5.272015761686932e-4,0.1445344999916635,0.0010544031523373864,2.7461554998416067,0.1445344999916635,0.13922850526732214,NA,NA,NA,1,D37f,-13.815509557990529,9.727626459143969e-4
jul,D3,7,fungicide,Mv,3,1,seedling,7,1,562498,2391,6.07240254314555e-4,Mv,3.7714571640882593e-4,3,19,1,2.416696938056619e-4,0.1445344999916635,4.833393876113238e-4,2.7461554998416067,0.1445344999916635,0.13922850526732214,NA,NA,NA,1,D37f,-7.879854721719061,0.0013491746157932446
jul,D3,8,fungicide,Mv,1,1,seedling,6,1,640138,792,2.0620553693109924e-4,Mv,0.0019278748852763078,3,3,3,2.2698584679924343e-4,0.0657051953164768,4.5397169359848687e-4,0.1971155859494304,0.1971155859494304,0.22055920064573223,NA,NA,NA,1,D38f,-6.248889672318186,0.002896886801841918
jul,D3,8,fungicide,Mv,2,1,seedling,6,1,300401,515,2.8572918643191377e-4,Mv,6.598815168921958e-4,3,3,3,1.8722402204883617e-4,0.0657051953164768,3.7444804409767234e-4,0.1971155859494304,0.1971155859494304,0.22055920064573223,NA,NA,NA,1,D38f,-7.321276880752582,0.0016313603466258685
jul,D3,8,fungicide,Mv,3,1,seedling,8,1,268957,362,1.682425071665731e-4,Mv,0.002088424343465871,3,3,3,2.459673616815065e-4,0.0657051953164768,4.91934723363013e-4,0.1971155859494304,0.1971155859494304,0.22055920064573223,NA,NA,NA,1,D38f,-6.16877707768719,0.003057123906999984
jul,D3,9,fungicide,Mv,1,1,seedling,6,3,570299,977,8.56568221231319e-4,Mv,0.01141125507738187,3,3,5,4.928658955732226e-4,0.08127562249586688,9.857317911464451e-4,0.24382686748760063,0.4063781124793344,0.21840604599051844,NA,NA,NA,1,D39f,-4.461591642530138,0.012361816837931711
jul,D3,9,fungicide,Mv,2,1,seedling,6,2,496758,589,3.9522933366615805e-4,Mv,0.010684644967129247,3,3,5,7.23535339355803e-4,0.08127562249586688,0.001447070678711606,0.24382686748760063,0.4063781124793344,0.21840604599051844,NA,NA,NA,1,D39f,-4.52811290506113,0.011636620366025882
jul,D3,9,fungicide,Mv,3,1,seedling,5,3,678744,668,5.905024574802871e-4,Mv,3.595819207299312e-4,3,3,5,6.258987774487386e-4,0.08127562249586688,0.0012517975548974772,0.24382686748760063,0.4063781124793344,0.21840604599051844,NA,NA,NA,1,D39f,-7.9274327333143795,0.0013316449909230635
jul,D3,10,fungicide,Mv,1,1,seedling,8,2,627204,476,1.8973093283843853e-4,Mv,0.0033220632937214323,3,3,9,2.7615905439512783e-4,0.1138497382271793,5.523181087902557e-4,0.34154921468153787,1.0246476440446137,0.013217067077896853,NA,NA,NA,1,D310f,-5.70354165176384,0.004288362781476838
jul,D3,10,fungicide,Mv,2,1,seedling,7,2,468445,846,5.159928822258445e-4,Mv,0.0028275621010213207,3,3,9,1.1302807970142484e-4,0.1138497382271793,2.2605615940284968e-4,0.34154921468153787,1.0246476440446137,0.013217067077896853,NA,NA,NA,1,D310f,-5.865156222884836,0.0037948236533539644
jul,D3,10,fungicide,Mv,3,1,seedling,6,1,587287,128,3.6325226564411155e-5,Mv,0.0013917878378615404,3,3,9,3.5286190753214155e-4,0.1138497382271793,7.057238150642831e-4,0.34154921468153787,1.0246476440446137,0.013217067077896853,NA,NA,NA,1,D310f,-6.575056144383518,0.0023618427253365177
jul,D3,1,water,Mv,1,1,seedling,9,3,142012,147,3.450412641185252e-4,Mv,0.006023494068352299,3,3,1,3.5815070632236735e-4,0.14429849491882685,7.163014126447347e-4,0.43289548475648054,0.14429849491882685,0.17242121957581838,-1.378180745098086,1.151240732424966,-0.7802999049601411,0,D31w,-5.105881072429958,0.0069845378542115364
jul,D3,1,water,Mv,2,1,seedling,6,1,517524,522,1.681081457091845e-4,Mv,0.0087160023798499,3,3,1,4.466172655270377e-4,0.14429849491882685,8.932345310540754e-4,0.43289548475648054,0.14429849491882685,0.17242121957581838,-1.378180745098086,1.151240732424966,-0.7802999049601411,0,D31w,-4.733726663608976,0.00967180782269066
jul,D3,1,water,Mv,3,1,seedling,6,3,607450,666,5.481932669355503e-4,Mv,0.13224201503056265,3,3,1,2.5657470491385485e-4,0.14429849491882685,5.131494098277097e-4,0.43289548475648054,0.14429849491882685,0.17242121957581838,-1.378180745098086,1.151240732424966,-0.7802999049601411,0,D31w,-1.8812727560654767,0.13295749749159266
jul,D3,2,water,Mv,1,1,seedling,8,2,552960,1516,6.854021990740741e-4,Mv,0.04454738164402921,7,3,1,0.001657333882695723,0.03460865078172072,0.009944003296174338,0.10382595234516216,0.03460865078172072,0.14883556661114988,-0.36168564644188556,1.471366016694048,-0.5073447913321717,0,D32w,-3.0656103941837087,0.0454334762322704
jul,D3,2,water,Mv,2,1,seedling,7,4,576850,2373,0.0023506977550489727,Mv,0.00636554191423303,7,3,1,8.246861047082736e-4,0.03460865078172072,0.004948116628249641,0.10382595234516216,0.03460865078172072,0.14883556661114988,-0.36168564644188556,1.471366016694048,-0.5073447913321717,0,D32w,-5.050313945140163,0.007325920237357091
jul,D3,2,water,Mv,3,1,seedling,6,2,569174,1646,9.63970010342473e-4,Mv,0.11633128830978666,7,3,1,0.0015180499770615233,0.03460865078172072,0.00910829986236914,0.10382595234516216,0.03460865078172072,0.14883556661114988,-0.36168564644188556,1.471366016694048,-0.5073447913321717,0,D32w,-2.0276327130126393,0.11707772549206334
jul,D3,3,water,Mv,1,1,seedling,6,1,535219,208,6.477099405414731e-5,Mv,0.045012613113008866,19,3,1,1.0311910467699129e-4,0.02731817442649545,0.0018561438841858432,0.08195452327948635,0.02731817442649545,0.06368974133212238,-0.897677734438756,1.0927026252295993,-0.35757063360163793,0,D33w,-3.0547342223919793,0.0458978025816606
jul,D3,3,water,Mv,2,1,seedling,7,1,404821,126,4.4464096477208445e-5,Mv,0.025940119964919545,19,3,1,1.1327255346546073e-4,0.02731817442649545,0.002038905962378293,0.08195452327948635,0.02731817442649545,0.06368974133212238,-0.897677734438756,1.0927026252295993,-0.35757063360163793,0,D33w,-3.625644453618412,0.02686241545136912
jul,D3,3,water,Mv,3,1,seedling,7,1,673779,763,1.6177411287677414e-4,Mv,0.0011016775940521006,19,3,1,5.4617545265677874e-5,0.02731817442649545,9.831158147822017e-4,0.08195452327948635,0.02731817442649545,0.06368974133212238,-0.897677734438756,1.0927026252295993,-0.35757063360163793,0,D33w,-6.808912594979037,0.002072296898343828
jul,D3,4,water,Mv,1,1,seedling,9,2,489979,681,3.088567741338574e-4,Mv,0.0440289323806981,67,3,1,0.0024716612811426747,0.022541086614786158,0.16312964455541654,0.06762325984435848,0.022541086614786158,0.7385755874320687,-0.8980789376047067,1.3343410517264156,-0.7893639880103017,0,D34w,-3.0778590105985026,0.04491603562509363
jul,D3,4,water,Mv,2,1,seedling,8,1,576442,338,7.329445113298476e-5,Mv,0.005666841891383045,67,3,1,0.002589442442643111,0.022541086614786158,0.17090320121444533,0.06762325984435848,0.022541086614786158,0.7385755874320687,-0.8980789376047067,1.3343410517264156,-0.7893639880103017,0,D34w,-5.167264898488841,0.0066285795530729615
jul,D3,4,water,Mv,3,1,seedling,4,2,207391,2020,0.004870028111152364,Mv,0.024915807510174717,67,3,1,1.910756126334211e-4,0.022541086614786158,0.012610990433805792,0.06762325984435848,0.022541086614786158,0.7385755874320687,-0.8980789376047067,1.3343410517264156,-0.7893639880103017,0,D34w,-3.6669822678461603,0.02584009582241173
jul,D3,5,water,Mv,1,1,seedling,7,3,423562,1823,0.0018445604522731366,Mv,0.07853495188570142,3,7,1,0.0011259786538154654,0.08582866149049417,0.002251957307630931,0.6008006304334592,0.08582866149049417,0.5290901491728224,-0.7683585360177825,1.5176101053437971,-0.6480954536097487,0,D35w,-2.4624094265062304,0.07935492279642962
jul,D3,5,water,Mv,2,1,seedling,6,3,520020,1543,0.0014835967847390485,Mv,0.049086035516175866,3,7,1,0.0013064604875825097,0.08582866149049417,0.0026129209751650194,0.6008006304334592,0.08582866149049417,0.5290901491728224,-0.7683585360177825,1.5176101053437971,-0.6480954536097487,0,D35w,-2.9638296840675373,0.049963300038517934
jul,D3,5,water,Mv,3,1,seedling,7,2,323137,869,7.683605228918826e-4,Mv,0.1077449101834463,3,7,1,0.0016640786185060925,0.08582866149049417,0.003328157237012185,0.6008006304334592,0.08582866149049417,0.5290901491728224,-0.7683585360177825,1.5176101053437971,-0.6480954536097487,0,D35w,-2.1139774158370095,0.10850805238153298
jul,D3,6,water,Mv,1,1,seedling,7,2,625766,307,1.4017106348744693e-4,Mv,0.011817308526359968,3,11,1,1.4442194705360583e-4,0.044996944724744,2.8884389410721166e-4,0.49496639197218395,0.044996944724744,0.17165734357088416,-1.475528372666714,1.1624316277008453,-0.814208160605076,0,D36w,-4.426218703782413,0.012767080299654987
jul,D3,6,water,Mv,2,1,seedling,6,2,446002,298,2.2271947958379858e-4,Mv,0.17025661280293297,3,11,1,1.0314773900543e-4,0.044996944724744,2.0629547801086e-4,0.49496639197218395,0.044996944724744,0.17165734357088416,-1.475528372666714,1.1624316277008453,-0.814208160605076,0,D36w,-1.5838050266515653,0.17089813690253816
jul,D3,6,water,Mv,3,1,seedling,5,1,417395,138,6.612441452341308e-5,Mv,0.023246534085585864,3,11,1,1.8144527153562276e-4,0.044996944724744,3.628905430712455e-4,0.49496639197218395,0.044996944724744,0.17165734357088416,-1.475528372666714,1.1624316277008453,-0.814208160605076,0,D36w,-3.738036240485739,0.024174070011489395
jul,D3,7,water,Mv,1,1,seedling,6,0,451056,0,0,Mv,0.05657379131421777,3,19,1,4.42070766861134e-5,0.06848002193610038,8.84141533722268e-5,1.3011204167859072,0.06848002193610038,0.007093096192119988,-1.3088258305962241,1.1698523089068102,-0.7560159532830605,0,D37w,-2.8139557086370215,0.05743648821827571
jul,D3,7,water,Mv,2,1,seedling,7,2,539373,128,6.780359523266565e-5,Mv,0.00790299971965237,3,19,1,1.0305279069780573e-5,0.06848002193610038,2.0610558139561147e-5,1.3011204167859072,0.06848002193610038,0.007093096192119988,-1.3088258305962241,1.1698523089068102,-0.7560159532830605,0,D37w,-4.832452967783094,0.008860386879730868
jul,D3,7,water,Mv,3,1,seedling,7,1,505982,73,2.0610558139561147e-5,Mv,0.018858542682620855,3,19,1,3.3901797616332824e-5,0.06848002193610038,6.780359523266565e-5,1.3011204167859072,0.06848002193610038,0.007093096192119988,-1.3088258305962241,1.1698523089068102,-0.7560159532830605,0,D37w,-3.9516986364419413,0.01979461555677918
jul,D3,8,water,Mv,1,1,seedling,7,1,633559,143,3.224414999798192e-5,Mv,0.0016181218622184396,3,3,3,5.856236885964099e-5,0.06898139995637832,1.1712473771928198e-4,0.20694419986913498,0.20694419986913498,0.08783002774813657,-1.2513046721709904,1.075381049808259,-0.5557497038620305,0,D38w,-6.424252905016314,0.0025877364111246293
jul,D3,8,water,Mv,2,1,seedling,7,1,637781,463,1.0370778863411915e-4,Mv,0.002923184953494245,3,3,3,2.283054954157238e-5,0.06898139995637832,4.566109908314476e-5,0.20694419986913498,0.20694419986913498,0.08783002774813657,-1.2513046721709904,1.075381049808259,-0.5557497038620305,0,D38w,-5.831813021952189,0.0038902604691489254
