iteration,disease,resident,E.A,E.P,e.A,e.P,s,b.A,b.P,Y.A,y.1,Y.P,g.A,g.P,l.A,l.P,L.A,L.P,beta.A,beta.P,ann_invades,per_invades,per_viable,outcome,litter_producer,litter_tolerator,iterationF,ann_rel_abund,per_rel_abund,eq_litter,Resident
27,without disease,M. vimineum,0.037990616597859794,0.052005422265438014,0.1807645110060696,0.21999971486870218,0.99,12.56477709605617,4.545585023136299,31.452801328512848,0.0016724508738126494,82.26952695833461,0.7395828480657991,0.06085918614879139,73.19042133777532,1933.1789944102568,2546.8591891069905,6090.016307889684,0.0014755962034589537,0.0012683554109353009,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: M. vimineum,27,0,1,2546.8591891069905,Resident: M. vimineum
28,without disease,M. vimineum,0.0474193553372911,0.04771828418606192,0.2148953817938948,0.21991113077879737,0.9510038590644548,15.33668881006409,4.784464450295677,23.181351649594497,0.03718004111061069,49.4727916914296,0.8086710996385845,0.02854994649607427,65.64151934812344,105.64922853410775,2914.7166021370276,1185.822014983718,0.0012117155132425246,0.0012380379333195547,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: E. virginicus,28,6.336013368289165e-151,1,2914.7166021370285,Resident: M. vimineum
29,without disease,M. vimineum,0.020001370663084213,0.062196531730667456,0.1575341340357814,0.21999999978526724,0.9857596712902089,13.997809445364224,3.258596250302711,60.43706731183632,0.0028074567287541216,73.18072742203336,0.7645071930226454,0.07585290292242979,241.6139671116128,2879.2468809538236,5854.637991275061,10345.264534161608,0.0011744819976015621,4.333615033074522e-4,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: M. vimineum,29,0,1,5854.637991275062,Resident: M. vimineum
30,without disease,M. vimineum,0.03872800723158779,0.2154135459226844,0.21893455370355194,0.21983959635724412,0.8674691539334184,17.283200320070456,5.561808254008395,30.14291086413492,0.0028142737257292566,12.91458808575429,0.8180510680178128,0.11879653371204678,414.8178161128499,199.05105915157088,17630.27450455219,6167.830900068162,2.6392852990992955e-4,1.1654248503804508e-6,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: M. vimineum,30,1.1087922507314725e-82,1,17630.27450455219,Resident: M. vimineum
31,without disease,M. vimineum,0.009965918632023995,0.01892116405677601,0.21795650462823313,0.2199746375644007,0.9547673993610428,14.670225775312721,4.944180586189985,113.639335487054,0.009107952889597797,49.77276123220895,0.75273999180467,0.014619612152120943,226.4822561943207,43.555870206006766,1934.3785881332255,382.939129932244,0.010789091225532399,0.005493160051416374,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,31,0.9999999999999457,5.425259134082636e-14,1934.3785881332255,Resident: M. vimineum
32,without disease,M. vimineum,0.05591832101199007,0.1815013510965943,0.2198684607585686,0.21999734857968012,0.9698239793282512,15.203756951065781,7.447418379088027,20.823792856664372,0.0065108998657187975,11.140842068970644,0.7962606803175405,0.03313595524914023,116.16399320557468,87.37596385557931,6116.24501108312,3442.017091512991,4.7937214385968625e-4,3.467774434073746e-5,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: M. vimineum,32,1.5415673820355677e-182,1,6116.24501108312,Resident: M. vimineum
33,without disease,M. vimineum,0.09749197798727119,0.030254919142016196,0.2193154355225167,0.21999992822824488,0.9716743064415406,17.143956658429953,2.201769395705811,13.073132467107937,9.734432219652673,0.2660272018498187,0.7408204545398678,0.22706533016042418,168.99661247970596,47.60925060314495,17909.96763496022,519.3533713378044,6.976976151412662e-5,3.5017050599212956e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,33,0.9999999999999898,1.020698525812859e-14,17909.967634960216,Resident: M. vimineum
34,without disease,M. vimineum,0.016103851875043245,0.0339575527458836,0.2197101250637855,0.21999795043595782,0.4703031923531949,18.821477921595953,3.079735991835018,77.75653464228813,0.0011739647757018493,567.1206410367554,0.6937057166024081,0.12670672820269613,186.5852750541312,469.0456521979152,3362.4798681208035,1723.226599984357,0.003760119908811648,0.0016293379852054105,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: M. vimineum,34,0,1,3362.479868120804,Resident: M. vimineum
35,without disease,M. vimineum,0.06846004982111586,0.14242862724902589,0.2142519540253209,0.21968785189348844,0.9609528971532586,9.988971933057375,2.978026669377436,17.680505660990857,0.10417456176192481,3.3783181745493818,0.7700687012370744,0.06970753412013041,117.81630952520938,54.407634528596766,5159.0800653458045,867.894676188479,4.127850212440358e-4,1.0514310279003724e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,35,0.9996298341162942,3.7016588370576486e-4,5159.0800653458045,Resident: M. vimineum
36,without disease,M. vimineum,0.15221021129296686,0.004266457254686245,0.21980220825918967,0.2190767674187525,0.952128300797272,16.47808105185707,2.8113453867597964,8.27210893465218,40420380861361790,0.4256556147488681,0.7600926493919904,0.07448567968209042,265.519488568013,54521764790388616,42469.02375640177,27695401845.140003,1.0456328310709386e-5,0.001185537908561363,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: E. virginicus,36,0,1,42469.02375640177,Resident: M. vimineum
37,without disease,M. vimineum,0.022750407438004414,0.1361054099897776,0.2139156628279087,0.2198870984979042,0.99,14.125600193592694,4.370724274893436,51.513093318199,0.008282733677933312,6.708717242206902,0.7832079101796173,0.049063686138762254,234.30910912150608,199.61177826949077,4761.910517467306,3592.1113933829847,0.0017645686223295113,1.292684348297377e-4,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: M. vimineum,37,0,1,4761.910517467305,Resident: M. vimineum
38,without disease,M. vimineum,0.06265948540532365,0.09666992479898592,0.21999571222941042,0.2199982302241614,0.980984138737059,18.70210350239433,5.0199479768910225,18.186150710171123,0.001113913722332889,207.52117106238697,0.7800369486968699,0.04985103901287623,53.73367937891375,2092.1498497550533,3770.4146256965823,12276.658523118413,6.659671319250349e-4,3.3836253655829886e-4,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: M. vimineum,38,0,1,3770.4146256965832,Resident: M. vimineum
39,without disease,M. vimineum,0.07115705516868945,0.051554952321451054,0.21806338716647533,0.2199335112714401,0.99,17.150854896352847,5.229745718174934,17.137058065945382,0.3140474470527304,2.467915861134677,0.7796690431219411,0.03371689989370832,241.39511970598957,154.53999293382864,18798.651217930055,3143.203351639959,1.0982364622538738e-4,1.737359560761403e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,39,0.9999908611648873,9.138835112655284e-6,18798.65121793005,Resident: M. vimineum
40,without disease,M. vimineum,0.03823853695797957,0.09275369921119281,0.21996683859647537,0.21993593441744094,0.9725490231153336,16.04167606011305,5.4311249083133735,31.740954078110363,0.0243603047574224,12.680723407025082,0.7751647090197831,0.13216901122877886,287.5600056613103,721.150785477019,11075.728342601815,10306.324668030844,4.290906046113312e-4,1.238006483234002e-4,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: M. vimineum,40,0,1,11075.728342601815,Resident: M. vimineum
41,without disease,M. vimineum,0.047852748286886154,0.1222576132920847,0.2198206935247506,0.21996958095755526,0.9361195326117089,13.789743080059578,4.622579573352552,24.646025788616576,0.060213032955646915,2.722021083072502,0.7900245268275033,0.08612505525499116,157.1665335755601,30.19954193215635,6455.020942432802,725.3936971992689,5.567278679652465e-4,1.2381526458898507e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,41,0.9999999999999998,2.442908873992993e-16,6455.020942432802,Resident: M. vimineum
42,without disease,M. vimineum,0.04110431090247072,0.2112071277079721,0.21996596962127674,0.21998181015922308,5.37131029528073e-5,17.789837777546513,4.218734384126139,29.00638064807578,0.04714246796917084,2.24434101732058,0.7680951967063595,0.05343163871611922,133.92559037964014,0.7648603920254354,6023.9805341750325,-3.71540028572781,7.223477466088944e-4,6.896667340503116e-6,1,0,0,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,42,1,0,6023.980534175034,Resident: M. vimineum
43,without disease,M. vimineum,0.008418067351402709,0.20181103714734439,0.21986893726404325,0.21986834563984697,0.8266101177639654,16.87608028832081,4.899409987362855,135.19510608182364,0.0030549330285458373,545.6401378243678,0.7105913897137421,0.1010977891141611,194.02483344829955,643.9117585313122,1529.0180182213544,10671.048432859148,0.01642799177712687,5.851881189078974e-5,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: M. vimineum,43,0,1,1529.0180182213544,Resident: M. vimineum
44,without disease,M. vimineum,0.05275078393231811,0.004604353314384412,0.21958302924246256,0.21998522693334094,0.9047322378797248,14.909506228787366,4.888383132379639,24.257951637939232,0.18786503307855779,0.3838713595423326,0.73058833719141,0.02383474118380901,211.23385314759935,1.1776127120903022,10452.954101586933,4.369026785993839,3.0256036349265763e-4,0.004475066042862965,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,44,1,5.868514798599224e-44,10452.954101586933,Resident: M. vimineum
45,without disease,M. vimineum,0.019035904203916,0.09742498935144082,0.21904401574829752,0.21995299377964175,0.957992157702716,14.323138121773834,3.188429141952447,59.60106255139369,0.01248979303987701,19.478362205896254,0.7925960297471479,0.0331963642340251,199.66799430691546,66.54783086096371,3300.9282519045546,917.2030773012773,0.003183010080231024,3.8100345034848375e-4,1,1,1,coexistence,Producer: M. vimineum,Tolerant: M. vimineum,45,0.05542176749514143,0.9445782325048585,3300.9282519045537,Resident: M. vimineum
46,without disease,M. vimineum,0.08859740642555484,0.0907790358782339,0.2196434966918435,0.21976420491107196,0.99,14.0830666649307,2.427308496076261,14.279788608871074,0.36017926287171714,0.41684046041249523,0.7495718088636992,0.015085889439963654,223.59026736456016,13.35248675688615,17702.575862081183,179.3159210928925,8.35538748966132e-5,8.026343589850624e-5,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,46,0.9999999152048592,8.479514077832307e-8,17702.575862081183,Resident: M. vimineum
47,without disease,M. vimineum,0.05554947697284516,0.07767375086376287,0.2196526331018175,0.2197830521359627,0.99,19.10193673552612,4.345990509315837,21.491218294546304,1.3446299282461034,1.3213360266217502,0.7434105423359754,0.10421439753751947,63.9162632023769,56.23108759066329,4082.4756595801578,998.9030356820847,7.23624654929166e-4,4.481512605025357e-4,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: M. vimineum,47,0.9518993374644812,0.048100662535518784,4082.4756595801573,Resident: M. vimineum
48,without disease,M. vimineum,0.049231611931319384,0.09419614411064682,0.21913609225002187,0.21999667194091482,0.9057433978060445,14.900914291766256,2.5865622381306266,23.007180504427073,0.03573390248549369,3.955116497315856,0.8154033369172583,0.02996740663229813,113.3649167086254,7.8216591975625605,5138.6834269004075,98.8603834946266,6.715972547100702e-4,2.598947307405495e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,48,1,8.924818329984596e-37,5138.683426900407,Resident: M. vimineum
49,without disease,M. vimineum,0.017207837324057576,0.08838777797646952,0.21992438242599835,0.21999974283082405,0.8719660626670042,19.18893612849163,4.979791676995965,65.9255094333496,530369567.542739,1340.8542734871269,0.8230455284555628,0.07451321400720788,404.1181119659755,402964197088.4521,8280.972682968912,251203634.49689642,0.0014225958982241886,1.7981329721638594e-4,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: M. vimineum,49,0,1,8280.97268296891,Resident: M. vimineum
50,without disease,M. vimineum,0.031087197136270544,0.10597475033568549,0.21992588975793267,0.2199769678839293,0.8975918216401508,14.534539147202091,5.194644567547194,38.32678766697308,0.002536557431755627,51.47544254229772,0.773168831233899,0.07677281650226532,196.23869393625898,258.93191402633454,5477.361116776196,4200.976739623984,0.0011090165911540406,1.9639911328412371e-4,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: M. vimineum,50,0,1,5477.361116776196,Resident: M. vimineum
51,without disease,M. vimineum,0.03702810719795373,0.021086097575366475,0.21944328734890642,0.21999803671947404,0.951802309848325,14.137213529548148,4.349449776569634,33.68633816191655,0.0471564351960569,0.5029406021206623,0.765445704723175,0.044114456766968665,755.8893279810744,13.739090508245495,25213.826245605876,293.57134627869664,1.9538477018206726e-4,3.7413288570017173e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,51,1,3.554518139287601e-24,25213.82624560587,Resident: M. vimineum
52,without disease,M. vimineum,0.035575480137290796,0.17756333314413658,0.21736709621104638,0.21939739511450904,0.99,15.076850258461384,3.429560176381656,32.38972369867351,0.013629631391771126,134.54621128043797,0.7962873461579683,0.028036581380782487,145.3263609381549,2186.3468731582643,4841.542116093219,21982.810908496554,0.0010554541361383139,4.8662344897640066e-5,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: M. vimineum,52,0,1,4841.542116093219,Resident: M. vimineum
53,without disease,M. vimineum,0.013353182959066791,0.13460384765232555,0.21998443805136703,0.21999951355038014,0.9403418732640494,15.17426082249417,2.812170321266883,80.97638057709108,0.1939583013199356,6.60350765062187,0.7910689437903735,0.06966114365098292,167.8094469382227,20.759846342679552,1964.5636123611066,297.18739995929104,0.007876714754406516,3.22932875170772e-4,1,1,1,coexistence,Producer: M. vimineum,Tolerant: M. vimineum,53,0.9464734126967819,0.05352658730321816,1964.563612361107,Resident: M. vimineum
54,without disease,M. vimineum,0.02654705198514477,0.005309954769000534,0.21990397355630623,0.21999955439997915,0.9852788520995566,22.956116465912014,3.0513841945609808,44.58381543532834,5.0643156741778705e-5,3319.2559098943066,0.7970284563341888,0.013277548981103473,399.7485357363289,34362.675742063526,15289.753675334496,15298.569501618724,4.7636838821458013e-4,0.0026443546200080235,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: E. virginicus,54,0,1,15289.753675334492,Resident: M. vimineum
55,without disease,M. vimineum,0.05280094016768778,0.2150121869839336,0.21985492332918352,0.21986670778785003,0.99,13.098596823249654,3.603137159599635,21.984529982112324,105.46162503277108,0.3864997470039226,0.8030487920645596,0.1051243349023427,137.9396453288197,66.26634626681845,5931.079181937865,1420.5084927542775,5.334349387547268e-4,3.8067080273784733e-6,1,1,1,coexistence,Producer: M. vimineum,Tolerant: M. vimineum,55,0.5543955894858983,0.4456044105141017,5931.079181937865,Resident: M. vimineum
56,without disease,M. vimineum,0.05649892293704813,0.17031081360869507,0.21857559900845905,0.21998236276245398,0.9095698465135058,14.292458965452106,4.178182637165705,20.47101927812822,1.4980415030599813e-4,8053.610786895122,0.781437925245636,0.08283362806275502,74.60555569309456,35101.34862934561,3683.132302077343,97346.34392869455,7.788665152648984e-4,7.91859555586637e-5,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: M. vimineum,56,0,1,3683.1323020773425,Resident: M. vimineum
57,without disease,M. vimineum,0.18748204071606442,0.030433260874397173,0.2197835906622278,0.21995787376543388,0.7622103804453276,13.76616879152274,4.094093526129628,6.49128622969542,0.3736849717335112,1.0582173392633245,0.7867707044538759,0.09176821805851097,143.3980287630147,12.671276851124976,23538.653769216762,237.60493243514998,7.3195110179092945e-6,2.6456689996833476e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,57,1,9.486239988138772e-109,23538.653769216762,Resident: M. vimineum
58,without disease,M. vimineum,0.005776851158678122,0.19121012978350896,0.21964831902415832,0.21999995146475018,0.955280882145396,17.360998658207247,5.562206833552858,167.75797162262032,7.039754764292841e-4,3408.7213186262015,0.7932443065585074,0.10445821104496356,198.2252540964679,12051.223487287478,1030.9434527540857,48902.84830267249,0.03591094445790149,1.4604719954504564e-4,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: M. vimineum,58,0,1,1030.9434527540857,Resident: M. vimineum
59,without disease,M. vimineum,0.044470064067177004,0.08869773351606308,0.2176260283123174,0.21965179770027246,0.99,13.06953113914061,3.4490887168823043,27.03085418153991,2.122864067116921,0.041768819241390684,0.7898662220189431,0.09350873577519979,329.50157644059703,6.3027540330732785,12218.047878032741,109.36346372489425,3.1868958992425125e-4,1.2083830818841595e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,59,0.9999999651688322,3.4831167869629946e-8,12218.04787803274,Resident: M. vimineum
60,without disease,M. vimineum,0.059016003194724935,0.06380020707486629,0.219524459372057,0.21989953943586804,0.9257798042164435,16.34854474555666,3.9761449415509778,19.65504222891981,0.05632102023528768,1.8689807728898085,0.802337594728782,0.07167395832655821,117.37172232291006,13.749895549357316,7039.9391347823475,268.71182491896366,3.86330698446816e-4,3.4754420618622324e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,60,1,5.487279757811775e-30,7039.939134782348,Resident: M. vimineum
61,without disease,M. vimineum,0.12699741097159928,0.07475903393531967,0.2197882152286252,0.21996681437096216,0.9891088816279765,13.960220142850224,4.098991501284271,9.630107578840402,0.04906914010155424,2.065847373231767,0.7769970789576829,0.0830902160757995,135.978889877932,290.5272176678705,15262.204111268624,4552.274082225327,4.7873239261950015e-5,1.272649904091145e-4,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: E. virginicus,61,0.9529868131505874,0.04701318684941253,15262.20411126862,Resident: M. vimineum
62,without disease,M. vimineum,0.046577172129172804,0.12149496471141416,0.21955596742232789,0.21985270463685866,0.9378440171580615,14.483476683352448,3.620314242025,26.23488154543014,1.2543556929851694,1.2676884233642596,0.7515739070321066,0.08267614472298199,131.72689715481815,12.269389220462287,5500.15711170599,231.33942015544335,6.752190016760055e-4,1.4718893618388565e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,62,1,5.352090221762899e-23,5500.15711170599,Resident: M. vimineum
63,without disease,M. vimineum,0.021628516977672103,0.19818174868098548,0.21875985332431494,0.2199353708266748,0.9583730990392252,15.504802957925904,3.2927930395873015,54.14573804389485,0,81.6270902547637,0.7850557311670674,0.07379061677853362,260.11247231008315,903.3273501474941,5401.171008500406,13812.098200602228,0.0016874891779545915,2.032263404089267e-5,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: M. vimineum,63,0,1,5401.171008500406,Resident: M. vimineum
64,without disease,M. vimineum,0.008533307957093585,0.11745512739160607,0.21999086990895203,0.2193597582540426,0.9638412119848158,21.678879674645753,4.071091402718389,132.5341517427564,0.7356565159768526,4.4280217257403915,0.7911582816559151,0.21586344361268894,425.25563699719606,110.64588000535487,4734.4065063510025,1956.8775028867244,0.005234078801424515,0.00018325523727534172,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: M. vimineum,64,1.2097788146437814e-261,1,4734.4065063510025,Resident: M. vimineum
65,without disease,M. vimineum,0.017016123840109525,0.21407082948807796,0.21948733080554028,0.21999104317511062,0.8963719152350129,15.914392976738483,4.360925298131184,65.33334110294538,0.023651610434696647,34.783810956922814,0.8130484533082869,0.03914758540115102,230.89817836632656,58.59522562009002,3790.7266767546657,1425.7333992570202,0.0031389193884110364,7.295539600837384e-6,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: M. vimineum,65,7.4641074513212e-117,1,3790.7266767546653,Resident: M. vimineum
66,without disease,M. vimineum,0.049876326554734014,0.0026495237572177785,0.21996870946133587,0.21972352090467415,0.9725481574720083,18.208449569288966,6.296230388498352,25.379877768872433,0.5074124356023226,0.17644432592577966,0.7507559829947866,0.036318287105687665,458.3072192605557,5.751117321000449,26411.295289631096,120.52005755525914,1.2912213692714127e-4,0.0031020606484718897,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,66,0.9999999999999988,1.1811376601052314e-15,26411.295289631096,Resident: M. vimineum
67,without disease,M. vimineum,0.0772304625414246,0.06734856827887865,0.21982073362396198,0.21999998684224426,0.9809001332177746,16.275452102067643,5.016869985231888,14.545699674899419,0.047494877623709963,12.339923073161602,0.7856525911711005,0.03415213860486605,39.56664313976906,77.82433511994788,2959.2779274869463,1198.890233905675,6.239007445783354e-4,7.65925840562276e-4,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: E. virginicus,67,2.5752347046754577e-159,1,2959.2779274869463,Resident: M. vimineum
68,without disease,M. vimineum,0.0763381113700487,0.01857690146679065,0.2199812823268956,0.21958905211726487,0.9463287805079109,13.691332530630007,3.4851456523066626,15.435089493489741,70.13601211589416,0.37099273669971383,0.8080665259040701,0.12565289401101537,193.16510046703323,64.97082965822703,12741.72713972789,783.2680214029068,1.4767781974938142e-4,8.492210135504132e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,68,1,1.1592689195464234e-25,12741.727139727886,Resident: M. vimineum
69,without disease,M. vimineum,0.01749180089409262,0.1553499447359312,0.2183992431273834,0.2196673662879445,0.9465728791324116,17.735172484519204,3.6270446149123314,69.58808539282026,6.10627520670247e-4,109.70000200279314,0.7613814560334705,0.03453539075911234,415.9116462992793,567.2308113383481,8076.2258115338855,8462.356897759775,0.001422175019928006,5.126359618578802e-5,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: M. vimineum,69,0,1,8076.225811533886,Resident: M. vimineum
70,without disease,M. vimineum,0.06408182637492195,0.011993532491840453,0.21970553143771077,0.21822205819378657,0.9538250424954957,15.121936710276318,4.7071501213265154,19.158892158845582,0.003544704618716915,82.46200702425767,0.7642614841325491,0.03946549233514991,163.9194584752344,794.2403749707682,9976.489819614313,3295.686494608214,2.4342383828407984e-4,0.0017235498832123162,0,0,1,priority effects,Producer: M. vimineum,Tolerant: E. virginicus,70,0.9985836215028161,0.001416378497183888,9976.489819614311,Resident: M. vimineum
71,without disease,M. vimineum,0.026968438726875005,0.020171070040176563,0.21910352289793222,0.21947493051654018,0.9601624964368202,12.114966539007352,3.73213112531403,43.428967290207304,1.7697637200843974,1.627052000144866,0.779324032152215,0.05923202210902331,183.80884217808457,14.294325687700896,3692.221880970226,188.9831474375747,0.0019295812861613616,0.0026760793196973763,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,71,1,4.672656448928376e-19,3692.2218809702263,Resident: M. vimineum
72,without disease,M. vimineum,0.1880064173075232,0.1812897503119891,0.21992907471866224,0.21999756968251427,0.974361213712211,15.454283633434537,2.998352544532596,6.437394521622891,0.004072800767328867,35.66197349325123,0.774832516507584,0.13170723721466984,52.45801109325709,1946.912684862876,9549.539352869848,23125.803891149062,1.778049883115284e-5,2.23585189552112e-5,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: E. virginicus,72,0,1,9549.539352869851,Resident: M. vimineum
73,without disease,M. vimineum,0.011781655476297049,0.18877679120591914,0.21958843717409238,0.21999985994981675,0.9686523717928992,17.847490515430277,4.480440878503862,95.0914018750363,1.6166801728364577,8.05710076992459,0.7712910235614147,0.06590758122762719,214.27508888367808,52.77357963982156,2640.2847392077397,1284.7152273860756,0.00668040253580751,6.264352963795713e-5,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: M. vimineum,73,1.8743530844104355e-264,1,2640.28473920774,Resident: M. vimineum
74,without disease,M. vimineum,0.07932860554684999,0.16519047376070886,0.21769593458953576,0.21851949567291368,0.8793022851264036,19.16820376048809,4.4193596486565,15.241076050844292,4.69460765723993,0.21877322769287702,0.7892527620373003,0.05082046913987714,249.69291222623264,3.056890011781221,24310.48150599207,51.570390557877545,7.174806231022769e-5,1.3279601997804072e-5,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,74,1,2.615492554321639e-54,24310.481505992073,Resident: M. vimineum
75,without disease,M. vimineum,0.01340306933921726,0.06030480538611175,0.21964839866039004,0.21902479300613664,0.9398337263478327,15.760871584478233,4.274175998717087,95.50907919936402,0.04991306936312667,12.495551701459009,0.6975963291284796,0.05960076121371296,319.13929507666,59.403036204659315,4103.632964850726,916.4170027292947,0.0037498280027476838,6.413737640937953e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,75,0.9999993184056705,6.815943295591465e-7,4103.632964850727,Resident: M. vimineum
76,without disease,M. vimineum,0.006938233502465542,0.14195513148881211,0.2192956082545414,0.2196644440679458,0.9457715552468849,12.820739321232077,5.511498594737609,140.1601975375382,0.036809183991463,74.05796383308727,0.8232628932345202,0.07895362627503051,197.66345543702263,189.18312319405214,949.3233620566435,2494.4268490018258,0.03224068552011075,5.766440327994721e-4,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: M. vimineum,76,0,1,949.3233620566436,Resident: M. vimineum
77,without disease,M. vimineum,0.015160230236831988,0.03259959602982155,0.21864224862317266,0.21918466103830175,0.8435269564148736,15.087892325545733,4.128631448291364,76.4125716058927,0.00805091686932713,7.35555349814983,0.7768004414500619,0.3517063682928311,263.02655879021665,73.4557539503131,3665.516195264735,752.5662532147569,0.003661719705850148,0.0015614551597674963,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,77,1,7.932448655406645e-27,3665.516195264736,Resident: M. vimineum
78,without disease,M. vimineum,0.002009106040736871,0.15591637671241157,0.21686843756780727,0.21892031121618435,0.986618502325567,16.931619855089313,6.913068222158795,466.1180179951107,0.08232786664658416,61.813335794346585,0.7284093784932791,0.026597341464762597,357.26387482957733,131.73679827031447,551.1756448884307,2119.414727411317,0.19402663056977174,7.33138317719152e-4,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: M. vimineum,78,0,1,551.1756448884307,Resident: M. vimineum
79,without disease,M. vimineum,0.09255368393518544,0.11161217114281796,0.21983367748218954,0.2194773101165768,0.916769484110238,15.34486821074397,4.23313746842657,12.68054481185713,0.0011288844512573678,332.5276451445211,0.7916182956452883,0.08350965593715523,75.03011245166327,2528.0178876486502,6615.361012362079,17469.441134112993,2.0788008486657635e-4,1.460884904827794e-4,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: M. vimineum,79,0,1,6615.361012362078,Resident: M. vimineum
80,without disease,M. vimineum,0.014352099571176826,0.12084676551156133,0.2050494377327378,0.21869455035001906,0.9212977105767659,12.181197508660393,8.51997141939118,77.73925709657853,0,0.48165715011718824,0.7793648998354942,0.004795676705984436,171.20392810080565,0.09000422486996065,1885.5687689501635,-45.05486045925386,0.007046716767392412,4.2941142086174377e-4,1,0,0,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,80,1,1.6926403713205415e-36,1885.5687689501633,Resident: M. vimineum
81,without disease,M. vimineum,0.03831592883540572,0.014378150077842074,0.21998246177522282,0.21998857290086493,0.8807725765636917,17.257977197224857,2.6291596920072204,30.372105322186695,0.14732303786167483,3.1960158992587306,0.8159339947105319,0.12908646320319184,320.2038950599982,46.25520986987551,13322.205914268041,450.85986526255374,3.558929851230028e-4,0.001073410827540892,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,81,1,5.821358058064647e-51,13322.205914268045,Resident: M. vimineum
82,without disease,M. vimineum,0.046654188930590854,0.09509630314571649,0.2194903809645054,0.2198894926662557,0.905513324790188,17.32101207725341,5.337743968198964,26.512020477675577,0.0010478580488094004,370.6811756070731,0.7586273770268697,0.1407528907086055,234.58696362975556,6498.409135078931,11928.338496747865,38323.97927894848,3.1057328141951076e-4,1.1001383288953626e-4,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: M. vimineum,82,0,1,11928.338496747863,Resident: M. vimineum
83,without disease,M. vimineum,0.06724005887889957,0.02766935153330229,0.2190113468449399,0.21999100649288178,0.9295480312526394,18.0316187484389,2.4229086413991388,18.042652033988936,0.051071548819953426,2.6646621274366886,0.7653265473572468,0.07113775860352668,111.82569956081551,22.224501648580972,8470.83313915082,247.69431878053615,2.664620762996672e-4,8.205462773784333e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,83,1,6.245179447857157e-30,8470.83313915082,Resident: M. vimineum
