iteration,disease,resident,E.A,E.P,e.A,e.P,s,b.A,b.P,Y.A,y.1,Y.P,g.A,g.P,l.A,l.P,L.A,L.P,beta.A,beta.P,ann_invades,per_invades,per_viable,outcome,litter_producer,litter_tolerator,iterationF,ann_rel_abund,per_rel_abund,eq_litter,Resident
130,without disease,E. virginicus,0.09477136162191989,0.15647811843031062,0.2137741426183722,0.2199436868682452,0.9144896020812845,13.162230805069594,4.215868770918861,36.23297293123313,0.027106847366100046,9.180637338255119,0.7935006065633499,0.056447150366119046,228.25347480205565,50.459970970501935,4936.946704658084,853.1856334504616,0.0014717581734779164,4.7538012996042216e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,130,0.9999999999999999,8.729435063449267e-17,853.1856334504611,Resident: E. virginicus
131,without disease,E. virginicus,0.01340620177025483,0.01699261074221026,0.21280025166356611,0.21972712576406128,0.9754796186477356,13.750727435443121,3.7659160632505944,1.826156304194151,5.048379968701748e-6,26.339802328552402,0.7886377472269729,0.052187150286775404,291.1071033660543,11892.985893215287,8111.129841574517,20824.577933801487,7.142170850986528e-4,5.729165599167229e-4,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: M. vimineum,131,0,1,20824.577933799847,Resident: E. virginicus
132,without disease,E. virginicus,0.014108170995847715,0.012267630991566171,0.21779375787709546,0.21999683820187033,0.99,15.441706019153145,2.7872952498577246,4.453904093843105,0.001974477068603908,15.75225000575316,0.7489386052775664,0.04928613866976868,264.43662231732304,6281.475695572133,4542.193510287922,5912.85874959497,0.002441708218105471,0.0028637891587591654,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: E. virginicus,132,0,1,5912.835802770047,Resident: E. virginicus
133,without disease,E. virginicus,0.11321810882975993,0.1446205470460554,0.2179974956303504,0.21995755443292248,0.9450618983673886,16.485572162372804,5.047599189765164,45.13049406495481,0.03171191670748584,6.955023478320831,0.8329616086479104,0.05172057540884864,219.2873975456388,39.51170905389217,5891.136884350932,744.7714041365039,0.001242616061780962,6.994479012932183e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,133,1,1.4106799233826266e-17,744.7714041365025,Resident: E. virginicus
134,without disease,E. virginicus,0.016405532645937988,0.21047986904677193,0.21992922771702655,0.21999376879142035,0.99,17.13772888569801,3.4826386134509257,13.256204127066571,0,1.0266718849659273,0.7917900056856655,0.04416085856618914,520.1197367129488,228.64352525258414,6516.002899653657,4605.61466359131,0.0026996041535446995,9.836111653117065e-6,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: M. vimineum,134,0,1,4595.413077502054,Resident: E. virginicus
135,without disease,E. virginicus,0.2126188858728883,0.005255546314834931,0.21935728494096454,0.21979876720456007,0.99,12.187888941005612,4.684367387260675,50.72395370066924,674.8389017007422,2.854425529428205,0.7994281546410907,0.08089956265276321,126.40492903428712,568.179353511053,10886.374014246161,358.07655312077526,8.850728140861332e-5,0.11400424958525193,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,135,0.99999901717841,9.828215899836426e-7,358.07655645846864,Resident: E. virginicus
136,without disease,E. virginicus,0.19702229779466696,0.11003425429726753,0.21839921751276434,0.21999967755208227,0.9088465831910734,12.484647801353791,3.113565527774414,153.49168800340468,0.43494793984387076,5.820704185035842,0.7748723991156375,0.13029059712114802,961.3046686387362,71.13901503288251,28313.95625474617,622.2444206372415,1.7436878253813745e-4,0.001606080223302644,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,136,1,1.0513562155618905e-40,622.2444206372411,Resident: E. virginicus
137,without disease,E. virginicus,0.0034342046066210947,0.031587474894422866,0.21644276337686041,0.2194847522335906,0.9769159427514627,13.236119023092046,4.302886091409494,0.8202543491538701,0.015383260500122238,5.422967322286885,0.792444384015437,0.12884381982161852,168.4348969288677,8059.793998078723,3568.4642788749466,30041.29935426318,0.0020646772597785242,1.980098817615651e-4,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: M. vimineum,137,0,1,30041.299354215596,Resident: E. virginicus
138,without disease,E. virginicus,0.10732836026156113,0.055908182775690485,0.21922793304562257,0.2197679716586573,0.99,9.952428159902325,2.8529864586348324,1.7339146551911397,0.007733860837350316,1.6812234718922832,0.7333187262306111,0.10159453379233438,240.16227428655557,3250.9687416400507,15618.418702950308,14313.442228790094,7.284128257753306e-5,2.0476732871677522e-4,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: E. virginicus,138,0,1,14313.18715178449,Resident: E. virginicus
139,without disease,E. virginicus,0.17806461613195365,0.19956608078092672,0.20059415892771604,0.2198873909415606,0.8635114002360802,15.574136755922988,3.606523267998225,213.07430000161776,0.08337119222987827,6.934094175414505,0.8029739978267506,0.09056367735201404,216.879085663564,6.573720862117614,5656.535381533854,100.78073929871294,0.0012554436105892352,0.001010386270278857,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,139,1,8.96563569538826e-59,100.78073929871289,Resident: E. virginicus
140,without disease,E. virginicus,0.1280637179208371,0.17827119482557574,0.21715430527710247,0.21999294979372838,0.9234300547804463,10.665300742598342,4.77098341099024,179.82531600383223,0.3489367588595409,4.136013632755711,0.7895657319913505,0.09467119263166358,190.79104914780888,7.250034870841245,2191.801052733451,135.5995446203321,0.0051303557972894286,0.0017259299369359784,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,140,1,1.4711265042882659e-31,135.5995446203319,Resident: E. virginicus
141,without disease,E. virginicus,0.21456937081850744,0.21970212350905016,0.21538487518120247,0.2199966379314059,0.8609011058217096,16.091102071920897,3.512517188512773,377.2204096935387,1.661623629162954,5.28028819274459,0.7723588007421702,0.0803436192806946,92.56849985174428,1.2336564931992646,4336.846862586106,4.578483607382623,8.301123902886393e-4,2.927862300336476e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,141,1,3.427838096967497e-62,4.578483620028194,Resident: E. virginicus
142,without disease,E. virginicus,0.007536344508181874,0.21331369647461576,0.21893668084032317,0.21986445374649916,0.9276100149860842,17.033858249887572,3.315067012765786,7.568596099112154,0.010900254916208609,5.333005877791398,0.7651011806319051,0.06059331299337945,142.56163560068956,111.81008727404132,1439.0008703964718,2082.478012023741,0.013469904177658754,1.4746614982694353e-5,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: M. vimineum,142,0,1,2082.478012023739,Resident: E. virginicus
143,without disease,E. virginicus,0.05317903628788349,0.19579384440402056,0.21893762484221224,0.2199715612731466,0.99,19.03496040320761,5.065367511199051,16.492527663889327,0.198698937775285,0.7887303063902615,0.7689477497746917,0.06165642703644362,199.03420767708604,77.82325755552017,5525.996462047569,2099.9680257983055,0.0014866540967662465,5.889665207156264e-5,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: M. vimineum,143,9.499502081380414e-139,1,2096.648584689326,Resident: E. virginicus
144,without disease,E. virginicus,0.13600272337416203,0.12868402801911888,0.2131031060754235,0.21999723376684507,0.9378745605931905,15.241330530188273,4.381703842089358,16.70909654540615,0.052636167487637976,3.703241727442011,0.754802965648958,0.12396883753226946,147.75326691906955,90.32304888229537,7428.166725057299,1335.725411317334,4.244159928029225e-4,5.312412074220991e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,144,0.9999999999998115,1.8857636725184837e-13,1335.7254113173326,Resident: E. virginicus
145,without disease,E. virginicus,0.06414284959604241,0.16616652148825692,0.21770421804322956,0.21996801315709816,0.8843012566355105,14.382721691847953,4.1069037454455835,103.28077400129082,0.03349300124817465,5.248479531426807,0.7993738972904904,0.12611009785262964,523.0108681901071,37.28218811091034,5070.549816301981,635.4000173606971,0.003767788371153493,5.095696646577998e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,145,1,1.0384710461937185e-29,635.4000173606969,Resident: E. virginicus
146,without disease,E. virginicus,0.16172758394849152,0.15094401398264048,0.21467657096794,0.21990118643952344,0.9769179844044542,18.675960965538373,3.7970926974405064,17.569763164988842,0.01852078528790176,1.798681133906132,0.7507841966925733,0.08098062682173715,355.6872777843809,175.93836188770814,23965.84391268312,2739.6081836879616,1.1950473364053355e-4,1.667535550173281e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,146,0.9999998568512138,1.431487861146919e-7,2739.6081468996063,Resident: E. virginicus
147,without disease,E. virginicus,0.07269559462573373,0.04166211039713103,0.21977056843992474,0.21998866066876038,0.9741308232820061,13.499015937963842,5.504915293105905,0.5665797078251271,2.999909154404379e-4,10.468123827825085,0.8137254796001098,0.05651459120867526,141.54610649022374,7169.998014114721,15618.477797923286,44919.72533293885,4.503950350453007e-5,9.528787694451956e-5,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: E. virginicus,147,0,1,44919.72533293281,Resident: E. virginicus
148,without disease,E. virginicus,0.04380309694305454,0.04576536110444912,0.21996645028010586,0.21984843520962088,0.99,12.670018080585821,2.275550724512913,9.872512588929144,0.05697207419526606,1.8218602018429813,0.7727555861540119,0.11452611532578531,212.64992414666125,587.8058084791932,3683.5271124353253,1677.3253708258828,0.0023977239303160213,0.002267817382089843,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: M. vimineum,148,0,1,1677.3031943707565,Resident: E. virginicus
149,without disease,E. virginicus,0.16650104845876523,0.15839913130621586,0.21995523858808833,0.21915335219885612,0.9469444311712542,18.483719141723785,3.832891070242911,32.66599502264926,0.3373551921315243,3.8864768027820493,0.7770350966017895,0.07965635159355659,62.96098679340437,14.872533861390911,2892.4578018529437,220.9930578339505,0.001452734164948665,0.0017355815677928066,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,149,1,3.129445494986368e-19,220.9930578339501,Resident: E. virginicus
150,without disease,E. virginicus,0.026618842553014187,0.010741364649526498,0.21967885706687007,0.21979585820275963,0.99,17.55921605510146,3.1791350339585214,1.1146550661354897,0.048703742237805284,12.172855232796321,0.8034921185635833,0.07289723679660692,144.21786258433923,14556.692164750222,7187.419221747036,13716.744522473644,5.287540087538235e-4,0.0014188959615212711,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: E. virginicus,150,0,1,13716.695383323578,Resident: E. virginicus
151,without disease,E. virginicus,0.021428491642892872,0.0999681816689031,0.21751822778474025,0.21981923066598902,0.9628720481984101,18.690107255359468,5.321626088636083,0.5512002286464321,6.991276268566139e-4,3.1166670866763906,0.7818554803662863,0.11388099609495438,159.6943209081826,3623.332182373544,12757.488181084736,52336.23310297476,1.748480523440413e-4,2.2907494221536023e-5,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: M. vimineum,151,0,1,52336.23310297463,Resident: E. virginicus
152,without disease,E. virginicus,0.11482886201338792,0.039299057132766935,0.2189585427381698,0.21999608209094615,0.9683440112146556,14.043159458343903,7.965792043504456,1.4152204501164,0.03508778064851136,5.028723393113993,0.7507200474267869,0.15318605131454902,83.73681020413773,1939.1392659254527,10359.568046676584,16486.806680506015,5.5003070002693314e-5,2.7888960414997575e-4,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: E. virginicus,152,0,1,16486.806680506008,Resident: E. virginicus
153,without disease,E. virginicus,0.21021221730098336,0.20834683317469568,0.2199710865820252,0.2198047275983205,0.7336610935189808,17.755682582237306,7.848269191097705,165.0727290642614,0.6715835251232891,15.893234380832606,0.8132119484678731,0.06415504847200643,445.68316617984414,15.26733151828336,30834.66122557134,553.1382777901626,8.392818559480531e-5,9.94223901163041e-5,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,153,1,7.358486121319825e-120,553.1382777901626,Resident: E. virginicus
154,without disease,E. virginicus,0.16925739961881808,0.2011101131020771,0.21802231293638488,0.21985809418151755,0.7104602098206739,11.57003610499044,3.6050496679823043,6.231864771260768,2.1169632093497352e-4,51.65436659560606,0.7463918197211532,0.02647377476514878,103.08636929329796,106.74002272797412,7484.7644429122165,1800.066031553264,1.6005577760840032e-4,5.178836017542605e-5,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: M. vimineum,154,1.3578100926061863e-79,1,1800.0660315532627,Resident: E. virginicus
155,without disease,E. virginicus,0.20797120328079735,0.1999711853263183,0.21667926637531582,0.21555459654306536,0.8515051584909759,16.065738845200435,3.8328131992315173,24.59633068632953,0.012973693063988746,12.206994550843397,0.8095717139572229,0.057443827484805615,122.66396820456217,29.558837709981685,13611.284712215795,565.879813059058,7.399360061607082e-5,1.3771172195163077e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,155,1,2.2223869030261216e-52,565.8798130590571,Resident: E. virginicus
156,without disease,E. virginicus,0.1993533305324657,0.21734242769763018,0.21870441012003614,0.21972729545578223,0.8150215337951089,14.995580989076103,4.39418894339039,125.53829875982977,0.13529227468140467,13.122998649000074,0.7776493170902582,0.05926481197810705,233.0053209243389,10.482575065217171,9476.578950502728,225.2934488327901,4.308569870230181e-4,4.8704739532413775e-5,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,156,1,1.205554167945115e-67,225.29344883279015,Resident: E. virginicus
157,without disease,E. virginicus,0.07937819404197283,0.025854409329763198,0.21872469157132127,0.21995373223456288,0.9898346537136017,13.545072629323993,4.152197748254031,1.5815304668763444,0.008674426819755872,4.9079159984377325,0.7714562106772004,0.07639342216677451,128.32928839046136,3950.243930346292,9748.518796427677,11683.518408239068,1.5025310767992602e-4,6.425664113007545e-4,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: E. virginicus,157,0,1,11683.457417320722,Resident: E. virginicus
158,without disease,E. virginicus,0.16107219376029222,0.12698826184679532,0.21292021857213594,0.2198998673534575,0.9799508498325362,14.735644443751633,2.8715684231618583,3.0388048690640512,0.008896903989362477,8.642065335518822,0.8117835943719632,0.0173436390275831,57.90075591690212,185.23839369879065,5770.735135535211,1836.6662868537294,1.752594334536914e-4,3.983603880678303e-4,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: E. virginicus,158,0,1,1836.6662225868295,Resident: E. virginicus
159,without disease,E. virginicus,0.18882701787944914,0.1506938256502704,0.20339810331755864,0.219814807979324,0.956884888347857,12.13451205520974,5.495118334841352,40.69129364466177,0.04445712257700681,3.2012376038431665,0.7645111137512387,0.08456435391453337,168.42031514682654,37.20969573425185,12755.243181321694,801.3444387233283,9.629606550967246e-5,5.723941886940893e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,159,1,4.537602746206647e-19,801.3444387233259,Resident: E. virginicus
160,without disease,E. virginicus,0.19023937393752322,0.147404787293274,0.2157506081253885,0.21999969324960517,0.99,14.626612723181315,5.072559584335344,17.30141496685372,0.5099704072345838,1.324900959665314,0.7987940807028882,0.04834862279270323,134.78419699544438,65.19775362865448,12181.912218583153,1314.882320159279,1.0202645373481028e-4,3.746936116816189e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,160,0.9999747180421569,2.528195784315064e-5,1314.3719125547625,Resident: E. virginicus
161,without disease,E. virginicus,0.035502019128300324,0.12777377535696804,0.21972054337477454,0.21959352488126402,0.99,15.472111158035824,5.522691629005488,17.955348508583963,0.04865317818403106,1.3063051905829774,0.7695978959854618,0.0570471740838065,196.91701041805578,107.58803033917023,3827.386003438308,2066.122642560608,0.0025119819164736634,3.4788094403504833e-4,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: M. vimineum,161,1.481014177275685e-255,1,2065.6832911222505,Resident: E. virginicus
162,without disease,E. virginicus,0.01747255282650343,0.1777374681545937,0.21880438389573292,0.21999672298003717,0.99,12.79470725379381,3.6474985442750123,5.573574567023688,0.16611160413838713,0.8975810376792209,0.736994266515274,0.05969014317504988,120.90755733472335,160.08349845540218,2104.98977160476,2842.5728750715152,0.004057186519331908,8.371663006683304e-5,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: M. vimineum,162,0,1,2840.0834911354036,Resident: E. virginicus
163,without disease,E. virginicus,0.19236664588393612,0.17446125167389848,0.2148340869757704,0.21967516332022408,0.9417447025932539,14.96474851375684,3.463050748428374,15.18621769165347,0.01047675653707575,10.163705498708685,0.8049200171861914,0.031165615549303603,196.33789198191906,91.15983271352442,17200.600169952853,1457.5714720520627,8.012978535851768e-5,1.7780470041191374e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,163,1,2.261027580506529e-18,1457.5714720520618,Resident: E. virginicus
164,without disease,E. virginicus,0.1930622088766998,0.054983203143362316,0.21889132974338207,0.21999757691161537,0.9877717097689622,13.610540299838364,3.1952166012397494,44.121776091447565,0.24952743509101835,3.8176726855021075,0.7665813375416917,0.054333311342491315,73.13867326980508,37.45460724623778,3451.990750012341,162.03034228251892,8.256912994379633e-4,0.018522392942572363,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,164,0.9999996467746102,3.5322538984455537e-7,162.02970655312635,Resident: E. virginicus
165,without disease,E. virginicus,0.1308911819388735,0.09294736360884848,0.2190519874808441,0.21956045626777326,0.9738637382274736,14.856875499502799,4.016970743099636,29.148427376629108,0.2508543329278275,2.1340803289903594,0.8203443537017872,0.12469962148138881,176.54695758039708,77.17873380336881,5823.5990583789935,764.9860069082519,8.80464133440379e-4,0.0017806888941637614,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,165,0.9999999996410807,3.5891934242560757e-10,764.9860068986582,Resident: E. virginicus
166,without disease,E. virginicus,4.4222865887674214e-4,0.004081713410734791,0.21727023066462667,0.21903471444170847,0.9868265249279478,15.733720218450005,6.647814284054398,0.25966633262063266,7.610466313156229e-5,20.683614893765192,0.7900504472706442,0.1494019179634332,140.04965880097646,163299.48302980594,2550.624182239587,122585.1610012301,0.003999729357302879,4.2959886576410315e-4,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: M. vimineum,166,0,1,122585.15440747666,Resident: E. virginicus
167,without disease,E. virginicus,0.19006436116341924,0.06841507119835542,0.2187185457791891,0.21977888880985197,0.9615338620744102,19.01682058357436,3.5627929513974737,10.335528659342124,0.05146947025221894,8.043741128472814,0.8227255888545035,0.06624829559100001,90.53344702620346,151.63342536633337,9563.871609439022,982.2241314576042,1.534888261391526e-4,0.002252473497084704,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,167,0.9999999999999089,9.115374460096006e-14,982.2241314576038,Resident: E. virginicus
168,without disease,E. virginicus,0.07937449253788277,0.14668851152501175,0.21917042260581318,0.21908989172292417,0.9567363483772245,16.49719528195228,3.015396626788674,19.696449305533623,0.07971062768494994,1.4165709892702554,0.7499967324511755,0.198860554859048,146.6322635798446,65.00348129807469,3511.2526138336775,762.8433457668921,0.0023087568862338557,6.470165376277619e-4,1,1,1,coexistence,Producer: M. vimineum,Tolerant: M. vimineum,168,0.763972609519878,0.23602739048012197,762.8433457668909,Resident: E. virginicus
169,without disease,E. virginicus,0.002382604364824706,0.09521359764590358,0.21959081897923774,0.21992049829320115,0.9862679564488144,14.545556235952969,7.6989516422596225,3.2611354266303434,0.017873456960196453,1.9402994908677276,0.7596198523668279,0.07085971281396375,172.9052559865352,707.6935221321621,2173.0842084645083,14247.061381834843,0.006398819230240746,9.193206999224953e-5,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: M. vimineum,169,0,1,14247.03435252682,Resident: E. virginicus
170,without disease,E. virginicus,0.14566539646922377,0.05700222049519694,0.21994988607888516,0.21927063520033624,0.9805474298411446,16.242543592884285,3.728338063322281,57.04580217228166,0.025740169045011984,10.895797055145545,0.7586886553821459,0.029657492052369037,294.6613437221482,114.265174961635,8511.534377545395,646.1754443261917,7.892076727807075e-4,0.00440546514841245,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,170,0.9999999968601212,3.139878800130875e-9,646.1754436444176,Resident: E. virginicus
171,without disease,E. virginicus,0.13363141625076494,0.20619973278411177,0.21812903461646302,0.21998548303696105,0.9639342414465674,13.956525503999723,3.3900163259438267,19.94977030309938,0.056320216364640775,3.6363651371800727,0.7931653736355005,0.045559892618772864,132.7320135920572,39.62230006049542,4841.803993643065,732.1227689650177,8.63678251263652e-4,9.13184212856263e-5,1,1,1,coexistence,Producer: M. vimineum,Tolerant: M. vimineum,171,0.966257022738357,0.033742977261643055,732.1227687685007,Resident: E. virginicus
172,without disease,E. virginicus,0.030651076708286516,0.06359251957547299,0.21956278109004213,0.21997735319263495,0.944980188177674,14.78403685350691,4.478933083937545,1.6062145320881234,0.0029224399395299085,2.199203440068888,0.7987099933293147,0.38116751000681576,301.8219494462023,3594.550228403226,14542.345660210449,27464.783838548123,2.244072822146984e-4,8.953903608918782e-5,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: M. vimineum,172,0,1,27464.783838548115,Resident: E. virginicus
173,without disease,E. virginicus,0.2162837744434633,0.17301436223139727,0.2188728918060808,0.21999805601303535,0.965829414906554,16.955395884262487,4.077380865634267,50.201412174245355,0.1427836748561768,1.82520090261605,0.809641107892951,0.10206569885524333,245.20259754042652,33.788093989105185,34866.947458128874,623.8208687898182,1.9189687302477425e-5,4.3531647315012964e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,173,0.9999999999999999,1.454544142696642e-16,623.820868768326,Resident: E. virginicus
174,without disease,E. virginicus,0.0032556255265788077,0.14841673162242594,0.2176695311189351,0.21979130569790603,0.9172658425094439,18.68477081426101,4.642865490504359,0.49862187247483647,6.02712332342758e-4,9.937694714048593,0.6730757465234471,0.05343642919813097,149.4871255163048,2881.780051442677,5075.684338403453,52451.253034693385,0.0012556327507222958,9.16863741592229e-6,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: M. vimineum,174,0,1,52451.25303469335,Resident: E. virginicus
175,without disease,E. virginicus,0.0029796829735430465,0.07631072711342884,0.21909030160138862,0.2197633931289509,0.9562432306066707,12.938339910093262,5.899406754438754,0.09686423731469423,4.580532893528025e-6,15.920074998410982,0.8014371661387398,0.03427841353989845,124.43711242240929,20442.38964310479,7167.229207540053,249030.78688849427,2.9124133045766663e-4,7.548662200708783e-6,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: M. vimineum,175,0,1,249030.78688849398,Resident: E. virginicus
176,without disease,E. virginicus,0.025016411454943023,0.03588492648758853,0.21786370320602458,0.2191051811419233,0.99,14.906177077147456,2.715868483787136,6.695682107941607,39.72782285531534,1.2824189038134755,0.7779750838318207,0.1488782051366421,209.84765416133408,1091.2694473395281,3800.303126369335,2931.6784692680635,0.002629486046819779,0.0017415813253883724,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: M. vimineum,176,0,1,2931.6874124382325,Resident: E. virginicus
177,without disease,E. virginicus,0.15724923088811266,0.03402530017953708,0.2193368647624473,0.2199875657019679,0.9209131365280007,14.49902938901783,5.708337751607453,92.96365545424698,0.05853975566408547,23.434200362350186,0.7840788093107119,0.09362868648063181,356.568681613896,138.59903903303984,10258.228338851324,679.1078368835765,5.814037615425172e-4,0.008047928713094465,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,177,1,8.39688534331803e-34,679.1078368835758,Resident: E. virginicus
178,without disease,E. virginicus,0.015490946996288103,0.054908046570460736,0.219951969453071,0.21857470923462285,0.9700530469239071,15.779934162235836,5.125886888492621,0.9223308545377281,0.0016215927289144009,15.625642769748367,0.8357321354416267,0.033214056348341944,63.560564046142645,1455.5158510109452,2943.4593092617383,11211.909210154303,0.0011772074122150822,2.658548949949124e-4,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: M. vimineum,178,0,1,11211.909210154248,Resident: E. virginicus
179,without disease,E. virginicus,0.06005062266341071,0.016931310974669506,0.21999114391145827,0.2189130212916512,0.9817230960320795,14.579411442661904,3.611302784393517,0.3341479341954554,0.0010760746224548687,7.046116262671415,0.7541516505938943,0.14665829912955708,131.09871332899763,29447.49585502156,14809.705280983253,49675.408979880194,5.361663337122041e-5,2.4014857152283945e-4,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: E. virginicus,179,0,1,49675.408970203585,Resident: E. virginicus
180,without disease,E. virginicus,0.19011206309758932,0.15550013253291015,0.21166535166532865,0.2199959903727136,0.9663977733177355,11.42746670226931,5.543212839603742,68.55152194083875,0.43964823385802787,13.06153295555679,0.8039222187629627,0.01542770297028999,453.9198086235786,53.18244420289412,23036.810500019892,1213.9477250298758,9.339075430011304e-5,3.4166545811194633e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,180,0.9999999999999984,1.5672438504561161e-15,1213.9477250242303,Resident: E. virginicus
181,without disease,E. virginicus,0.057251787538641505,0.16736396302890363,0.21330555689754147,0.21999994264070902,0.9816406743127855,14.964878787842263,4.609657088242606,17.852040322787616,2.8606126496787585,0.9472371034210132,0.7829539422251046,0.10503231250835471,231.69740422823557,98.75974328788774,5605.972238143985,2064.653368676877,0.0013201956455461325,1.5232593155511197e-4,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: M. vimineum,181,6.929158805377762e-75,1,2064.652261723075,Resident: E. virginicus
182,without disease,E. virginicus,0.2193331633818897,0.1121191271269689,0.21993818714829316,0.21999602547649408,0.9196382765721477,19.87702574959599,6.51679236812101,105.53311467455461,1.1465333196639507,16.193730770507674,0.7997055500542841,0.037915139045710373,227.37785181998075,22.913617412893878,47772.77672605075,404.75460534262686,6.815164351630203e-6,0.00237715195624492,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: E. virginicus,182,1,2.536146730502405e-36,404.7546053426264,Resident: E. virginicus
183,without disease,E. virginicus,0.07618867125511111,0.01731190867568297,0.2120314166255258,0.2199290603689707,0.9790660009607673,14.713439990951741,4.590878684563801,5.669075921254796,0.006336275187228058,24.11016657004426,0.7866983446833568,0.047699165555093744,53.69729254871366,697.4219946719952,2547.0888858309213,1492.6250506853144,0.0011945252228898393,0.007841163820823845,0,1,1,E. virginicus only,Producer: M. vimineum,Tolerant: E. virginicus,183,0,1,1492.625050671007,Resident: E. virginicus
184,without disease,E. virginicus,0.13148323521383856,0.20194783683719314,0.219408838662491,0.21991514330547413,0.9775566310712942,15.02647376384834,3.824609985704931,98.28895253666441,1.5445210912446876,5.803349322785482,0.7863727604037204,0.017515354821917718,441.8909305933189,27.33529625982421,8301.40354127494,555.5356895769646,0.0012037416026780005,1.6015188860373007e-4,1,0,1,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,184,0.9999999945093128,5.49068727635278e-9,555.5353579778736,Resident: E. virginicus
185,without disease,E. virginicus,0.21976831090521956,0.21988233638113128,0.21976831090521956,0.21988233638113128,0.8223596857776193,8.246263665634078,3.8142173655241716,1578.9282349812427,28.784875043009233,0.660247723929018,0.8012465824678592,0.010369732217433042,345.2716396670816,0.06566968908771453,12991.522087558838,-19.57974160902404,1.586705749187388e-4,1.523122037237157e-4,1,0,0,M. vimineum only,Producer: M. vimineum,Tolerant: M. vimineum,185,1,1.2144982736280277e-132,7.143338956519926e-50,Resident: E. virginicus
186,without disease,E. virginicus,0.012368956606678328,0.16970158561039653,0.21870135809389896,0.2199271120586093,0.8634995490685358,11.477094757928578,4.91959788404892,6.907834122199464,0.0037623331275557764,29.039140801229706,0.7529321855899235,0.026333343520830225,91.79444407910673,100.69284901885845,1230.2866211871335,2123.104098027164,0.007857114433841215,1.3940145566668306e-4,0,1,1,E. virginicus only,Producer: E. virginicus,Tolerant: M. vimineum,186,0,1,2123.104098027163,Resident: E. virginicus
