response,parameter,Estimate,Est.Error,CI.Lower,CI.Upper,Star
biomass,b0,-1.0618965411906613,5.14182559949294,-11.331269221385053,8.810625927078915,
biomass,alpha,-0.03987857553525135,0.0346860432156814,-0.11024528603827373,0.006785789946281828,
seeds,b0,-25.234992915933002,141.15568596338693,-301.33029104343404,254.47056127443014,
seeds,alpha,0.008011888397736167,0.042940698471556994,-0.03757688833431911,0.0855074555782066,
