d_in,iter,A0,S0,P0,L0,simtime,mv_ndis,ev_ndis,mv_ydis,ev_ydis
0.6000000000000001,273,0,0,0,0,2,18586.262435061733,2165.9367946053703,13803.18866424967,3081.717438418416
0.6000000000000001,274,0,0,0,0,2,12536.940690998435,13507.25324077927,10305.874868944033,6694.496250011692
0.6000000000000001,275,0,0,0,0,2,19631.506643905395,8423.41126726196,14235.723952303719,1152.3766109913804
0.6000000000000001,276,0,0,0,0,2,5642.890053416298,3812.509534647458,14881.722563662897,8044.679637081355
0.6000000000000001,277,0,0,0,0,2,18448.633722343937,9881.908438284081,17123.551213027156,2608.2962646639053
0.6000000000000001,278,0,0,0,0,2,38111.703720609075,269.4506484370787,19669.656654714112,2765.354877934793
0.6000000000000001,279,0,0,0,0,2,34738.61660276215,3515.301403215336,19562.790562473554,2009.3607700781877
0.6000000000000001,280,0,0,0,0,2,12118.694366509066,5719.890892231618,26056.771793902917,1008.199698880738
0.6000000000000001,281,0,0,0,0,2,16291.718408775252,4817.513241878709,16023.694327733338,1144.2946465730083
0.6000000000000001,282,0,0,0,0,2,5933.83941068708,3982.8622675377374,15885.826441270212,4424.905785395454
0.6000000000000001,283,0,0,0,0,2,29625.43346263027,1962.9739309879628,16595.001079652793,1894.3685582697246
0.6000000000000001,284,0,0,0,0,2,8639.234691552432,20101.792580881112,16535.08185017012,7239.066700331645
0.6000000000000001,285,0,0,0,0,2,10188.015243225793,8031.364797909723,16637.895905846945,9955.750995283037
0.6000000000000001,286,0,0,0,0,2,25174.421890280617,1288.0725034125749,16242.481276035696,2673.759353795249
0.6000000000000001,287,0,0,0,0,2,25951.21008289867,14768.984485621562,10533.008987848867,4528.881227915114
0.6000000000000001,288,0,0,0,0,2,32738.773103537715,7834.5421719579235,17523.535200828162,2427.6893856661222
0.6000000000000001,289,0,0,0,0,2,30587.88005440023,16264.769186045442,16335.774299399427,3510.5455208334306
0.6000000000000001,290,0,0,0,0,2,33955.94130717208,1071.1256529521725,16298.587154703808,1612.4450465770512
0.6000000000000001,291,0,0,0,0,2,12946.789903456713,2271.245745782892,21613.059992201666,4693.6049348615725
0.6000000000000001,292,0,0,0,0,2,8788.788839246406,1776.5997644851636,26143.78403736937,1573.1421064981485
0.6000000000000001,293,0,0,0,0,2,81942.57859163695,2435.7790792798155,16059.934810037874,966.6549438364304
0.6000000000000001,294,0,0,0,0,2,17373.917918233707,9954.850072843743,26356.904022516854,2844.7018096746306
0.6000000000000001,295,0,0,0,0,2,17540.555205423934,4643.332330713492,22006.061705715925,2447.429334153606
0.6000000000000001,296,0,0,0,0,2,11232.474508042624,46197.37519412344,19220.758628475174,13421.19588524437
0.6000000000000001,297,0,0,0,0,2,14062.270534604384,4320.405119995381,13933.916693463972,3053.960869816078
0.6000000000000001,298,0,0,0,0,2,26431.669280878847,364.689752731874,13254.503694037405,892.590874241054
0.6000000000000001,299,0,0,0,0,2,48309.97495727284,8008.571411365288,20290.18637632023,4585.951410825162
0.6000000000000001,300,0,0,0,0,2,8629.290977215962,3640.591284724101,15522.540873591031,806.0475453695672
0.6500000000000001,1,0,0,0,0,2,31989.32311170947,2476.482050337558,22481.43682748686,1358.0669511775868
0.6500000000000001,2,0,0,0,0,2,11243.572164288968,33913.515943202845,13386.087148969382,11380.413363246145
0.6500000000000001,3,0,0,0,0,2,39214.09480478091,27850.683576448115,15086.693070285233,8370.582520106127
0.6500000000000001,4,0,0,0,0,2,18498.52796657944,1348.5538713552903,15404.894849445303,2675.905024796093
0.6500000000000001,5,0,0,0,0,2,30678.208547158258,8489.6379991004,14682.078019568555,3805.9100275260134
0.6500000000000001,6,0,0,0,0,2,29901.84325839313,4613.807657352285,15840.171989774506,619.4659088734745
0.6500000000000001,7,0,0,0,0,2,6997.5135712792,1349.85967143248,11148.087666448757,2651.2938714788684
0.6500000000000001,8,0,0,0,0,2,6321.638526630852,4139.259405138513,18010.32985815476,1111.7820427803974
0.6500000000000001,9,0,0,0,0,2,20536.74182863676,90869.64363286627,15483.280682924642,9694.40695958753
0.6500000000000001,10,0,0,0,0,2,16652.235659077356,14607.615760848043,27254.47564015135,889.0439193437433
0.6500000000000001,11,0,0,0,0,2,135472.85334592938,2544.4780628915496,20766.729427271985,2927.829614452594
0.6500000000000001,12,0,0,0,0,2,20451.032103676473,11347.696709116048,10377.86481154177,3746.763676079929
0.6500000000000001,13,0,0,0,0,2,15441.329318179656,8695.36446413792,14547.721552803263,2174.8038303030107
0.6500000000000001,14,0,0,0,0,2,15320.406134233928,37183.370333141764,12826.65101727302,752.2962280889769
0.6500000000000001,15,0,0,0,0,2,19144.290629437317,1869.4431568764962,11120.489408321455,1126.96282522825
0.6500000000000001,16,0,0,0,0,2,34106.64433763728,8208.472527178625,12013.797812406552,8913.45859595292
0.6500000000000001,17,0,0,0,0,2,24561.104874341236,7391.508327936624,15310.662495200679,2524.5205645539522
0.6500000000000001,18,0,0,0,0,2,22559.04841336896,18964.56000238031,15864.673737563027,4056.5738346702647
0.6500000000000001,19,0,0,0,0,2,19681.961502301718,9826.618493598822,18384.18495700893,3377.9324042468406
0.6500000000000001,20,0,0,0,0,2,22955.57370427027,7533.492639399394,17464.45614268015,2560.3790129463223
0.6500000000000001,21,0,0,0,0,2,25880.4076614745,1675.0890721304422,22574.03142788603,787.6150030480571
0.6500000000000001,22,0,0,0,0,2,18384.965498647656,14120.441896439257,23563.818163480326,4782.535813257553
0.6500000000000001,23,0,0,0,0,2,2097.581162929144,17612.22869830625,10773.593971778191,1650.5514147906506
0.6500000000000001,24,0,0,0,0,2,25186.98102027164,9216.667425529082,20817.41983920064,2582.5863392783285
0.6500000000000001,25,0,0,0,0,2,17782.788394716175,1944.7219237293275,14875.951984150795,2835.9986513777476
0.6500000000000001,26,0,0,0,0,2,49145.14707902751,71165.72687004789,14869.173754454316,4832.830145582089
0.6500000000000001,27,0,0,0,0,2,89812.34238228106,11953.966724336591,18333.053109450993,2719.7210829292794
0.6500000000000001,28,0,0,0,0,2,20914.718392801682,1675.7210021192964,17298.75149224722,1657.152841787647
0.6500000000000001,29,0,0,0,0,2,27923.01867073452,11584.595749350787,14056.134167842929,3684.549710200755
0.6500000000000001,30,0,0,0,0,2,155465.4985297207,8608.601396952323,19712.884485190032,2965.230495362973
0.6500000000000001,31,0,0,0,0,2,23696.657066613185,2343.849926695022,15555.115665249206,1348.0706228269864
0.6500000000000001,32,0,0,0,0,2,16927.002044971774,8480.863601414436,16548.08978674228,1821.3069124506828
0.6500000000000001,33,0,0,0,0,2,44187.094775372054,12344.368801133025,17265.740039795433,3380.0363321405835
0.6500000000000001,34,0,0,0,0,2,11611.935146407837,1417.4535563769068,12735.106171300571,2099.8218361786708
0.6500000000000001,35,0,0,0,0,2,26488.0123304281,5480.065217426361,14761.912885061394,3956.4449689896924
0.6500000000000001,36,0,0,0,0,2,19309.602482550883,34530.08781494465,18209.755575682335,2496.8138193647055
0.6500000000000001,37,0,0,0,0,2,15049.291268566336,35908.11327171558,14335.042903003496,3126.243847393326
0.6500000000000001,38,0,0,0,0,2,37189.87745614741,8993.92501807537,24058.327024465056,3073.914990169541
0.6500000000000001,39,0,0,0,0,2,25687.364294400242,1724.3217469388555,23175.65015030742,213.7148130656393
0.6500000000000001,40,0,0,0,0,2,6072.027324696827,2029.9613757694906,11339.27464515322,594.9349920807884
0.6500000000000001,41,0,0,0,0,2,1017.250069692031,17573.143189580234,20097.134025700536,1529.846157361186
0.6500000000000001,42,0,0,0,0,2,58483.406174554126,1800.9167773128838,12410.976949124408,3526.9285658173867
0.6500000000000001,43,0,0,0,0,2,25019.149779278545,4210.359555644803,13224.927325533428,1703.2693434436915
0.6500000000000001,44,0,0,0,0,2,8589.71601551985,18333.14081620278,14417.100561002051,3138.3187399266576
0.6500000000000001,45,0,0,0,0,2,14013.272896718294,3752.0028493713835,16981.05937231296,3490.5216600643066
0.6500000000000001,46,0,0,0,0,2,5069.249404248636,1084.5890031991883,17446.190694683934,1653.5185948967753
0.6500000000000001,47,0,0,0,0,2,16661.515027751542,3609.6583349862494,11128.010694181334,1609.7994527846145
0.6500000000000001,48,0,0,0,0,2,18849.227054878043,9399.338722931752,23937.741690064686,1319.1894054405966
0.6500000000000001,49,0,0,0,0,2,25241.628396913136,3617.3362876748233,13132.099174474137,949.5959649809979
0.6500000000000001,50,0,0,0,0,2,16502.27289436182,5151.172796232684,14066.234779518685,4728.526073077128
0.6500000000000001,51,0,0,0,0,2,51208.947105078594,10229.345879124126,16009.68777529572,4793.136679963504
0.6500000000000001,52,0,0,0,0,2,26384.226431299703,7922.685817017635,19960.315975885012,3690.8573287867007
0.6500000000000001,53,0,0,0,0,2,33274.075120663234,3898.922757617924,22859.234096478336,1412.4572411397353
0.6500000000000001,54,0,0,0,0,2,27194.62951800979,14896.181178331344,16854.419357417115,5060.575799740578
0.6500000000000001,55,0,0,0,0,2,2687.4972573838218,16303.908946032423,12833.504881966102,4798.70658871263
0.6500000000000001,56,0,0,0,0,2,15738.289443789716,22853.911438620868,12446.639232452339,20457.31256352988
0.6500000000000001,57,0,0,0,0,2,21730.72738568415,2623.587291442782,28525.274503075867,806.0785360310292
0.6500000000000001,58,0,0,0,0,2,107803.41837577692,3778.3103638838948,13544.575579665949,247.07541428497802
0.6500000000000001,59,0,0,0,0,2,12528.218244917914,5016.284690360248,18117.23163390589,2506.9244028981097
0.6500000000000001,60,0,0,0,0,2,4793.670027187063,4307.435412247661,10928.074307137285,1587.3128646762366
0.6500000000000001,61,0,0,0,0,2,11822.60002075407,53936.627995605995,13128.601088555035,7847.640099040276
0.6500000000000001,62,0,0,0,0,2,7653.522477685085,7824.551779521647,21122.07666880241,1799.2093670662625
0.6500000000000001,63,0,0,0,0,2,32914.9838267336,4489.823041570312,17433.917270079688,8878.563260811105
0.6500000000000001,64,0,0,0,0,2,17052.902972350017,7032.711789221233,13753.279860393095,2993.53249263541
0.6500000000000001,65,0,0,0,0,2,46589.274027238695,13404.613571786904,12495.443397157447,3663.372665485648
0.6500000000000001,66,0,0,0,0,2,36313.537075787324,43247.564686326674,13658.228685608572,3467.736863325879
0.6500000000000001,67,0,0,0,0,2,11713.220929828021,3132.592348568638,15441.895811969662,3290.7588033052216
0.6500000000000001,68,0,0,0,0,2,43307.05644326421,25819.640571515083,20441.790567495453,5390.377951390611
0.6500000000000001,69,0,0,0,0,2,4974.552662060071,3632.147267378725,12614.986628169228,754.3628181276335
0.6500000000000001,70,0,0,0,0,2,103866.56878563488,1272.150918106176,21333.933932893524,1358.447147737581
0.6500000000000001,71,0,0,0,0,2,88322.32277449135,2708.6991248804543,16833.850633591435,1857.6637975317697
0.6500000000000001,72,0,0,0,0,2,14495.99234889846,2606.9495842041974,11515.896637084323,3494.336399351991
0.6500000000000001,73,0,0,0,0,2,37484.27668136236,2908.262521343997,22204.472659749677,1705.5388803763465
0.6500000000000001,74,0,0,0,0,2,13993.572367741557,2916.9407749568754,21801.758533002492,5295.377557809552
0.6500000000000001,75,0,0,0,0,2,26150.689905612653,9879.356499714155,29727.0334378744,3182.819229546685
0.6500000000000001,76,0,0,0,0,2,12075.840668191424,5045.0077929612635,13189.523818257927,2783.910257759861
0.6500000000000001,77,0,0,0,0,2,34533.03597508263,19819.058677763147,14560.224914618926,8476.808935023964
0.6500000000000001,78,0,0,0,0,2,4669.54298126009,14147.498013119533,17233.584188441004,3317.5619745522354
0.6500000000000001,79,0,0,0,0,2,16595.13317225537,6406.032696870812,26926.84600430911,1468.3467820600458
0.6500000000000001,80,0,0,0,0,2,8764.778478385275,2682.025166217758,13872.594722152815,1926.3287112693786
0.6500000000000001,81,0,0,0,0,2,10187.465767547794,1402.5030040359536,11674.3790027078,681.532489068588
0.6500000000000001,82,0,0,0,0,2,19103.607838004962,3426.962598682934,21493.361582014437,2735.9679926349572
0.6500000000000001,83,0,0,0,0,2,20866.469412334805,18127.471933362303,13106.054342027413,12517.950376835954
0.6500000000000001,84,0,0,0,0,2,17803.86949555264,6552.189256496731,22570.180037968745,5034.3249794423145
0.6500000000000001,85,0,0,0,0,2,24933.293117707093,26323.523720326993,17332.3157269107,3218.2675181591903
0.6500000000000001,86,0,0,0,0,2,13371.998644527795,7026.406474185074,14272.15797815483,2910.002586115029
0.6500000000000001,87,0,0,0,0,2,42741.413619801024,7868.44188150286,13407.073599664871,2537.44887910176
0.6500000000000001,88,0,0,0,0,2,15599.897667396197,5377.4897591788285,11094.954610134384,3302.64120720509
0.6500000000000001,89,0,0,0,0,2,26815.50642919138,2917.3719644268112,11267.22187221152,2171.1392647711564
0.6500000000000001,90,0,0,0,0,2,20029.650596712996,44930.03880826,17751.556894093123,4090.1519110898107
0.6500000000000001,91,0,0,0,0,2,23979.188318276287,5273.067428187795,20103.699460548287,943.4602637425724
0.6500000000000001,92,0,0,0,0,2,14137.216838186034,1377.2499421764392,14719.1793930933,195.93574027401337
0.6500000000000001,93,0,0,0,0,2,29697.920300665923,7306.887407963739,23715.017456601596,2690.863336895291
0.6500000000000001,94,0,0,0,0,2,113502.41712356772,10359.74963228021,30419.974106666294,1533.2523957125854
0.6500000000000001,95,0,0,0,0,2,71269.49810630246,5656.652728531779,18323.420698234157,5704.049099563092
0.6500000000000001,96,0,0,0,0,2,21897.70932562744,10163.682054028583,17448.23805520188,2919.8854185154787
0.6500000000000001,97,0,0,0,0,2,3879.1397572239043,9419.823137598109,13186.244041954864,4821.754240166622
0.6500000000000001,98,0,0,0,0,2,32315.720381461186,1399.9860561051296,14285.503504081573,813.7601150396999
0.6500000000000001,99,0,0,0,0,2,92519.21103740556,313.78621161181434,39089.58048960707,2051.4539931537925
0.6500000000000001,100,0,0,0,0,2,30529.56796594068,2099.1760485709096,18196.697685965155,1622.9152311151202
0.6500000000000001,101,0,0,0,0,2,38382.30086856119,1609.8905578190938,16738.585339544585,1022.0445809693911
0.6500000000000001,102,0,0,0,0,2,33809.00109819136,3187.502038235937,15373.96848968176,1195.5361240862594
0.6500000000000001,103,0,0,0,0,2,11716.710849021134,7584.527973056852,13886.272296476809,3563.079401784721
0.6500000000000001,104,0,0,0,0,2,32685.239103481268,5774.6680643205655,14538.15652558874,4199.388546240531
0.6500000000000001,105,0,0,0,0,2,40983.29438089428,699.8646770346149,26229.622355083797,588.07446486344
0.6500000000000001,106,0,0,0,0,2,22603.73416738076,12267.724302522261,18672.05422596217,5261.51431979702
0.6500000000000001,107,0,0,0,0,2,18791.791099998707,4830.591392533051,50990.31960947787,2180.2677270601243
0.6500000000000001,108,0,0,0,0,2,10470.640775161603,5858.951533599657,17721.4250774375,1912.9893173683965
0.6500000000000001,109,0,0,0,0,2,45002.97310706697,4076.331374557528,15891.481089744615,8656.237551639064
0.6500000000000001,110,0,0,0,0,2,134904.12347058812,853.7780106395344,21198.025286670472,2487.282352197304
0.6500000000000001,111,0,0,0,0,2,8571.36864244725,15476.211783133649,15269.49499315865,3871.2154646334375
0.6500000000000001,112,0,0,0,0,2,24904.236844693653,4706.649889644381,23286.92741725769,1482.4525036417783
0.6500000000000001,113,0,0,0,0,2,12425.414326451115,63517.921249988955,15175.979583237144,5542.684795832135
0.6500000000000001,114,0,0,0,0,2,32015.719230618783,636.8621607061432,14075.643468665397,1652.0577318660394
0.6500000000000001,115,0,0,0,0,2,22449.64372224563,22440.746183838797,20629.154999208946,237.52228917207515
0.6500000000000001,116,0,0,0,0,2,16331.449088413356,54790.78030665173,23897.861713476883,102.79898671825094
0.6500000000000001,117,0,0,0,0,2,4270.738160634814,8719.426858253268,13272.285996859924,6187.699504598577
0.6500000000000001,118,0,0,0,0,2,28204.94688263987,22815.33626874897,20994.338768977952,3974.4161481076962
0.6500000000000001,119,0,0,0,0,2,152526.48256355198,10389.200924839535,14622.664256692926,5118.346075052743
0.6500000000000001,120,0,0,0,0,2,10680.47520457574,11216.289986333855,12873.838630506601,1591.4626916979091
0.6500000000000001,121,0,0,0,0,2,22932.493998680176,1191.93043052326,15878.03929560517,1524.0789148066758
0.6500000000000001,122,0,0,0,0,2,25211.204300936697,18370.702466032162,14042.474769112267,3461.628834412002
0.6500000000000001,123,0,0,0,0,2,15578.278573661955,2316.5313597725058,15276.458154539641,5826.7297142505195
0.6500000000000001,124,0,0,0,0,2,9638.227715090328,3120.2049870449196,13734.548080346296,2044.0546684604917
0.6500000000000001,125,0,0,0,0,2,14145.757919892145,29769.901599188102,12364.110194754388,2389.979876371941
0.6500000000000001,126,0,0,0,0,2,42782.15649357842,3589.680962655186,24071.49626842814,1028.9806148843672
0.6500000000000001,127,0,0,0,0,2,46265.63838418922,29096.12667332461,12064.624654962026,2830.3322311366583
0.6500000000000001,128,0,0,0,0,2,13557.841074472337,2237.8731790787883,12996.745716292948,1705.0371957454824
0.6500000000000001,129,0,0,0,0,2,9597.554765033463,9611.262610852977,12622.891743370441,2371.4215911002057
0.6500000000000001,130,0,0,0,0,2,83201.17821764536,1945.9513431363061,18784.94848094078,7055.290625677579
0.6500000000000001,131,0,0,0,0,2,16828.926993414752,2186.617559352897,13808.842896665734,380.77460781131776
0.6500000000000001,132,0,0,0,0,2,6223.008241130988,8496.125346005692,18777.13721678728,3499.6220568617364
0.6500000000000001,133,0,0,0,0,2,20279.49337421298,933.9240543575013,13130.671170041276,2086.000608725336
0.6500000000000001,134,0,0,0,0,2,14679.537357752115,5417.373275418453,16053.724343712454,2867.020228913482
0.6500000000000001,135,0,0,0,0,2,40887.721373646295,863.8357149776739,28862.985806181343,684.5789113192418
0.6500000000000001,136,0,0,0,0,2,56686.60069302337,7617.4981629802105,18328.880369942042,4554.427253157577
0.6500000000000001,137,0,0,0,0,2,3641.0579823870953,3512.9229326469676,17952.71856107592,4293.07321983122
0.6500000000000001,138,0,0,0,0,2,8989.284179556253,8817.793104762291,15846.373776813753,7013.118168947794
0.6500000000000001,139,0,0,0,0,2,22575.056314201716,4257.460152122464,18468.97993058203,1825.0314357719528
0.6500000000000001,140,0,0,0,0,2,20483.550284557983,4213.978461376143,17917.493681931417,1782.6657398678785
0.6500000000000001,141,0,0,0,0,2,51888.66793058875,19392.704733198716,28192.218447992913,1260.4858029102181
0.6500000000000001,142,0,0,0,0,2,10702.095021257706,26136.897424052037,13632.195294173152,9614.787800684753
0.6500000000000001,143,0,0,0,0,2,19663.26815368588,7801.635313130808,15583.389332271128,2338.1766813498707
0.6500000000000001,144,0,0,0,0,2,60614.416608241794,12618.446475382618,14605.571234435998,6507.9766950838575
0.6500000000000001,145,0,0,0,0,2,47697.7962055401,833.6171621780009,17774.667011706017,495.7077816432803
0.6500000000000001,146,0,0,0,0,2,116441.05564869009,38102.62431851584,14633.942100142109,6813.9468216724
0.6500000000000001,147,0,0,0,0,2,8988.772802202262,9608.334433644148,13010.1005719856,1477.698438550481
0.6500000000000001,148,0,0,0,0,2,109576.92894926707,11632.323021866297,67027.57449476494,5431.126436778162
0.6500000000000001,149,0,0,0,0,2,20655.58513539831,15172.744167941986,17537.48985475242,2186.2090525355216
0.6500000000000001,150,0,0,0,0,2,17255.09570699353,15813.659264714897,19032.790443072492,1728.738518752015
0.6500000000000001,151,0,0,0,0,2,23025.59605902673,2241.5351381318314,17172.907524118866,3047.197715434784
0.6500000000000001,152,0,0,0,0,2,5546.539516734081,14973.676458605563,14124.496016943534,4861.9988267398885
0.6500000000000001,153,0,0,0,0,2,50226.2206275068,4306.590585637925,30067.997724596204,1937.2992393392806
0.6500000000000001,154,0,0,0,0,2,10152.13131582281,5542.906158029533,20873.543224949473,510.61729829945125
0.6500000000000001,155,0,0,0,0,2,112224.09382101652,955.9510911847673,19814.565884599142,1307.691813947704
0.6500000000000001,156,0,0,0,0,2,40290.68514965156,3682.9746924193305,15923.647789426797,1304.008378302185
0.6500000000000001,157,0,0,0,0,2,10994.570191510738,90897.38738427155,14675.46363052421,5648.494756213802
0.6500000000000001,158,0,0,0,0,2,25029.466340219013,33695.68403795185,14542.932601923914,10888.012481071451
0.6500000000000001,159,0,0,0,0,2,11623.400229949484,2989.04522701179,17790.337028903934,2564.831938803556
0.6500000000000001,160,0,0,0,0,2,6936.76679499811,7170.185935967825,16008.53089252772,5924.765091831457
0.6500000000000001,161,0,0,0,0,2,6888.065629451171,7704.742276530367,14326.672418062743,4674.190675863357
0.6500000000000001,162,0,0,0,0,2,12903.566380486387,7821.947712352899,13867.265296123962,4384.236338955281
0.6500000000000001,163,0,0,0,0,2,21221.48117038291,35826.180700242454,14595.733650116845,1886.7593304163147
0.6500000000000001,164,0,0,0,0,2,27417.480112751513,12251.772842223858,14585.95539689875,703.1094132000508
0.6500000000000001,165,0,0,0,0,2,13943.726552916067,3583.301758641835,17989.945673773083,1966.664793648849
0.6500000000000001,166,0,0,0,0,2,35656.94236804244,7867.1237560256795,23235.16591818543,3159.1401689507143
0.6500000000000001,167,0,0,0,0,2,20785.111949912578,5535.356222832368,17821.28407965575,1415.7594564953756
0.6500000000000001,168,0,0,0,0,2,13487.621061833559,6555.174602506867,21623.613353918725,3281.069571707029
0.6500000000000001,169,0,0,0,0,2,27934.83332522029,11578.377679367291,15737.317182109606,797.713521853047
0.6500000000000001,170,0,0,0,0,2,40137.39888137457,7052.92469013335,20393.78522512627,597.3596876315512
0.6500000000000001,171,0,0,0,0,2,14538.23885822481,7944.875033535158,19426.118957291685,2624.4942817679876
0.6500000000000001,172,0,0,0,0,2,35594.298980041895,62816.93632091253,15411.858425564664,23256.479189181628
0.6500000000000001,173,0,0,0,0,2,14740.90969029869,4200.632438636163,14351.294874822303,3736.4097792480115
0.6500000000000001,174,0,0,0,0,2,9351.038526663458,2539.634834665546,12729.4872851844,156.81407587548006
0.6500000000000001,175,0,0,0,0,2,14020.111321765147,1332.6901973106933,20698.929945967386,575.9091976067573
0.6500000000000001,176,0,0,0,0,2,10533.495309189744,24347.87006524475,8433.280099670013,4456.47694703027
0.6500000000000001,177,0,0,0,0,2,19499.32069903102,14737.298981395088,17462.676340238748,2335.5826295853835
0.6500000000000001,178,0,0,0,0,2,38586.19287403404,9554.74742266172,12822.424488723713,3279.175503417501
0.6500000000000001,179,0,0,0,0,2,20378.78614278018,2134.58879886045,12336.673357369355,3945.4941869913814
0.6500000000000001,180,0,0,0,0,2,21566.56778285172,2684.3883254621214,14591.06755850789,2038.535688578643
0.6500000000000001,181,0,0,0,0,2,4695.99948412438,8692.954624417498,12176.20443582137,3215.0299138242262
0.6500000000000001,182,0,0,0,0,2,21979.936488963016,4099.14684633597,21812.48139241431,2507.004988223067
0.6500000000000001,183,0,0,0,0,2,18211.316908771627,6907.427548484049,16032.381535518325,3086.4403028745137
0.6500000000000001,184,0,0,0,0,2,6689.521998688987,10742.111872912072,14328.061981816329,2048.6926345351612
0.6500000000000001,185,0,0,0,0,2,21958.09255850455,5519.600076405972,13411.267528924036,1434.4000088082705
0.6500000000000001,186,0,0,0,0,2,14772.699635110743,2319.1789102335483,11505.25325655334,838.5934812600826
0.6500000000000001,187,0,0,0,0,2,3428.6578146671523,3870.0367604637922,13655.064319822604,3909.6314047791666
0.6500000000000001,188,0,0,0,0,2,27427.90450110453,3917.5646129362694,25840.319681620535,677.9411643233236
0.6500000000000001,189,0,0,0,0,2,41884.590771105235,13858.291401494549,16887.639402231765,3911.1586027410685
0.6500000000000001,190,0,0,0,0,2,14052.488775599639,2417.106371344406,23200.118813811,1399.7371308130469
0.6500000000000001,191,0,0,0,0,2,89329.26580696838,3905.4277690727677,44532.8457995715,4505.735823609923
0.6500000000000001,192,0,0,0,0,2,8813.641920922757,2132.7927079607384,15036.634635212573,487.1730936780932
0.6500000000000001,193,0,0,0,0,2,18191.54849225323,26782.408212609764,16229.25054411125,4459.358124470269
0.6500000000000001,194,0,0,0,0,2,24565.176425688198,601.7113411243563,26575.643802760344,352.84984058169334
0.6500000000000001,195,0,0,0,0,2,11970.017481480323,16260.13102653359,14482.19981558263,1397.0862301321804
0.6500000000000001,196,0,0,0,0,2,192471.43175135134,354.11473646189734,14664.843552969585,683.2473350939774
0.6500000000000001,197,0,0,0,0,2,6506.280078164965,12677.374740081796,13267.160310646243,6020.869766846264
0.6500000000000001,198,0,0,0,0,2,20126.05708861491,1228.6759996593782,12727.17279853838,4840.610045968116
0.6500000000000001,199,0,0,0,0,2,36574.16419423077,7607.833946196685,19739.684213662524,3755.9093053768825
0.6500000000000001,200,0,0,0,0,2,9353.861924235396,10519.828644727462,18110.911409434775,1643.2949689896918
0.6500000000000001,201,0,0,0,0,2,43531.014835111215,6650.57900558065,31288.122714191275,3268.4276737030495
0.6500000000000001,202,0,0,0,0,2,17962.963303417808,4668.383220082512,12204.683948839633,1797.9338615132947
0.6500000000000001,203,0,0,0,0,2,9098.654577718837,29178.42875481115,19495.66556691616,6102.64215639304
0.6500000000000001,204,0,0,0,0,2,36149.96272585602,1109.1043541944407,21133.156567325852,2291.073485136786
0.6500000000000001,205,0,0,0,0,2,138907.30133175256,198753.24336783215,19262.660616777495,16146.71179750968
0.6500000000000001,206,0,0,0,0,2,7014.698218455707,5684.141267745081,11324.320514006364,4997.883300077827
0.6500000000000001,207,0,0,0,0,2,2399.142603516277,383.68797048112975,12031.293297245922,785.9398854778067
0.6500000000000001,208,0,0,0,0,2,11091.328551231269,368.8331534832247,17683.35892038067,3411.2807369348934
0.6500000000000001,209,0,0,0,0,2,31281.03355307919,3054.802924933677,25147.288545966727,1605.2459924550612
0.6500000000000001,210,0,0,0,0,2,14876.358641331446,1937.371591295688,17980.798400674972,2320.5673128677763
0.6500000000000001,211,0,0,0,0,2,56630.90697450516,5399.345946140932,29372.386127303515,2911.101124607054
0.6500000000000001,212,0,0,0,0,2,5875.206782434155,2145.55957076923,13703.8318471821,1180.2428056499766
0.6500000000000001,213,0,0,0,0,2,30216.882348082057,5619.943096587948,10681.5530048785,2777.0360808108417
0.6500000000000001,214,0,0,0,0,2,40649.0364397196,1973.1332075353132,16033.80052543467,9400.589833754191
0.6500000000000001,215,0,0,0,0,2,12101.978313653819,31.99828586660442,9897.106394794919,26.91383695359673
0.6500000000000001,216,0,0,0,0,2,23269.8578489612,142905.44837843516,12034.377239579704,6380.827387799531
0.6500000000000001,217,0,0,0,0,2,56090.699051722986,4314.596442637483,17501.133069837797,4854.042801248265
0.6500000000000001,218,0,0,0,0,2,46050.1014376675,19755.772679714315,15718.488539461738,1574.3493466293103
0.6500000000000001,219,0,0,0,0,2,48800.45978262254,3868.923215483929,20441.26962352723,2423.155603657351
0.6500000000000001,220,0,0,0,0,2,42939.448899595714,362.0127511759674,21796.036833006016,120.42128911839404
0.6500000000000001,221,0,0,0,0,2,26808.838149655974,12879.289532637822,13716.151228021672,1732.9282423484385
0.6500000000000001,222,0,0,0,0,2,18240.27607511733,1688.8793199344427,11965.44699379399,448.9510020855578
0.6500000000000001,223,0,0,0,0,2,13993.837087376449,7606.220652410262,10040.693911761706,2995.5672937648833
0.6500000000000001,224,0,0,0,0,2,24040.270341922584,3443.075658102393,14774.947641715931,552.3717723270416
0.6500000000000001,225,0,0,0,0,2,81526.65102968321,5232.49378732403,19189.865942168453,3509.5794680685453
0.6500000000000001,226,0,0,0,0,2,38081.612898688014,2099.4472018709885,15900.662467534099,1089.2029099741594
0.6500000000000001,227,0,0,0,0,2,35737.151984488664,5986.417632901778,25062.247787431166,3370.5602713862445
0.6500000000000001,228,0,0,0,0,2,87032.9542383221,31743.938112897693,20585.46394103433,9893.672323293815
0.6500000000000001,229,0,0,0,0,2,49580.46795232322,5969.693724169663,16218.72409875221,2168.0735868156626
0.6500000000000001,230,0,0,0,0,2,50427.31006057267,11676.917635934777,13996.91606008043,405.75772437182604
0.6500000000000001,231,0,0,0,0,2,16456.88105380874,2940.739485254753,13342.712932271448,2703.562496231574
0.6500000000000001,232,0,0,0,0,2,14215.022371195424,1048.6082705472197,14990.173373113023,1398.4732931755748
