time,species,N,parm,parm_val,parm_val_char,parm_char
1,Susceptible annual,10,g_I_S,0,0x,Mv germination virulence
2,Susceptible annual,34.54438314398269,g_I_S,0,0x,Mv germination virulence
3,Susceptible annual,196.09800332254008,g_I_S,0,0x,Mv germination virulence
4,Susceptible annual,1015.2002483980583,g_I_S,0,0x,Mv germination virulence
5,Susceptible annual,3675.758463830144,g_I_S,0,0x,Mv germination virulence
6,Susceptible annual,7076.541405266474,g_I_S,0,0x,Mv germination virulence
7,Susceptible annual,8836.90375753088,g_I_S,0,0x,Mv germination virulence
8,Susceptible annual,9411.97426919079,g_I_S,0,0x,Mv germination virulence
9,Susceptible annual,9571.383514037172,g_I_S,0,0x,Mv germination virulence
10,Susceptible annual,9613.412622231794,g_I_S,0,0x,Mv germination virulence
11,Susceptible annual,9624.327885588407,g_I_S,0,0x,Mv germination virulence
12,Susceptible annual,9627.141601809564,g_I_S,0,0x,Mv germination virulence
13,Susceptible annual,9627.860789903256,g_I_S,0,0x,Mv germination virulence
14,Susceptible annual,9628.042011262913,g_I_S,0,0x,Mv germination virulence
15,Susceptible annual,9628.086800058461,g_I_S,0,0x,Mv germination virulence
16,Susceptible annual,9628.097456237037,g_I_S,0,0x,Mv germination virulence
17,Susceptible annual,9628.099821148076,g_I_S,0,0x,Mv germination virulence
18,Susceptible annual,9628.100271705083,g_I_S,0,0x,Mv germination virulence
19,Susceptible annual,9628.100322783012,g_I_S,0,0x,Mv germination virulence
20,Susceptible annual,9628.100309624228,g_I_S,0,0x,Mv germination virulence
21,Susceptible annual,9628.100295654518,g_I_S,0,0x,Mv germination virulence
22,Susceptible annual,9628.100287822124,g_I_S,0,0x,Mv germination virulence
23,Susceptible annual,9628.10028411547,g_I_S,0,0x,Mv germination virulence
24,Susceptible annual,9628.100282491,g_I_S,0,0x,Mv germination virulence
25,Susceptible annual,9628.100281803032,g_I_S,0,0x,Mv germination virulence
1,Infected annual,0,g_I_S,0,0x,Mv germination virulence
2,Infected annual,23.44311150836587,g_I_S,0,0x,Mv germination virulence
3,Infected annual,133.6878933218318,g_I_S,0,0x,Mv germination virulence
4,Infected annual,692.9018953032015,g_I_S,0,0x,Mv germination virulence
5,Infected annual,2506.051264623103,g_I_S,0,0x,Mv germination virulence
6,Infected annual,4786.274060679638,g_I_S,0,0x,Mv germination virulence
7,Infected annual,5917.925045316263,g_I_S,0,0x,Mv germination virulence
8,Infected annual,6271.960136396431,g_I_S,0,0x,Mv germination virulence
9,Infected annual,6367.997785543853,g_I_S,0,0x,Mv germination virulence
10,Infected annual,6393.129983252306,g_I_S,0,0x,Mv germination virulence
11,Infected annual,6399.641417472634,g_I_S,0,0x,Mv germination virulence
12,Infected annual,6401.317799982004,g_I_S,0,0x,Mv germination virulence
13,Infected annual,6401.745643352699,g_I_S,0,0x,Mv germination virulence
14,Infected annual,6401.853177237095,g_I_S,0,0x,Mv germination virulence
15,Infected annual,6401.879659256721,g_I_S,0,0x,Mv germination virulence
16,Infected annual,6401.885914753328,g_I_S,0,0x,Mv germination virulence
17,Infected annual,6401.887283662316,g_I_S,0,0x,Mv germination virulence
18,Infected annual,6401.887535412558,g_I_S,0,0x,Mv germination virulence
19,Infected annual,6401.887559018885,g_I_S,0,0x,Mv germination virulence
20,Infected annual,6401.887548417586,g_I_S,0,0x,Mv germination virulence
21,Infected annual,6401.887538985049,g_I_S,0,0x,Mv germination virulence
22,Infected annual,6401.88753387477,g_I_S,0,0x,Mv germination virulence
23,Infected annual,6401.887531489357,g_I_S,0,0x,Mv germination virulence
24,Infected annual,6401.887530451324,g_I_S,0,0x,Mv germination virulence
25,Infected annual,6401.887530013228,g_I_S,0,0x,Mv germination virulence
1,Annual,10,g_I_S,0,0x,Mv germination virulence
2,Annual,57.98749465234856,g_I_S,0,0x,Mv germination virulence
3,Annual,329.78589664437186,g_I_S,0,0x,Mv germination virulence
4,Annual,1708.1021437012598,g_I_S,0,0x,Mv germination virulence
5,Annual,6181.809728453247,g_I_S,0,0x,Mv germination virulence
6,Annual,11862.81546594611,g_I_S,0,0x,Mv germination virulence
7,Annual,14754.828802847143,g_I_S,0,0x,Mv germination virulence
8,Annual,15683.93440558722,g_I_S,0,0x,Mv germination virulence
9,Annual,15939.381299581026,g_I_S,0,0x,Mv germination virulence
10,Annual,16006.542605484101,g_I_S,0,0x,Mv germination virulence
11,Annual,16023.969303061042,g_I_S,0,0x,Mv germination virulence
12,Annual,16028.459401791568,g_I_S,0,0x,Mv germination virulence
13,Annual,16029.606433255954,g_I_S,0,0x,Mv germination virulence
14,Annual,16029.895188500008,g_I_S,0,0x,Mv germination virulence
15,Annual,16029.966459315183,g_I_S,0,0x,Mv germination virulence
16,Annual,16029.983370990365,g_I_S,0,0x,Mv germination virulence
17,Annual,16029.987104810392,g_I_S,0,0x,Mv germination virulence
18,Annual,16029.98780711764,g_I_S,0,0x,Mv germination virulence
19,Annual,16029.987881801897,g_I_S,0,0x,Mv germination virulence
20,Annual,16029.987858041814,g_I_S,0,0x,Mv germination virulence
21,Annual,16029.987834639567,g_I_S,0,0x,Mv germination virulence
22,Annual,16029.987821696894,g_I_S,0,0x,Mv germination virulence
23,Annual,16029.987815604825,g_I_S,0,0x,Mv germination virulence
24,Annual,16029.987812942323,g_I_S,0,0x,Mv germination virulence
25,Annual,16029.98781181626,g_I_S,0,0x,Mv germination virulence
1,Perennial first-year,1189.4075986918406,g_I_S,0,0x,Mv germination virulence
2,Perennial first-year,1185.3132733586701,g_I_S,0,0x,Mv germination virulence
3,Perennial first-year,1165.771152586001,g_I_S,0,0x,Mv germination virulence
4,Perennial first-year,1066.7275309222873,g_I_S,0,0x,Mv germination virulence
5,Perennial first-year,742.1306198880991,g_I_S,0,0x,Mv germination virulence
6,Perennial first-year,321.19722160418206,g_I_S,0,0x,Mv germination virulence
7,Perennial first-year,100.42283706114927,g_I_S,0,0x,Mv germination virulence
8,Perennial first-year,27.633449786973042,g_I_S,0,0x,Mv germination virulence
9,Perennial first-year,7.314654536024529,g_I_S,0,0x,Mv germination virulence
10,Perennial first-year,1.917821201824713,g_I_S,0,0x,Mv germination virulence
11,Perennial first-year,0.5019673277642108,g_I_S,0,0x,Mv germination virulence
12,Perennial first-year,0.13137679262982266,g_I_S,0,0x,Mv germination virulence
13,Perennial first-year,0.03438973360447485,g_I_S,0,0x,Mv germination virulence
14,Perennial first-year,0.009002979599149044,g_I_S,0,0x,Mv germination virulence
15,Perennial first-year,0.002357045745818773,g_I_S,0,0x,Mv germination virulence
16,Perennial first-year,6.171075352472575e-4,g_I_S,0,0x,Mv germination virulence
17,Perennial first-year,1.6156916145079506e-4,g_I_S,0,0x,Mv germination virulence
18,Perennial first-year,4.230172627384145e-5,g_I_S,0,0x,Mv germination virulence
19,Perennial first-year,1.1075377284004251e-5,g_I_S,0,0x,Mv germination virulence
20,Perennial first-year,2.8997416063504526e-6,g_I_S,0,0x,Mv germination virulence
21,Perennial first-year,7.592070004995256e-7,g_I_S,0,0x,Mv germination virulence
22,Perennial first-year,1.987747250283262e-7,g_I_S,0,0x,Mv germination virulence
23,Perennial first-year,5.139607948198524e-8,g_I_S,0,0x,Mv germination virulence
24,Perennial first-year,1.3064136955519955e-8,g_I_S,0,0x,Mv germination virulence
25,Perennial first-year,3.312337553882276e-9,g_I_S,0,0x,Mv germination virulence
1,Perennial adult,1000.0940337760189,g_I_S,0,0x,Mv germination virulence
2,Perennial adult,1000.0942606422007,g_I_S,0,0x,Mv germination virulence
3,Perennial adult,999.6093846301577,g_I_S,0,0x,Mv germination virulence
4,Perennial adult,996.8630871522789,g_I_S,0,0x,Mv germination virulence
5,Perennial adult,982.806170921461,g_I_S,0,0x,Mv germination virulence
6,Perennial adult,933.5784026880109,g_I_S,0,0x,Mv germination virulence
7,Perennial adult,845.5773167706274,g_I_S,0,0x,Mv germination virulence
8,Perennial adult,746.6954411386919,g_I_S,0,0x,Mv germination virulence
9,Perennial adult,653.5061250266754,g_I_S,0,0x,Mv germination virulence
10,Perennial adult,570.3640074777471,g_I_S,0,0x,Mv germination virulence
11,Perennial adult,497.3853438227382,g_I_S,0,0x,Mv germination virulence
12,Perennial adult,433.63635815498947,g_I_S,0,0x,Mv germination virulence
13,Perennial adult,378.0297635292485,g_I_S,0,0x,Mv germination virulence
14,Perennial adult,329.5464093912544,g_I_S,0,0x,Mv germination virulence
15,Perennial adult,287.279249221865,g_I_S,0,0x,Mv germination virulence
16,Perennial adult,250.43271076462017,g_I_S,0,0x,Mv germination virulence
17,Perennial adult,218.31199021442623,g_I_S,0,0x,Mv germination virulence
18,Perennial adult,190.31106702764322,g_I_S,0,0x,Mv germination virulence
19,Perennial adult,165.90156234430933,g_I_S,0,0x,Mv germination virulence
20,Perennial adult,144.6228449384094,g_I_S,0,0x,Mv germination virulence
21,Perennial adult,126.07335868016949,g_I_S,0,0x,Mv germination virulence
22,Perennial adult,109.90304990991588,g_I_S,0,0x,Mv germination virulence
23,Perennial adult,95.80676282905692,g_I_S,0,0x,Mv germination virulence
24,Perennial adult,83.5184811529359,g_I_S,0,0x,Mv germination virulence
25,Perennial adult,72.8063081127106,g_I_S,0,0x,Mv germination virulence
1,Litter,142.79696011510308,g_I_S,0,0x,Mv germination virulence
2,Litter,143.5226122202304,g_I_S,0,0x,Mv germination virulence
3,Litter,147.20581338064773,g_I_S,0,0x,Mv germination virulence
4,Litter,166.03385827174532,g_I_S,0,0x,Mv germination virulence
5,Litter,231.78020059227168,g_I_S,0,0x,Mv germination virulence
6,Litter,337.44464010099296,g_I_S,0,0x,Mv germination virulence
7,Litter,422.71120238698904,g_I_S,0,0x,Mv germination virulence
8,Litter,470.77610647269785,g_I_S,0,0x,Mv germination virulence
9,Litter,493.7830886118503,g_I_S,0,0x,Mv germination virulence
10,Litter,503.9528296847633,g_I_S,0,0x,Mv germination virulence
11,Litter,508.26061711284643,g_I_S,0,0x,Mv germination virulence
12,Litter,510.0411003747988,g_I_S,0,0x,Mv germination virulence
13,Litter,510.76614961941584,g_I_S,0,0x,Mv germination virulence
14,Litter,511.05867162750366,g_I_S,0,0x,Mv germination virulence
15,Litter,511.17599518200757,g_I_S,0,0x,Mv germination virulence
16,Litter,511.2228717155648,g_I_S,0,0x,Mv germination virulence
17,Litter,511.2415547605307,g_I_S,0,0x,Mv germination virulence
18,Litter,511.2489889740573,g_I_S,0,0x,Mv germination virulence
19,Litter,511.2519439922719,g_I_S,0,0x,Mv germination virulence
20,Litter,511.2531177580197,g_I_S,0,0x,Mv germination virulence
21,Litter,511.2535837760937,g_I_S,0,0x,Mv germination virulence
22,Litter,511.25376874220854,g_I_S,0,0x,Mv germination virulence
23,Litter,511.2538421419688,g_I_S,0,0x,Mv germination virulence
24,Litter,511.2538712653836,g_I_S,0,0x,Mv germination virulence
25,Litter,511.25388281977234,g_I_S,0,0x,Mv germination virulence
1,Annual biomass,0.7494005387703446,g_I_S,0,0x,Mv germination virulence
2,Annual biomass,4.272129160833,g_I_S,0,0x,Mv germination virulence
3,Annual biomass,22.119377400703225,g_I_S,0,0x,Mv germination virulence
4,Annual biomass,79.91363859868031,g_I_S,0,0x,Mv germination virulence
5,Annual biomass,152.56822426354307,g_I_S,0,0x,Mv germination virulence
6,Annual biomass,188.6243811938577,g_I_S,0,0x,Mv germination virulence
7,Annual biomass,199.90453808830998,g_I_S,0,0x,Mv germination virulence
8,Annual biomass,202.96449972755713,g_I_S,0,0x,Mv germination virulence
9,Annual biomass,203.7652830318051,g_I_S,0,0x,Mv germination virulence
10,Annual biomass,203.97276369079947,g_I_S,0,0x,Mv germination virulence
11,Annual biomass,204.02618322375105,g_I_S,0,0x,Mv germination virulence
12,Annual biomass,204.039818160503,g_I_S,0,0x,Mv germination virulence
13,Annual biomass,204.04324570316103,g_I_S,0,0x,Mv germination virulence
14,Annual biomass,204.04409000594245,g_I_S,0,0x,Mv germination virulence
15,Annual biomass,204.04428953631538,g_I_S,0,0x,Mv germination virulence
16,Annual biomass,204.04433324055827,g_I_S,0,0x,Mv germination virulence
17,Annual biomass,204.0443412972013,g_I_S,0,0x,Mv germination virulence
18,Annual biomass,204.04434206349507,g_I_S,0,0x,Mv germination virulence
19,Annual biomass,204.04434173135945,g_I_S,0,0x,Mv germination virulence
20,Annual biomass,204.0443414330665,g_I_S,0,0x,Mv germination virulence
21,Annual biomass,204.04434127113586,g_I_S,0,0x,Mv germination virulence
22,Annual biomass,204.04434119548685,g_I_S,0,0x,Mv germination virulence
23,Annual biomass,204.04434116255376,g_I_S,0,0x,Mv germination virulence
24,Annual biomass,204.04434114865106,g_I_S,0,0x,Mv germination virulence
25,Annual biomass,204.04434114292283,g_I_S,0,0x,Mv germination virulence
1,Perennial first-year biomass,2.35227829037446,g_I_S,0,0x,Mv germination virulence
2,Perennial first-year biomass,2.305009355465641,g_I_S,0,0x,Mv germination virulence
3,Perennial first-year biomass,2.065404479655678,g_I_S,0,0x,Mv germination virulence
4,Perennial first-year biomass,1.3244984448066233,g_I_S,0,0x,Mv germination virulence
5,Perennial first-year biomass,0.49774439589605657,g_I_S,0,0x,Mv germination virulence
6,Perennial first-year biomass,0.14468055711309688,g_I_S,0,0x,Mv germination virulence
7,Perennial first-year biomass,0.039804436563612655,g_I_S,0,0x,Mv germination virulence
8,Perennial first-year biomass,0.010645032067228359,g_I_S,0,0x,Mv germination virulence
9,Perennial first-year biomass,0.0028062284233343836,g_I_S,0,0x,Mv germination virulence
10,Perennial first-year biomass,7.360315948803408e-4,g_I_S,0,0x,Mv germination virulence
11,Perennial first-year biomass,1.927777545645844e-4,g_I_S,0,0x,Mv germination virulence
12,Perennial first-year biomass,5.0475067814453394e-5,g_I_S,0,0x,Mv germination virulence
13,Perennial first-year biomass,1.3215180055340339e-5,g_I_S,0,0x,Mv germination virulence
14,Perennial first-year biomass,3.459942184649789e-6,g_I_S,0,0x,Mv germination virulence
15,Perennial first-year biomass,9.058720725443676e-7,g_I_S,0,0x,Mv germination virulence
16,Perennial first-year biomass,2.371736595750802e-7,g_I_S,0,0x,Mv germination virulence
17,Perennial first-year biomass,6.209645782222057e-8,g_I_S,0,0x,Mv germination virulence
18,Perennial first-year biomass,1.6258016427047212e-8,g_I_S,0,0x,Mv germination virulence
19,Perennial first-year biomass,4.2566549057308575e-9,g_I_S,0,0x,Mv germination virulence
20,Perennial first-year biomass,1.1144725892805114e-9,g_I_S,0,0x,Mv germination virulence
21,Perennial first-year biomass,2.9178997472430703e-10,g_I_S,0,0x,Mv germination virulence
22,Perennial first-year biomass,0,g_I_S,0,0x,Mv germination virulence
23,Perennial first-year biomass,0,g_I_S,0,0x,Mv germination virulence
24,Perennial first-year biomass,0,g_I_S,0,0x,Mv germination virulence
25,Perennial first-year biomass,1.2730480518680127e-12,g_I_S,0,0x,Mv germination virulence
1,Perennial adult biomass,58.97537058158521,g_I_S,0,0x,Mv germination virulence
2,Perennial adult biomass,57.975818329083786,g_I_S,0,0x,Mv germination virulence
3,Perennial adult biomass,52.907474630021206,g_I_S,0,0x,Mv germination virulence
4,Perennial adult biomass,36.34711782209295,g_I_S,0,0x,Mv germination virulence
5,Perennial adult biomass,15.204218383601885,g_I_S,0,0x,Mv germination virulence
6,Perennial adult biomass,4.580248406273658,g_I_S,0,0x,Mv germination virulence
7,Perennial adult biomass,1.2362888990620662,g_I_S,0,0x,Mv germination virulence
8,Perennial adult biomass,0.3250993604457554,g_I_S,0,0x,Mv germination virulence
9,Perennial adult biomass,0.08509178298421843,g_I_S,0,0x,Mv germination virulence
10,Perennial adult biomass,0.022264509475403652,g_I_S,0,0x,Mv germination virulence
11,Perennial adult biomass,0.005827033344997814,g_I_S,0,0x,Mv germination virulence
12,Perennial adult biomass,0.001525343193544781,g_I_S,0,0x,Mv germination virulence
13,Perennial adult biomass,3.993306036961695e-4,g_I_S,0,0x,Mv germination virulence
14,Perennial adult biomass,1.0454862250456762e-4,g_I_S,0,0x,Mv germination virulence
15,Perennial adult biomass,2.737240681628685e-5,g_I_S,0,0x,Mv germination virulence
16,Perennial adult biomass,7.166570903685077e-6,g_I_S,0,0x,Mv germination virulence
17,Perennial adult biomass,1.876339211705546e-6,g_I_S,0,0x,Mv germination virulence
18,Perennial adult biomass,4.912605950909764e-7,g_I_S,0,0x,Mv germination virulence
19,Perennial adult biomass,1.2862125889133542e-7,g_I_S,0,0x,Mv germination virulence
20,Perennial adult biomass,3.367547127844301e-8,g_I_S,0,0x,Mv germination virulence
21,Perennial adult biomass,8.816874286964458e-9,g_I_S,0,0x,Mv germination virulence
22,Perennial adult biomass,2.308424265430267e-9,g_I_S,0,0x,Mv germination virulence
23,Perennial adult biomass,5.850278935088778e-10,g_I_S,0,0x,Mv germination virulence
24,Perennial adult biomass,1.4826461636658966e-10,g_I_S,0,0x,Mv germination virulence
25,Perennial adult biomass,3.757495456207313e-11,g_I_S,0,0x,Mv germination virulence
1,Annual susceptible biomass,0.0016180572049872,g_I_S,0,0x,Mv germination virulence
2,Annual susceptible biomass,0.008270590995722138,g_I_S,0,0x,Mv germination virulence
3,Annual susceptible biomass,0.02760656162280739,g_I_S,0,0x,Mv germination virulence
4,Annual susceptible biomass,0.042404860476395356,g_I_S,0,0x,Mv germination virulence
5,Annual susceptible biomass,0.04266143107790299,g_I_S,0,0x,Mv germination virulence
6,Annual susceptible biomass,0.041753122691602584,g_I_S,0,0x,Mv germination virulence
7,Annual susceptible biomass,0.041501746604524214,g_I_S,0,0x,Mv germination virulence
8,Annual susceptible biomass,0.041459879685334045,g_I_S,0,0x,Mv germination virulence
9,Annual susceptible biomass,0.04146125353400976,g_I_S,0,0x,Mv germination virulence
10,Annual susceptible biomass,0.04146681256710849,g_I_S,0,0x,Mv germination virulence
11,Annual susceptible biomass,0.04147036546132199,g_I_S,0,0x,Mv germination virulence
12,Annual susceptible biomass,0.041472133433359204,g_I_S,0,0x,Mv germination virulence
13,Annual susceptible biomass,0.04147294011360714,g_I_S,0,0x,Mv germination virulence
14,Annual susceptible biomass,0.04147328006891371,g_I_S,0,0x,Mv germination virulence
15,Annual susceptible biomass,0.04147342134191945,g_I_S,0,0x,Mv germination virulence
16,Annual susceptible biomass,0.0414734790664113,g_I_S,0,0x,Mv germination virulence
17,Annual susceptible biomass,0.04147350240586434,g_I_S,0,0x,Mv germination virulence
18,Annual susceptible biomass,0.04147351177942937,g_I_S,0,0x,Mv germination virulence
19,Annual susceptible biomass,0.04147351552799705,g_I_S,0,0x,Mv germination virulence
20,Annual susceptible biomass,0.04147351702297897,g_I_S,0,0x,Mv germination virulence
21,Annual susceptible biomass,0.041473517617987454,g_I_S,0,0x,Mv germination virulence
22,Annual susceptible biomass,0.04147351785465503,g_I_S,0,0x,Mv germination virulence
23,Annual susceptible biomass,0.04147351794856036,g_I_S,0,0x,Mv germination virulence
24,Annual susceptible biomass,0.04147351798584964,g_I_S,0,0x,Mv germination virulence
25,Annual susceptible biomass,0.041473518000742615,g_I_S,0,0x,Mv germination virulence
1,Perennial first-year susceptible biomass,0.0025706599516501782,g_I_S,0,0x,Mv germination virulence
2,Perennial first-year susceptible biomass,0.002333666625734754,g_I_S,0,0x,Mv germination virulence
3,Perennial first-year susceptible biomass,0.0015023947335173204,g_I_S,0,0x,Mv germination virulence
4,Perennial first-year susceptible biomass,4.6647900951168886e-4,g_I_S,0,0x,Mv germination virulence
5,Perennial first-year susceptible biomass,9.745387708354203e-5,g_I_S,0,0x,Mv germination virulence
6,Perennial first-year susceptible biomass,2.2744276314878853e-5,g_I_S,0,0x,Mv germination virulence
7,Perennial first-year susceptible biomass,5.889819118989892e-6,g_I_S,0,0x,Mv germination virulence
8,Perennial first-year susceptible biomass,1.551244058704479e-6,g_I_S,0,0x,Mv germination virulence
9,Perennial first-year susceptible biomass,4.074398492299666e-7,g_I_S,0,0x,Mv germination virulence
10,Perennial first-year susceptible biomass,1.0677754944869809e-7,g_I_S,0,0x,Mv germination virulence
11,Perennial first-year susceptible biomass,2.796216895162751e-8,g_I_S,0,0x,Mv germination virulence
12,Perennial first-year susceptible biomass,7.321197934265949e-9,g_I_S,0,0x,Mv germination virulence
13,Perennial first-year susceptible biomass,1.916813862509761e-9,g_I_S,0,0x,Mv germination virulence
14,Perennial first-year susceptible biomass,5.018542215812646e-10,g_I_S,0,0x,Mv germination virulence
15,Perennial first-year susceptible biomass,1.3139435158745766e-10,g_I_S,0,0x,Mv germination virulence
16,Perennial first-year susceptible biomass,0,g_I_S,0,0x,Mv germination virulence
17,Perennial first-year susceptible biomass,0,g_I_S,0,0x,Mv germination virulence
18,Perennial first-year susceptible biomass,0,g_I_S,0,0x,Mv germination virulence
19,Perennial first-year susceptible biomass,0,g_I_S,0,0x,Mv germination virulence
20,Perennial first-year susceptible biomass,0,g_I_S,0,0x,Mv germination virulence
21,Perennial first-year susceptible biomass,0,g_I_S,0,0x,Mv germination virulence
22,Perennial first-year susceptible biomass,0,g_I_S,0,0x,Mv germination virulence
23,Perennial first-year susceptible biomass,0,g_I_S,0,0x,Mv germination virulence
24,Perennial first-year susceptible biomass,0,g_I_S,0,0x,Mv germination virulence
25,Perennial first-year susceptible biomass,1.8465264556852562e-16,g_I_S,0,0x,Mv germination virulence
1,Perennial adult susceptible biomass,0.10121210390506263,g_I_S,0,0x,Mv germination virulence
2,Perennial adult susceptible biomass,0.08499323396854663,g_I_S,0,0x,Mv germination virulence
3,Perennial adult susceptible biomass,0.04363111695003852,g_I_S,0,0x,Mv germination virulence
4,Perennial adult susceptible biomass,0.011224838085034605,g_I_S,0,0x,Mv germination virulence
5,Perennial adult susceptible biomass,0.002369077167569955,g_I_S,0,0x,Mv germination virulence
6,Perennial adult susceptible biomass,5.589379919452853e-4,g_I_S,0,0x,Mv germination virulence
7,Perennial adult susceptible biomass,1.4111976002806337e-4,g_I_S,0,0x,Mv germination virulence
8,Perennial adult susceptible biomass,3.648810906076161e-5,g_I_S,0,0x,Mv germination virulence
9,Perennial adult susceptible biomass,9.511521633240316e-6,g_I_S,0,0x,Mv germination virulence
10,Perennial adult susceptible biomass,2.486403119717623e-6,g_I_S,0,0x,Mv germination virulence
11,Perennial adult susceptible biomass,6.506150149378914e-7,g_I_S,0,0x,Mv germination virulence
12,Perennial adult susceptible biomass,1.7030689589288793e-7,g_I_S,0,0x,Mv germination virulence
13,Perennial adult susceptible biomass,4.458595135453658e-8,g_I_S,0,0x,Mv germination virulence
14,Perennial adult susceptible biomass,1.1673078900554623e-8,g_I_S,0,0x,Mv germination virulence
15,Perennial adult susceptible biomass,3.0561954123843865e-9,g_I_S,0,0x,Mv germination virulence
16,Perennial adult susceptible biomass,8.001659000247282e-10,g_I_S,0,0x,Mv germination virulence
17,Perennial adult susceptible biomass,2.094981620428609e-10,g_I_S,0,0x,Mv germination virulence
18,Perennial adult susceptible biomass,0,g_I_S,0,0x,Mv germination virulence
19,Perennial adult susceptible biomass,0,g_I_S,0,0x,Mv germination virulence
20,Perennial adult susceptible biomass,0,g_I_S,0,0x,Mv germination virulence
21,Perennial adult susceptible biomass,0,g_I_S,0,0x,Mv germination virulence
22,Perennial adult susceptible biomass,0,g_I_S,0,0x,Mv germination virulence
23,Perennial adult susceptible biomass,0,g_I_S,0,0x,Mv germination virulence
24,Perennial adult susceptible biomass,0,g_I_S,0,0x,Mv germination virulence
25,Perennial adult susceptible biomass,4.195343155907676e-15,g_I_S,0,0x,Mv germination virulence
1,Annual infected biomass,0.7477824815653574,g_I_S,0,0x,Mv germination virulence
2,Annual infected biomass,4.263858569837278,g_I_S,0,0x,Mv germination virulence
3,Annual infected biomass,22.091770839080418,g_I_S,0,0x,Mv germination virulence
4,Annual infected biomass,79.87123373820391,g_I_S,0,0x,Mv germination virulence
5,Annual infected biomass,152.52556283246517,g_I_S,0,0x,Mv germination virulence
6,Annual infected biomass,188.58262807116608,g_I_S,0,0x,Mv germination virulence
7,Annual infected biomass,199.86303634170545,g_I_S,0,0x,Mv germination virulence
8,Annual infected biomass,202.9230398478718,g_I_S,0,0x,Mv germination virulence
9,Annual infected biomass,203.7238217782711,g_I_S,0,0x,Mv germination virulence
10,Annual infected biomass,203.93129687823236,g_I_S,0,0x,Mv germination virulence
11,Annual infected biomass,203.98471285828973,g_I_S,0,0x,Mv germination virulence
12,Annual infected biomass,203.99834602706963,g_I_S,0,0x,Mv germination virulence
13,Annual infected biomass,204.00177276304743,g_I_S,0,0x,Mv germination virulence
14,Annual infected biomass,204.00261672587354,g_I_S,0,0x,Mv germination virulence
15,Annual infected biomass,204.00281611497346,g_I_S,0,0x,Mv germination virulence
16,Annual infected biomass,204.00285976149186,g_I_S,0,0x,Mv germination virulence
17,Annual infected biomass,204.00286779479543,g_I_S,0,0x,Mv germination virulence
18,Annual infected biomass,204.00286855171564,g_I_S,0,0x,Mv germination virulence
19,Annual infected biomass,204.00286821583146,g_I_S,0,0x,Mv germination virulence
20,Annual infected biomass,204.00286791604353,g_I_S,0,0x,Mv germination virulence
21,Annual infected biomass,204.00286775351788,g_I_S,0,0x,Mv germination virulence
22,Annual infected biomass,204.0028676776322,g_I_S,0,0x,Mv germination virulence
23,Annual infected biomass,204.0028676446052,g_I_S,0,0x,Mv germination virulence
24,Annual infected biomass,204.0028676306652,g_I_S,0,0x,Mv germination virulence
25,Annual infected biomass,204.0028676249221,g_I_S,0,0x,Mv germination virulence
1,Perennial first-year infected biomass,2.34970763042281,g_I_S,0,0x,Mv germination virulence
2,Perennial first-year infected biomass,2.3026756888399063,g_I_S,0,0x,Mv germination virulence
3,Perennial first-year infected biomass,2.0639020849221605,g_I_S,0,0x,Mv germination virulence
4,Perennial first-year infected biomass,1.3240319657971116,g_I_S,0,0x,Mv germination virulence
5,Perennial first-year infected biomass,0.497646942018973,g_I_S,0,0x,Mv germination virulence
6,Perennial first-year infected biomass,0.144657812836782,g_I_S,0,0x,Mv germination virulence
7,Perennial first-year infected biomass,0.039798546744493665,g_I_S,0,0x,Mv germination virulence
8,Perennial first-year infected biomass,0.010643480823169654,g_I_S,0,0x,Mv germination virulence
9,Perennial first-year infected biomass,0.0028058209834851537,g_I_S,0,0x,Mv germination virulence
10,Perennial first-year infected biomass,7.359248173308921e-4,g_I_S,0,0x,Mv germination virulence
11,Perennial first-year infected biomass,1.9274979239563276e-4,g_I_S,0,0x,Mv germination virulence
12,Perennial first-year infected biomass,5.046774661651913e-5,g_I_S,0,0x,Mv germination virulence
13,Perennial first-year infected biomass,1.321326324147783e-5,g_I_S,0,0x,Mv germination virulence
14,Perennial first-year infected biomass,3.4594403304282076e-6,g_I_S,0,0x,Mv germination virulence
15,Perennial first-year infected biomass,9.057406781927802e-7,g_I_S,0,0x,Mv germination virulence
16,Perennial first-year infected biomass,2.3713925812104633e-7,g_I_S,0,0x,Mv germination virulence
17,Perennial first-year infected biomass,6.208745087950087e-8,g_I_S,0,0x,Mv germination virulence
18,Perennial first-year infected biomass,1.6255658240114743e-8,g_I_S,0,0x,Mv germination virulence
19,Perennial first-year infected biomass,4.2560374879206606e-9,g_I_S,0,0x,Mv germination virulence
20,Perennial first-year infected biomass,1.1143109376393344e-9,g_I_S,0,0x,Mv germination virulence
21,Perennial first-year infected biomass,2.917476512706297e-10,g_I_S,0,0x,Mv germination virulence
22,Perennial first-year infected biomass,0,g_I_S,0,0x,Mv germination virulence
23,Perennial first-year infected biomass,0,g_I_S,0,0x,Mv germination virulence
24,Perennial first-year infected biomass,0,g_I_S,0,0x,Mv germination virulence
25,Perennial first-year infected biomass,1.2728633992224442e-12,g_I_S,0,0x,Mv germination virulence
1,Perennial adult infected biomass,58.87415847768015,g_I_S,0,0x,Mv germination virulence
2,Perennial adult infected biomass,57.89082509511524,g_I_S,0,0x,Mv germination virulence
3,Perennial adult infected biomass,52.86384351307117,g_I_S,0,0x,Mv germination virulence
